gene_name,gene_group,chromosome,start,end,gene_length,flank_length,snp_count_1000genomes,snp_density_1000genomes,flank_count_1000genomes,flank_density_1000genomes,enrichment_1000genomes,snp_count_gnomad,snp_density_gnomad,flank_count_gnomad,flank_density_gnomad,enrichment_gnomad,snp_count_pangenome,snp_density_pangenome,flank_count_pangenome,flank_density_pangenome,enrichment_pangenome,snp_count_dbsnp,snp_density_dbsnp,flank_count_dbsnp,flank_density_dbsnp,enrichment_dbsnp,intergenic_density_1000genomes,enrichment_intergenic_1000genomes,intergenic_density_gnomad,enrichment_intergenic_gnomad,intergenic_density_pangenome,enrichment_intergenic_pangenome,intergenic_density_dbsnp,enrichment_intergenic_dbsnp,locus_type,gene_type,Max_TPM,Max_FPKM,Median_Conservation,Max_Conservation,category
RN7SL451P,RN7SL,chr1,8979576,8979874,299,29899,6,0.02006688963210702,79,0.00264222883708485,7.594682697599594,169,0.5652173913043478,1192,0.03986755409879929,14.177378173329442,1,0.00334448160535117,372,0.01244188768855145,0.2688082137591254,120,0.4013377926421405,11289,0.3775711562259607,1.0629461123400974,0.0213713703515028,0.9389612973833448,0.2118689081338088,2.667769406483073,0.00710133333333333,0.4709653030441941,0.2879,1.394018036270026,pseudogene,pseudogene,0,0,0.159999996423721,0.187000006437302,Pseudogene
RN7SKP269,RN7SK,chr1,9947318,9947636,319,31899,11,0.03448275862068965,72,0.00225712404777579,15.277298850574711,69,0.21630094043887144,587,0.01840183077839431,11.754316352742013,1,0.00313479623824451,248,0.00777453838678328,0.4032131661442006,106,0.3322884012539185,11530,0.3614533370952068,0.9193120304942536,0.0213713703515028,1.6135024592966674,0.2118689081338088,1.020918748031984,0.00710133333333333,0.4414376978376616,0.2879,1.154179927939974,pseudogene,pseudogene,1.83,3.87,0.194999992847443,0.229000002145767,Pseudogene
RNU6-828P,RNU6,chr1,10163268,10163374,107,10699,3,0.02803738317757009,23,0.00214973361996448,13.04225924420967,25,0.2336448598130841,243,0.0227124030283204,10.287104342140688,0,0,78,0.00729040097205346,0,38,0.35514018691588783,3670,0.34302271240302834,1.0353255748809491,0.0213713703515028,1.3119132145683183,0.2118689081338088,1.1027803082155048,0.00710133333333333,0,0.2879,1.2335539663629311,pseudogene,pseudogene,4.12,3.33,0.30799999833107,0.365000009536743,Pseudogene
RNU6-37P,RNU6,chr1,10298966,10299072,107,10699,4,0.03738317757009345,25,0.00233666697822226,15.998504672897194,62,0.5794392523364486,225,0.02103000280400037,27.552980269989614,1,0.00934579439252336,59,0.00551453406860454,1.6947568509424993,52,0.48598130841121495,3581,0.33470417796055707,1.451972638562298,0.0213713703515028,1.7492176194244242,0.2118689081338088,2.7348951643744512,0.00710133333333333,1.3160619215907854,0.2879,1.6880212171282214,pseudogene,pseudogene,3.38,1.93,-0.234999999403954,1.14300000667572,Pseudogene
RN7SL731P,RN7SL,chr1,10306465,10306757,293,29299,2,0.0068259385665529,89,0.00303764633605242,2.2471143152970052,101,0.3447098976109215,831,0.02836274275572545,12.15361647425077,2,0.0068259385665529,209,0.00713334926106693,0.9569051390499208,105,0.3583617747440273,10033,0.34243489538892113,1.046510678583201,0.0213713703515028,0.3193963912600912,0.2118689081338088,1.6269961489262743,0.00710133333333333,0.961219287441734,0.2879,1.2447439206114184,pseudogene,pseudogene,40.65,39.68,0.146999999880791,1.09300005435944,Pseudogene
RN7SL614P,RN7SL,chr1,10616836,10617115,280,28000,12,0.04285714285714286,85,0.00303571428571428,14.117647058823527,85,0.30357142857142855,627,0.02239285714285714,13.556618819776714,4,0.01428571428571428,185,0.00660714285714285,2.162162162162162,110,0.3928571428571429,9746,0.3480714285714286,1.128668171557562,0.0213713703515028,2.0053530565544295,0.2118689081338088,1.4328267004600022,0.00710133333333333,2.0116946515744862,0.2879,1.364561107527415,pseudogene,pseudogene,0.83,0.93,-0.333499997854233,1.23599994182587,Pseudogene
RNU6-537P,RNU6,chr1,11152350,11152452,103,10299,8,0.07766990291262135,35,0.00339838819302844,22.85492371705963,42,0.4077669902912621,212,0.02058452276920089,19.80939732551749,3,0.02912621359223301,66,0.0064083891639965,4.5450132391879965,28,0.27184466019417475,3451,0.3350810758326051,0.8112802536481616,0.0213713703515028,3.63429680152259,0.2118689081338088,1.924619302959409,0.00710133333333333,4.1015133672877875,0.2879,0.9442329287744868,pseudogene,pseudogene,0,0,0.263999998569489,1.49399995803833,Pseudogene
RNU6-291P,RNU6,chr1,11226254,11226360,107,10699,3,0.02803738317757009,20,0.00186933358257781,14.99859813084112,35,0.32710280373831774,205,0.01916066922142256,17.07157510827445,0,0,87,0.00813160108421347,0,47,0.4392523364485981,3800,0.3551733806897841,1.2367265125430398,0.0213713703515028,1.3119132145683183,0.2118689081338088,1.5438924315017064,0.00710133333333333,0,0.2879,1.5257114847120463,pseudogene,pseudogene,0.62,0.36,0.214000001549721,0.252000004053116,Pseudogene
RNU5E-1,RNU5,chr1,11908152,11908272,121,12099,73,0.6033057851239669,240,0.01983635011157947,30.41415289256198,329,2.71900826446281,1786,0.14761550541367055,18.419530230535017,17,0.14049586776859505,181,0.01495991404248285,9.39148897310625,189,1.56198347107438,5421,0.4480535581453013,3.4861534802672796,0.0213713703515028,28.229625672157393,0.2118689081338088,12.833446343838151,0.00710133333333333,19.784435003087925,0.2879,5.425437551491421,"RNA, small nuclear",functional,7.84,6.33,1.02399998903275,2.74000000953674,Functional
RNU5E-4P,RNU5,chr1,11909808,11909927,120,12000,29,0.24166666666666667,284,0.02366666666666666,10.211267605633804,164,1.3666666666666667,1951,0.16258333333333333,8.40594566888775,12,0.1,183,0.01525,6.557377049180328,136,1.1333333333333333,5447,0.4539166666666667,2.496787222324215,0.0213713703515028,11.307963068904144,0.2118689081338088,6.450529616188559,0.00710133333333333,14.081862561021405,0.2879,3.9365520435336343,pseudogene,pseudogene,0,0,0.38400000333786,1.72500002384186,Pseudogene
RN7SL649P,RN7SL,chr1,12036740,12037014,275,27499,8,0.02909090909090909,100,0.00363649587257718,7.999709090909091,57,0.20727272727272728,690,0.02509182152078257,8.260569169960474,5,0.01818181818181818,270,0.00981853885595839,1.851784511784512,87,0.31636363636363635,10629,0.38652314629622897,0.8184856182485309,0.0213713703515028,1.3612093474793705,0.2118689081338088,0.978306487244562,0.00710133333333333,2.560338647458437,0.2879,1.098866399317945,pseudogene,pseudogene,0.14,0.08,0.164000004529953,0.252000004053116,Pseudogene
RNU6-777P,RNU6,chr1,12077881,12077984,104,10400,6,0.05769230769230769,29,0.00278846153846153,20.689655172413797,34,0.3269230769230769,205,0.01971153846153846,16.585365853658537,3,0.02884615384615384,150,0.01442307692307692,2,39,0.375,3701,0.35586538461538464,1.053769251553634,0.0213713703515028,2.6995137299771166,0.2118689081338088,1.5430441389569254,0.00710133333333333,4.062075738756175,0.2879,1.3025356026398056,pseudogene,pseudogene,0,0,0.305000007152557,1.16700005531311,Pseudogene
RNU6ATAC18P,RNU6ATAC,chr1,12569972,12570072,101,10099,2,0.0198019801980198,23,0.00227745321318942,8.69479121825226,19,0.18811881188118812,201,0.01990296068917714,9.45180040392099,0,0,102,0.01010000990197049,0,32,0.31683168316831684,3452,0.3418160213882563,0.926907059187958,0.0213713703515028,0.926565768705017,0.2118689081338088,0.8879019273671767,0.00710133333333333,0,0.2879,1.10049212632274,pseudogene,pseudogene,1.75,0.99,2.10999989509583,3.5460000038147,Pseudogene
RNU6-1072P,RNU6,chr1,12922554,12922660,107,10699,0,0,0,0,0,22,0.205607476635514,480,0.04486400598186746,4.582904984423676,1,0.00934579439252336,137,0.012804935040658,0.7298587898219524,43,0.40186915887850466,4235,0.3958313861108515,1.0152533957121892,0.0213713703515028,0,0.2118689081338088,0.970446671229644,0.00710133333333333,1.3160619215907854,0.2879,1.3958636987791062,pseudogene,pseudogene,0,0,0.136999994516373,0.159999996423721,Pseudogene
RNU6-771P,RNU6,chr1,13279125,13279231,107,10699,0,0,0,0,0,31,0.2897196261682243,389,0.03635853818113842,7.96840689042116,2,0.01869158878504672,156,0.01458080194410692,1.2819314641744548,48,0.4485981308411215,3259,0.3046079072810543,1.472706781794771,0.0213713703515028,0,0.2118689081338088,1.3674475821872256,0.00710133333333333,2.6321238431815708,0.2879,1.5581734311952813,pseudogene,pseudogene,0,0,0.146999999880791,1.96399998664856,Pseudogene
RNU6-1265P,RNU6,chr1,14124233,14124335,103,10299,5,0.04854368932038835,37,0.00359258180405864,13.51220152191026,27,0.2621359223300971,235,0.02281774929604816,11.488246230117744,1,0.00970873786407766,111,0.01077774541217594,0.9008134347940172,44,0.42718446601941745,3669,0.3562481794348966,1.1991204185156663,0.0213713703515028,2.271435500951619,0.2118689081338088,1.2372552661881917,0.00710133333333333,1.3671711224292624,0.2879,1.4837946023599078,pseudogene,pseudogene,0,0,-0.430999994277954,0.955999970436096,Pseudogene
RNU7-179P,RNU7,chr1,15608078,15608145,68,6800,2,0.02941176470588235,16,0.00235294117647058,12.500000000000002,19,0.27941176470588236,422,0.06205882352941176,4.502369668246446,0,0,60,0.0088235294117647,0,20,0.29411764705882354,2445,0.35955882352941176,0.8179959100204499,0.0213713703515028,1.3762226858706867,0.2118689081338088,1.3187955097659536,0.00710133333333333,0,0.2879,1.0215965510900435,pseudogene,pseudogene,0,0,0.118000000715256,0.193000003695488,Pseudogene
RNU1-1,RNU1,chr1,16514122,16514285,164,16400,1,0.00609756097560975,63,0.00384146341463414,1.5873015873015874,257,1.5670731707317074,1373,0.08371951219512196,18.718135469774214,6,0.03658536585365853,239,0.01457317073170731,2.510460251046025,160,0.975609756097561,6014,0.3667073170731707,2.660458929165281,0.0213713703515028,0.2853144592658741,0.2118689081338088,7.396428218443455,0.00710133333333333,5.15190093695905,0.2879,3.3887105109328273,"RNA, small nuclear",functional,3491.76,3848.22,0.328999996185303,0.593999981880188,Functional
TRN-GTT5-1,TRNA,chr1,16520585,16520658,74,7400,4,0.05405405405405406,36,0.00486486486486486,11.111111111111112,52,0.7027027027027027,265,0.03581081081081081,19.62264150943396,0,0,76,0.01027027027027027,0,47,0.6351351351351351,2267,0.30635135135135133,2.0732245258050286,0.0213713703515028,2.529274125383965,0.2118689081338088,3.316686289141118,0.00710133333333333,0,0.2879,2.2060963360025534,"RNA, transfer",functional,-Inf,-Inf,0.439999997615814,0.522000014781952,Functional
RNU1-6P,RNU1,chr1,16534081,16534224,144,14400,5,0.03472222222222222,16,0.00111111111111111,31.25,55,0.3819444444444444,1237,0.08590277777777777,4.44624090541633,3,0.02083333333333333,198,0.01375,1.5151515151515151,44,0.3055555555555556,5671,0.3938194444444445,0.7758772703226945,0.0213713703515028,1.6247073374862275,0.2118689081338088,1.8027394760689568,0.00710133333333333,2.933721366879459,0.2879,1.0613253058546563,pseudogene,pseudogene,0.5,0.69,0.296999990940094,0.579999983310699,Pseudogene
TRE-TTC4-1,TRNA,chr1,16535279,16535350,72,7200,0,0,21,0.00291666666666666,0,122,1.6944444444444444,1170,0.1625,10.427350427350428,1,0.01388888888888888,97,0.01347222222222222,1.0309278350515465,66,0.9166666666666666,3018,0.4191666666666667,2.1868787276341948,0.0213713703515028,0,0.2118689081338088,7.997607857469554,0.00710133333333333,1.955814244586306,0.2879,3.183975917563969,"RNA, transfer",functional,-Inf,-Inf,0.455000013113022,0.546999990940094,Functional
TRG-CCC1-1,TRNA,chr1,16545939,16546009,71,7099,0,0,3,4.2259473165234e-4,0,144,2.028169014084507,956,0.1346668544865474,15.060639990571042,4,0.05633802816901408,111,0.01563600507113678,3.60309605380028,76,1.0704225352112675,2674,0.37667277081279055,2.8417836864116635,0.0213713703515028,0,0.2118689081338088,9.572754359991263,0.00710133333333333,7.9334436963500865,0.2879,3.7180358986150313,"RNA, transfer",functional,-Inf,-Inf,0.444000005722046,0.52700001001358,Functional
TRV-CAC11-1,TRNA,chr1,16547665,16547737,73,7299,1,0.0136986301369863,2,2.7401013837511e-4,49.9931506849315,82,1.1232876712328768,1018,0.13947116043293603,8.053906397179535,1,0.0136986301369863,131,0.01794766406357035,0.763254208930252,54,0.7397260273972602,2821,0.38649130017810657,1.9139525962327553,0.0213713703515028,0.6409804290356623,0.2118689081338088,5.301805163990597,0.00710133333333333,1.929022268633069,0.2879,2.5693852983579726,pseudogene,pseudogene,-Inf,-Inf,0.377999991178513,0.449999988079071,Pseudogene
RNU1-3,RNU1,chr1,16666785,16666948,164,16400,0,0,0,0,0,0,0,0,0,0,14,0.08536585365853659,1335,0.08140243902439025,1.0486891385767791,0,0,1754,0.10695121951219512,0,0.0213713703515028,0,0.2118689081338088,0,0.00710133333333333,12.021102186237783,0.2879,0,"RNA, small nuclear",functional,3491.76,3848.22,0.446000009775162,0.523999989032745,Functional
TRG-CCC4-1,TRNA,chr1,16678271,16678341,71,7099,23,0.323943661971831,47,0.00662065079588674,48.92927779442613,134,1.887323943661972,331,0.04662628539230878,40.477681800774434,14,0.19718309859154928,521,0.07339061839695732,2.6867616447243923,80,1.1267605633802815,2416,0.3403296238906888,3.310791903740323,0.0213713703515028,15.157832962688412,0.2118689081338088,8.907979751658539,0.00710133333333333,27.7670529372253,0.2879,3.913721998542139,"RNA, transfer",functional,-Inf,-Inf,0.158000007271767,0.184000000357628,Functional
TRV-CAC13-1,TRNA,chr1,16725566,16725638,73,7299,5,0.0684931506849315,125,0.01712563364844499,3.99945205479452,53,0.726027397260274,1268,0.173722427729826,4.179238148740332,13,0.1780821917808219,337,0.0461707083162077,3.857038331775131,23,0.3150684931506849,2554,0.3499109467050281,0.9004247969878031,0.0213713703515028,3.2049021451783117,0.2118689081338088,3.4267765084329467,0.00710133333333333,25.077289492229895,0.2879,1.094367812263581,"RNA, transfer",functional,-Inf,-Inf,0.0410000011324883,0.893999993801117,Functional
TRG-CCC5-1,TRNA,chr1,16727285,16727355,71,7099,10,0.14084507042253522,120,0.01690378926609381,8.332159624413146,165,2.323943661971831,1156,0.16283983659670376,14.271346069496564,10,0.14084507042253522,381,0.05366953091984786,2.624302243909652,67,0.943661971830986,2527,0.3559656289618256,2.650991823517281,0.0213713703515028,6.590362157690613,0.2118689081338088,10.968781037489991,0.00710133333333333,19.83360924087522,0.2879,3.277742173779041,"RNA, transfer",functional,-Inf,-Inf,0.446999996900558,0.528999984264374,Functional
RNU1-4,RNU1,chr1,16740516,16740679,164,16400,0,0,0,0,0,0,0,0,0,0,10,0.06097560975609756,923,0.05628048780487805,1.0834236186348862,1,0.00609756097560975,2595,0.15823170731707317,0.03853564547206166,0.0213713703515028,0,0.2118689081338088,0,0.00710133333333333,8.586501561598416,0.2879,0.02117944069333017,"RNA, small nuclear",functional,3491.76,4585.69,0.266000002622604,0.314000010490417,Functional
TRV-CAC11-2,TRNA,chr1,16860198,16860270,73,7299,0,0,5,6.8502534593779e-4,0,88,1.2054794520547945,843,0.11549527332511304,10.43747867206162,4,0.0547945205479452,318,0.04356761200164406,1.257689325407082,63,0.863013698630137,2518,0.3449787642142759,2.5016429651713143,0.0213713703515028,0,0.2118689081338088,5.68974212720942,0.00710133333333333,7.716089074532276,0.2879,2.9976161814176345,pseudogene,pseudogene,-Inf,-Inf,-0.190999999642372,0.601999998092651,Pseudogene
TRG-CCC1-2,TRNA,chr1,16861921,16861991,71,7099,0,0,5,7.043245527539e-4,0,125,1.7605633802816902,806,0.11353711790393012,15.50650054171181,2,0.02816901408450704,293,0.04127341879137906,0.6824977166754795,69,0.971830985915493,2574,0.3625862797577123,2.680275123937096,0.0213713703515028,0,0.2118689081338088,8.309682604159086,0.00710133333333333,3.9667218481750433,0.2879,3.3755852237425947,"RNA, transfer",functional,-Inf,-Inf,0.444000005722046,0.52700001001358,Functional
TRE-TTC3-1,TRNA,chr1,16872583,16872654,72,7200,0,0,1,1.3888888888888e-4,0,150,2.0833333333333335,1405,0.1951388888888889,10.676156583629894,4,0.05555555555555555,164,0.02277777777777778,2.4390243902439024,69,0.9583333333333334,3114,0.4325,2.2157996146435455,0.0213713703515028,0,0.2118689081338088,9.833124414921585,0.00710133333333333,7.823256978345224,0.2879,3.328702095635059,"RNA, transfer",functional,-Inf,-Inf,0.30799999833107,0.365000009536743,Functional
RNU1-5P,RNU1,chr1,16873708,16873851,144,14400,0,0,1,6.944444444444444e-5,0,65,0.4513888888888889,1490,0.10347222222222222,4.3624161073825505,1,0.00694444444444444,349,0.02423611111111111,0.28653295128939826,57,0.3958333333333333,5802,0.40291666666666665,0.9824198552223372,0.0213713703515028,0,0.2118689081338088,2.1305102898996764,0.00710133333333333,0.977907122293153,0.2879,1.3748986916753505,pseudogene,pseudogene,0.5,0.69,0.30799999833107,0.592000007629395,Pseudogene
TRN-GTT4-1,TRNA,chr1,16889677,16889750,74,7400,13,0.17567567567567569,28,0.00378378378378378,46.42857142857143,77,1.0405405405405406,321,0.04337837837837838,23.98753894080997,5,0.06756756756756757,98,0.01324324324324324,5.1020408163265305,55,0.7432432432432432,2522,0.3408108108108108,2.1808088818398095,0.0213713703515028,8.220140907497887,0.2118689081338088,4.9112470050743475,0.00710133333333333,9.514772000690138,0.2879,2.581602095322137,"RNA, transfer",functional,-Inf,-Inf,0.439999997615814,0.522000014781952,Functional
RNU1-2,RNU1,chr1,16895980,16896143,164,16400,0,0,66,0.00402439024390243,0,332,2.024390243902439,1748,0.10658536585365852,18.993135011441648,7,0.04268292682926829,373,0.02274390243902439,1.8766756032171583,159,0.9695121951219512,6481,0.3951829268292683,2.453325104150594,0.0213713703515028,0,0.2118689081338088,9.554918943670144,0.00710133333333333,6.010551093118893,0.2879,3.367531070239497,"RNA, small nuclear",functional,3491.76,3848.22,0.284000009298325,0.335999995470047,Functional
RNU6-1099P,RNU6,chr1,19305076,19305182,107,10699,5,0.04672897196261682,32,0.00299093373212449,15.623539719626168,27,0.2523364485981308,214,0.02000186933358257,12.615643287623373,0,0,83,0.00775773436769791,0,30,0.2803738317757009,2631,0.24591083278811104,1.1401442896876564,0.0213713703515028,2.1865220242805306,0.2118689081338088,1.191002732872745,0.00710133333333333,0,0.2879,0.9738583944970508,pseudogene,pseudogene,11.47,9.26,0.214000001549721,0.77700001001358,Pseudogene
RN7SL277P,RN7SL,chr1,19424384,19424671,288,28800,13,0.04513888888888889,88,0.00305555555555555,14.772727272727272,69,0.23958333333333337,654,0.02270833333333333,10.55045871559633,6,0.02083333333333333,245,0.00850694444444444,2.4489795918367347,74,0.2569444444444444,6828,0.23708333333333337,1.0837727006444051,0.0213713703515028,2.1121195387320957,0.2118689081338088,1.1308093077159822,0.00710133333333333,2.933721366879459,0.2879,0.8924780981050519,pseudogene,pseudogene,1.93,1.82,0.305000007152557,2.1159999370575,Pseudogene
RNU4-28P,RNU4,chr1,19510593,19510733,141,14099,4,0.02836879432624113,33,0.00234059153131427,12.120352460777992,48,0.3404255319148936,283,0.02007234555642244,16.959927824975566,1,0.00709219858156028,150,0.01063905241506489,0.6666193853427895,40,0.28368794326241137,3295,0.2337045180509256,1.2138744497896017,0.0213713703515028,1.327420462967471,0.2118689081338088,1.6067743724808037,0.00710133333333333,0.9987136568100288,0.2879,0.9853697230372052,pseudogene,pseudogene,0.24,0.14,0.187999993562698,0.50900000333786,Pseudogene
RN7SL304P,RN7SL,chr1,19970969,19971269,301,30099,17,0.05647840531561462,88,0.00292368517226485,19.317540018121417,84,0.27906976744186046,640,0.02126316488919897,13.124563953488371,5,0.01661129568106312,297,0.0098674374563939,1.6834457532131952,84,0.27906976744186046,7526,0.25004152961892423,1.116093665988913,0.0213713703515028,2.642713330343047,0.2118689081338088,1.3171813169755424,0.00710133333333333,2.3391798274121935,0.2879,0.9693288205691576,pseudogene,pseudogene,0.45,0.37,0.266999989748001,0.736999988555908,Pseudogene
RNU7-200P,RNU7,chr1,20841241,20841302,62,6200,0,0,12,0.00193548387096774,0,18,0.2903225806451613,98,0.01580645161290322,18.36734693877551,0,0,46,0.00741935483870967,0,16,0.25806451612903225,1434,0.23129032258064516,1.1157601115760112,0.0213713703515028,0,0.2118689081338088,1.3702934668535884,0.00710133333333333,0,0.2879,0.8963685867628769,pseudogene,pseudogene,0,0,-0.105999998748302,0.796000003814697,Pseudogene
RN7SL386P,RN7SL,chr1,21987481,21987777,297,29699,2,0.00673400673400673,101,0.00340078790531667,1.98013134646798,84,0.2828282828282828,1164,0.03919323882959022,7.216251865736401,9,0.0303030303030303,846,0.02848580760294959,1.0637939680492872,108,0.3636363636363637,12350,0.41583891713525706,0.8744644828855356,0.0213713703515028,0.31509475636096534,0.2118689081338088,1.3349211326923849,0.00710133333333333,4.267231079097395,0.2879,1.2630648268022358,pseudogene,pseudogene,0,0,0.287000000476837,0.340000003576279,Pseudogene
RNU6-1022P,RNU6,chr1,21987816,21987919,104,10400,3,0.02884615384615384,100,0.00961538461538461,3,35,0.33653846153846156,1213,0.11663461538461538,2.8854080791426218,2,0.01923076923076923,253,0.02432692307692307,0.790513833992095,44,0.4230769230769231,4343,0.41759615384615384,1.0131245682707806,0.0213713703515028,1.3497568649885583,0.2118689081338088,1.5884277901027175,0.00710133333333333,2.708050492504116,0.2879,1.4695273465679857,pseudogene,pseudogene,0.15,0.09,0.287000000476837,0.340000003576279,Pseudogene
RN7SL186P,RN7SL,chr1,22010650,22010946,297,29699,1,0.00336700336700336,72,0.00242432405131485,1.388842124953236,71,0.23905723905723905,1037,0.03491700057240984,6.846442567754043,5,0.01683501683501683,896,0.03016936597191824,0.5580169252044251,94,0.3164983164983165,12206,0.41099026903262736,0.7700871294186057,0.0213713703515028,0.15754737818048267,0.2118689081338088,1.1283261954899917,0.00710133333333333,2.370683932831886,0.2879,1.0993342011056495,pseudogene,pseudogene,0.09,0.05,0.28600001335144,0.33899998664856,Pseudogene
