gene_name,Gene_Type,Max_TPM,Median_Conservation,enrichment_intergenic_dbsnp,category
RNU1-146P,Pseudogene,0.6,0.214000001549721,1.1999115854621238,Pseudogene
RNU1-148P,Pseudogene,0.38,-0.0219999998807907,1.3507776619968357,Pseudogene
RNU1-149P,Pseudogene,0.33,0.282999992370605,1.121852610141116,Pseudogene
RNU1-14P,Pseudogene,0,0.305000007152557,1.5539021224474874,Pseudogene
RNU1-150P,Pseudogene,0,-0.197999998927116,1.0077230176801788,Pseudogene
RNU1-151P,Pseudogene,0.29,-0.034000001847744,1.5838832928100035,Pseudogene
RNU1-153P,Pseudogene,0,-0.102000001817942,0.6423463245894931,Pseudogene
RNU1-154P,Pseudogene,0,0.187000006437302,1.1855413868338351,Pseudogene
RNU1-155P,Pseudogene,0,-0.234999999403954,0.9262475396549728,Pseudogene
RNU1-15P,Pseudogene,0,-0.133000001311302,1.2784145729612908,Pseudogene
RNU1-16P,Pseudogene,4.48,0.306500002741814,1.1225103567464991,Pseudogene
RNU1-17P,Pseudogene,0,-0.0469999983906746,1.2339810972377103,Pseudogene
RNU1-18P,Pseudogene,1.14,0.214000001549721,1.080151475359839,Pseudogene
RNU1-19P,Pseudogene,0.75,-0.0240000002086162,1.5156777921626827,Pseudogene
RNU1-2,Functional,3848.22,0.284000009298325,3.367531070239497,Functional
RNU1-20P,Pseudogene,0,-0.20099999755621,1.0077230176801788,Pseudogene
RNU1-21P,Pseudogene,0.15,0.246999993920326,1.3424906824753824,Pseudogene
RNU1-22P,Pseudogene,0,-0.028999999165535,1.494893181088722,Pseudogene
RNU1-23P,Pseudogene,0,0.30799999833107,1.399019721353865,Pseudogene
RNU1-24P,Pseudogene,0,-0.123999997973442,1.4314734703758671,Pseudogene
RNU1-27P,Pseudogene,6836.16,0.898999989032745,0,Pseudogene
RNU1-28P,Pseudogene,6836.16,1.32599997520447,0,Pseudogene
RNU1-29P,Pseudogene,1.59,0.211999997496605,1.2680769888133556,Pseudogene
RNU1-3,Functional,3848.22,0.446000009775162,0,Functional
RNU1-30P,Pseudogene,0.86,-0.233999997377396,0.6392812773692297,Pseudogene
RNU1-31P,Pseudogene,0.72,-0.19200000166893,0.9275632321828916,Pseudogene
RNU1-32P,Pseudogene,0,-0.0219999998807907,1.0704275812050392,Pseudogene
RNU1-33P,Pseudogene,0.44,-0.114000000059605,0.8361956955218505,Pseudogene
RNU1-34P,Pseudogene,4.09,-0.29899999499321,1.1725585892129031,Pseudogene
RNU1-35P,Pseudogene,0,-0.17399999499321,1.1805115701484947,Pseudogene
RNU1-36P,Pseudogene,0.44,0.296000003814697,1.094656183228604,Pseudogene
RNU1-38P,Pseudogene,0,0.305000007152557,0.9407201574620816,Pseudogene
RNU1-39P,Pseudogene,5,-0.13400000333786,1.1367583441220122,Pseudogene
RNU1-4,Functional,4585.69,0.266000002622604,0.0211794406933301,Functional
RNU1-40P,Pseudogene,0,-0.116500001400709,0,Pseudogene
RNU1-41P,Pseudogene,0.41,0.005499999737367,0,Pseudogene
RNU1-42P,Pseudogene,0,0.266999989748001,1.5630427231677666,Pseudogene
RNU1-43P,Pseudogene,0,-0.0549999997019768,1.473575631269275,Pseudogene
RNU1-44P,Pseudogene,0,-0.208000004291534,0.8736844124046139,Pseudogene
RNU1-45P,Pseudogene,0,0.266999989748001,1.330249126100227,Pseudogene
RNU1-46P,Pseudogene,0,0.0255000004544854,1.1436897974398292,Pseudogene
RNU1-47P,Pseudogene,0.43,0.282999992370605,1.36380005838769,Pseudogene
RNU1-48P,Pseudogene,0.41,-0.0410000011324883,0.042881830539582,Pseudogene
RNU1-49P,Pseudogene,0,-0.0780000016093254,1.2451912679323929,Pseudogene
RNU1-51P,Pseudogene,1.08,0.305000007152557,1.48015409390887,Pseudogene
RNU1-52P,Pseudogene,0,0.622500002384186,1.1225103567464991,Pseudogene
RNU1-54P,Pseudogene,0,0.309499993920326,0.9551927752691908,Pseudogene
RNU1-55P,Pseudogene,0.05,0.30799999833107,1.165137332319151,Pseudogene
RNU1-56P,Pseudogene,0.57,0.0279999997001141,0.7836393056532164,Pseudogene
RNU1-57P,Pseudogene,0.37,0.319000005722046,1.0043648020355127,Pseudogene
RNU1-58P,Pseudogene,0.12,0.30799999833107,1.2572531788261518,Pseudogene
RNU1-5P,Pseudogene,0.69,0.30799999833107,1.3748986916753505,Pseudogene
RNU1-61P,Pseudogene,0.15,0.397000014781952,2.461303478718926,Pseudogene
RNU1-62P,Pseudogene,0,0.284000009298325,1.1436897974398292,Pseudogene
RNU1-63P,Pseudogene,0,-0.131500001996756,1.016613153279848,Pseudogene
RNU1-64P,Pseudogene,0.13,0.430000007152557,1.3211813065630749,Pseudogene
RNU1-65P,Pseudogene,0,-0.142000004649162,1.5020230372783343,Pseudogene
RNU1-67P,Pseudogene,10.7,0.214000001549721,0.8048187463465466,Pseudogene
RNU1-68P,Pseudogene,1.44,-0.0645000003278255,1.2133208353357092,Pseudogene
RNU1-6P,Pseudogene,0.69,0.296999990940094,1.0613253058546563,Pseudogene
RNU1-70P,Pseudogene,3.78,-0.129000000655651,1.0589720346665086,Pseudogene
RNU1-72P,Pseudogene,7.42,-0.217999994754791,0.9534901143507074,Pseudogene
RNU1-73P,Pseudogene,1.98,0.284000009298325,0.995433712586518,Pseudogene
RNU1-74P,Pseudogene,0.19,-0.109999999403954,0.7312480576223469,Pseudogene
RNU1-75P,Pseudogene,0.16,-0.17399999499321,1.103957823425985,Pseudogene
RNU1-76P,Pseudogene,0,-0.180999994277954,1.2015003462505542,Pseudogene
RNU1-77P,Pseudogene,0.48,0.300999999046326,1.3078958314572533,Pseudogene
RNU1-78P,Pseudogene,0,0.305000007152557,1.3051669876956435,Pseudogene
RNU1-79P,Pseudogene,0,-0.0590000003576279,NA,Pseudogene
RNU1-7P,Pseudogene,0,0.214000001549721,1.5037402892264422,Pseudogene
RNU1-80P,Pseudogene,0,0.30799999833107,1.4670380286460751,Pseudogene
RNU1-82P,Pseudogene,0.08,-0.130999997258186,1.4946267117159788,Pseudogene
RNU1-83P,Pseudogene,2.76,-0.250999987125397,1.3131253229864706,Pseudogene
RNU1-84P,Pseudogene,0,0.0649999976158142,1.080151475359839,Pseudogene
RNU1-86P,Pseudogene,0,-0.295000001788139,0.0451094581000798,Pseudogene
RNU1-88P,Pseudogene,0,0.282999992370605,1.13971865230983,Pseudogene
RNU1-89P,Pseudogene,1.18,0.146999999880791,1.842611340319725,Pseudogene
RNU1-8P,Pseudogene,0,-0.0469999983906746,0.7578388960813414,Pseudogene
RNU1-91P,Pseudogene,3.22,-0.229000002145767,1.150706299264613,Pseudogene
RNU1-93P,Pseudogene,1.08,-0.0790000036358833,0.6576905607017558,Pseudogene
RNU1-94P,Pseudogene,0.7,0.263999998569489,1.1444243445158986,Pseudogene
RNU1-95P,Pseudogene,0,0.0090000003110617,0,Pseudogene
RNU1-96P,Pseudogene,0,0.214000001549721,0.8147547802520594,Pseudogene
RNU1-97P,Pseudogene,0,-0.0500000007450581,0,Pseudogene
RNU1-98P,Pseudogene,0,-0.240000002086163,1.2808266759291422,Pseudogene
RNU2-1,Functional,5154.1,0.808000028133392,2.235557559140659,Functional
RNU2-10P,Pseudogene,0,0.119000002741814,1.3334013752142089,Pseudogene
RNU2-11P,Pseudogene,1.15,NA,0.9844475855958602,Pseudogene
RNU2-12P,Pseudogene,0,0.186000004410744,1.0130832464976265,Pseudogene
RNU2-13P,Pseudogene,0.44,-0.127000004053116,0.7684575826783514,Pseudogene
RNU2-14P,Pseudogene,0,0.238000005483627,1.1638712540167198,Pseudogene
RNU2-15P,Pseudogene,0.4,0.44200000166893,0.9820163705766074,Pseudogene
RNU2-16P,Pseudogene,0,0.284500002861023,1.123756206199048,Pseudogene
RNU2-17P,Pseudogene,0.29,0.421000003814697,1.078590884992962,Pseudogene
RNU2-18P,Pseudogene,0.78,-0.153499998152256,1.3722185772666264,Pseudogene
RNU2-19P,Pseudogene,0,-0.300999999046326,0.7856563952430573,Pseudogene
RNU2-20P,Pseudogene,0,-0.104999996721745,1.0547583239526523,Pseudogene
RNU2-21P,Pseudogene,0,0.127500001341105,0.6836002453570611,Pseudogene
RNU2-22P,Pseudogene,1.25,0.30799999833107,0.6553638252275752,Pseudogene
RNU2-23P,Pseudogene,0.39,0.214000001549721,1.0865596138260258,Pseudogene
RNU2-24P,Pseudogene,0,0.398999989032745,1.457382492464118,Pseudogene
RNU2-25P,Pseudogene,10.54,-0.0280000008642673,1.4184680908328773,Pseudogene
RNU2-26P,Pseudogene,0,0.305000007152557,0.9638308822325962,Pseudogene
RNU2-27P,Pseudogene,1.38,-0.0794999990612268,1.2230381245444182,Pseudogene
RNU2-28P,Pseudogene,0,-0.23199999332428,1.249699061439249,Pseudogene
RNU2-29P,Pseudogene,0,0.284000009298325,1.2129432066910355,Pseudogene
RNU2-2,Functional,37897.85,1.35500001907349,4.9828238062590815,Functional
RNU2-30P,Pseudogene,0.46,0.165999993681908,1.3056148830242968,Pseudogene
RNU2-31P,Pseudogene,0,0.0120000001043081,1.0756423041154524,Pseudogene
RNU2-32P,Pseudogene,0.08,-0.0799999982118607,0.9820163705766074,Pseudogene
RNU2-33P,Pseudogene,0.43,-0.212999999523163,1.230172513604261,Pseudogene
RNU2-34P,Pseudogene,0,-0.0309999994933605,0.8037685261468772,Pseudogene
RNU2-35P,Pseudogene,0.73,-0.0820000022649765,0.7827443997084278,Pseudogene
RNU2-36P,Pseudogene,0.18,0.206000000238419,1.254798695736776,Pseudogene
RNU2-37P,Pseudogene,0.44,0.30799999833107,0.9026988733925584,Pseudogene
RNU2-38P,Pseudogene,0,-0.0149999996647239,0.9233163765547988,Pseudogene
RNU2-39P,Pseudogene,0,-0.010499999858439,0.6139898463621979,Pseudogene
RNU2-3P,Pseudogene,0,0.214000001549721,1.327540649112821,Pseudogene
RNU2-40P,Pseudogene,0,0.156000003218651,1.4177258260025094,Pseudogene
RNU2-41P,Pseudogene,0,-0.0050000001210719,0.8781138894200936,Pseudogene
RNU2-42P,Pseudogene,3.41,-0.209999993443489,1.4139619521281666,Pseudogene
RNU2-43P,Pseudogene,0.04,-0.0685000009834766,1.2979653022796658,Pseudogene
RNU2-44P,Pseudogene,2.44,0.239999994635582,1.342820208907016,Pseudogene
RNU2-45P,Pseudogene,0,-0.0920000001788139,1.1144689648255022,Pseudogene
RNU2-46P,Pseudogene,0.44,0.212999999523163,1.13731722236396,Pseudogene
RNU2-47P,Pseudogene,0,0.0060000002849847,1.6246680635077144,Pseudogene
RNU2-48P,Pseudogene,0.12,0.30799999833107,1.327540649112821,Pseudogene
RNU2-49P,Pseudogene,0,0.30799999833107,1.3402902577887854,Pseudogene
RNU2-4P,Pseudogene,1.35,0.78600001335144,1.3025356026398056,Pseudogene
RNU2-50P,Pseudogene,0,0.214000001549721,1.4088030760486474,Pseudogene
RNU2-51P,Pseudogene,0.54,0.30799999833107,1.0226337049490182,Pseudogene
RNU2-52P,Pseudogene,0.34,0.446000009775162,0.8774976691468164,Pseudogene
RNU2-53P,Pseudogene,0,0.0579999983310699,0.9451505506683398,Pseudogene
RNU2-54P,Pseudogene,0.96,-0.160000003874302,1.2614028993985489,Pseudogene
RNU2-55P,Pseudogene,0,-0.241999998688698,1.477205127898017,Pseudogene
RNU2-56P,Pseudogene,0,0.30799999833107,1.0968720864335204,Pseudogene
RNU2-57P,Pseudogene,0,-0.0829999968409538,0.0727419533760449,Pseudogene
RNU2-58P,Pseudogene,0.76,0.195999994874001,1.8790677546279164,Pseudogene
RNU2-59P,Pseudogene,0.4,0.146999999880791,1.545766509240956,Pseudogene
RNU2-5P,Pseudogene,1.5,0.30799999833107,1.2542935432827758,Pseudogene
RNU2-60P,Pseudogene,0,0.306500002741814,1.3025356026398056,Pseudogene
RNU2-61P,Pseudogene,0,0.207000002264977,1.0911293006406748,Pseudogene
RNU2-62P,Pseudogene,0,0.164000004529953,0.7637905104484723,Pseudogene
RNU2-63P,Pseudogene,44.96,-0.462999999523163,4.149832727006819,Pseudogene
RNU2-64P,Pseudogene,0,0.206000000238419,1.618508462617001,Pseudogene
RNU2-65P,Pseudogene,0.11,0.239999994635582,1.351820733550501,Pseudogene
RNU2-66P,Pseudogene,0,0.243000000715256,1.4886121173026348,Pseudogene
RNU2-68P,Pseudogene,0.71,0.252000004053116,0.7819759987924836,Pseudogene
RNU2-69P,Pseudogene,0,-0.198499999940395,1.458839874956582,Pseudogene
RNU2-6P,Pseudogene,2.27,0.28999999165535,1.078590884992962,Pseudogene
RNU2-70P,Pseudogene,0,0.239999994635582,0.8926128524607979,Pseudogene
RNU2-71P,Pseudogene,0,-0.28999999165535,1.157809424568716,Pseudogene
RNU2-72P,Pseudogene,1.97,-0.0309999994933605,0.9163031642292292,Pseudogene
RNU2-7P,Pseudogene,3.45,0.246999993920326,1.1122775932654518,Pseudogene
RNU2-8P,Pseudogene,0,0.30799999833107,1.0968720864335204,Pseudogene
RNU2-9P,Pseudogene,0,0.282999992370605,0.6228216214921369,Pseudogene
RNU4-1,Functional,2273.06,2.8840000629425,4.5274340946928415,Functional
RNU4-10P,Pseudogene,0,-0.20100000500679,0.9924080782017566,Pseudogene
RNU4-11P,Pseudogene,0,0.284000009298325,1.157809424568716,Pseudogene
RNU4-12P,Pseudogene,0,0.263999998569489,1.4993215569954594,Pseudogene
RNU4-13P,Pseudogene,0,-0.136000007390976,1.3056148830242968,Pseudogene
RNU4-14P,Pseudogene,0.23,-0.201999999582767,1.281182559973579,Pseudogene
RNU4-15P,Pseudogene,0,0.379000008106232,1.133175181492786,Pseudogene
RNU4-16P,Pseudogene,0,-0.101000003516674,1.0592724522649954,Pseudogene
RNU4-17P,Pseudogene,0,-0.0230000000447035,1.0100039661131353,Pseudogene
RNU4-18P,Pseudogene,0,-0.172999992966652,1.0723335610099518,Pseudogene
RNU4-2,Functional,9032.84,2.83999991416931,3.928567150950402,Functional
RNU4-20P,Pseudogene,0,0.30799999833107,1.265155993734027,Pseudogene
RNU4-21P,Pseudogene,1.24,0.30799999833107,1.2680769888133556,Pseudogene
RNU4-22P,Pseudogene,0.58,0.238000005483627,1.067137602162732,Pseudogene
RNU4-23P,Pseudogene,0.74,0.305000007152557,1.0420284821118444,Pseudogene
RNU4-24P,Pseudogene,0.78,0.0140000004321337,1.0745137825134128,Pseudogene
RNU4-25P,Pseudogene,2.34,0.207000002264977,1.3742694474228672,Pseudogene
RNU4-26P,Pseudogene,0,0.0890000015497208,1.5581734311952813,Pseudogene
RNU4-27P,Pseudogene,0.46,0.282000005245209,1.3743780939125043,Pseudogene
RNU4-28P,Pseudogene,0.14,0.187999993562698,0.9853697230372052,Pseudogene
RNU4-29P,Pseudogene,0.49,-0.0695000011473894,0.9382248785298216,Pseudogene
RNU4-30P,Pseudogene,0.14,0.239999994635582,1.2873545350099709,Pseudogene
RNU4-31P,Pseudogene,0,0.146999999880791,1.428786098403947,Pseudogene
RNU4-32P,Pseudogene,3.7,0.301999986171722,1.2563463968724369,Pseudogene
RNU4-33P,Pseudogene,0,0.300000011920929,0.6946856547412297,Pseudogene
RNU4-34P,Pseudogene,0,0.214000001549721,1.2605183251352958,Pseudogene
RNU4-35P,Pseudogene,0,0.282999992370605,1.2563463968724369,Pseudogene
RNU4-36P,Pseudogene,0.75,0.30799999833107,1.399019721353865,Pseudogene
RNU4-37P,Pseudogene,0,-0.119500000029802,1.364561107527415,Pseudogene
RNU4-38P,Pseudogene,5.73,-0.0930000022053719,0.7808482165695992,Pseudogene
RNU4-39P,Pseudogene,2.41,0.207000002264977,1.0939931570728023,Pseudogene
RNU4-3P,Pseudogene,0,0.30799999833107,1.2148443715918056,Pseudogene
RNU4-40P,Pseudogene,0.84,-0.0790000036358833,1.0687471611403534,Pseudogene
RNU4-41P,Pseudogene,0.86,-0.0879999995231628,1.2873545350099709,Pseudogene
RNU4-42P,Pseudogene,0,0.189999997615814,0.8805874496719812,Pseudogene
RNU4-43P,Pseudogene,0,-0.398999989032745,1.2169675703495997,Pseudogene
RNU4-44P,Pseudogene,0,0.30799999833107,0.7636615353538341,Pseudogene
RNU4-45P,Pseudogene,0,0.0035000001080334,1.4534203414798776,Pseudogene
RNU4-46P,Pseudogene,13.15,0.30799999833107,1.4095071255619152,Pseudogene
RNU4-47P,Pseudogene,0.66,0.30799999833107,1.4929647843122915,Pseudogene
RNU4-48P,Pseudogene,0.43,-0.10249999910593,0.7633908293859666,Pseudogene
RNU4-49P,Pseudogene,0,-0.105000000447035,1.5382325212127226,Pseudogene
RNU4-4P,Pseudogene,0.52,0.0850000008940697,1.1489031982258795,Pseudogene
RNU4-50P,Pseudogene,0.64,-0.158000007271767,1.2563463968724369,Pseudogene
RNU4-51P,Pseudogene,0.93,0.30799999833107,0.6450652508311419,Pseudogene
RNU4-52P,Pseudogene,0.55,0.211999997496605,0.7802628730789173,Pseudogene
RNU4-53P,Pseudogene,1.17,0.203999996185303,1.0420284821118444,Pseudogene
RNU4-54P,Pseudogene,0,0.115000002086163,1.1308836239973503,Pseudogene
RNU4-55P,Pseudogene,0,0.305000007152557,0.9887861509090494,Pseudogene
RNU4-56P,Pseudogene,1.02,0.30799999833107,0.8805874496719812,Pseudogene
RNU4-57P,Pseudogene,0,0.0689999982714653,0.7461438513887281,Pseudogene
RNU4-58P,Pseudogene,0,0.30799999833107,1.4041518553280172,Pseudogene
RNU4-59P,Pseudogene,2.33,-0.0815000012516975,0.9282437628007808,Pseudogene
RNU4-5P,Pseudogene,0.59,0.151999995112419,1.260725817863713,Pseudogene
RNU4-60P,Pseudogene,0.96,-0.0759999975562096,1.36364221115871,Pseudogene
RNU4-61P,Pseudogene,0,0.347000002861023,0.7141628226311706,Pseudogene
RNU4-62P,Pseudogene,0.98,0.0549999997019768,1.442808667539477,Pseudogene
RNU4-63P,Pseudogene,0,0.819499999284744,1.707278304025056,Pseudogene
RNU4-64P,Pseudogene,0,-0.216999992728233,0.7954415893983545,Pseudogene
RNU4-65P,Pseudogene,0,-0.207000002264976,1.5382325212127226,Pseudogene
RNU4-66P,Pseudogene,0,-0.0054999999701976,1.2584885049659955,Pseudogene
RNU4-67P,Pseudogene,0,0.282999992370605,1.0839066953409258,Pseudogene
RNU4-68P,Pseudogene,0.73,0.204999998211861,1.108540938416856,Pseudogene
RNU4-69P,Pseudogene,0,0.0979999974370003,1.4816722006718532,Pseudogene
RNU4-6P,Pseudogene,0,0.305000007152557,0.8541217066490528,Pseudogene
RNU4-70P,Pseudogene,0,0.30799999833107,1.1244911677465947,Pseudogene
RNU4-71P,Pseudogene,0,-0.0240000002086162,0.9836257058282896,Pseudogene
RNU4-72P,Pseudogene,0.11,0.194999992847443,1.2247348248328036,Pseudogene
RNU4-73P,Pseudogene,0,0.414000004529953,1.3056148830242968,Pseudogene
RNU4-74P,Pseudogene,0,0.305000007152557,1.0787044328279962,Pseudogene
RNU4-75P,Pseudogene,0,0.30799999833107,0.8088805568904728,Pseudogene
RNU4-76P,Pseudogene,0,0.239999994635582,1.0346382091890651,Pseudogene
RNU4-77P,Pseudogene,0,-0.0195000004023314,0.4898424488559952,Pseudogene
RNU4-78P,Pseudogene,2.87,-0.0819999985396862,1.461045226241475,Pseudogene
RNU4-79P,Pseudogene,0,0.214000001549721,0.8621985076575545,Pseudogene
RNU4-7P,Pseudogene,0,0.30799999833107,1.157809424568716,Pseudogene
RNU4-80P,Pseudogene,1.04,0.30799999833107,1.4780545845558075,Pseudogene
RNU4-81P,Pseudogene,0,0.0179999992251396,0.603025741962873,Pseudogene
RNU4-82P,Pseudogene,1.17,-0.0274999998509884,1.3149407036173275,Pseudogene
RNU4-83P,Pseudogene,0,0.30799999833107,1.2013360946652842,Pseudogene
RNU4-84P,Pseudogene,0,0.30799999833107,0.6746947006479569,Pseudogene
RNU4-85P,Pseudogene,1.28,0.26800000667572,1.4402019671464517,Pseudogene
RNU4-86P,Pseudogene,0.11,0.140000000596046,2.236316833756013,Pseudogene
RNU4-87P,Pseudogene,1.11,0.207999996840954,0.6353832207999052,Pseudogene
RNU4-88P,Pseudogene,0,0.282000005245209,1.37321582913964,Pseudogene
RNU4-89P,Pseudogene,0.53,0.0579999983310699,1.331916104954989,Pseudogene
RNU4-8P,Pseudogene,0,0.301999986171722,0.7390272922779039,Pseudogene
RNU4-90P,Pseudogene,0,0.214000001549721,1.133175181492786,Pseudogene
RNU4-91P,Pseudogene,0.5,-0.0350000001490116,1.3379131128349608,Pseudogene
RNU4-92P,Pseudogene,0,0.296999990940094,1.0726763786445457,Pseudogene
RNU4-9P,Pseudogene,6.92,0.30799999833107,1.1994572455963677,Pseudogene
RNU5A-1,Functional,3.54,1.55200004577637,4.126551538847475,Functional
RNU5A-2P,Pseudogene,0,-0.0169999997597188,0.9282437628007808,Pseudogene
RNU5A-3P,Pseudogene,0,0.30799999833107,1.310152769906705,Pseudogene
RNU5A-4P,Pseudogene,0,0.0099999997764825,1.2829780110085771,Pseudogene
RNU5A-5P,Pseudogene,0,0.193999998271465,0.898300415613659,Pseudogene
RNU5A-6P,Pseudogene,0,-0.109000001102686,1.0779604987363909,Pseudogene
RNU5A-7P,Pseudogene,0,0.340000003576279,0.9881304571750248,Pseudogene
RNU5A-8P,Pseudogene,0,0.683499991893768,4.143738993193299,Pseudogene
RNU5B-1,Functional,17.2,2.5200001001358,4.215613802275837,Functional
RNU5B-2P,Pseudogene,1.4,0.214000001549721,1.2602704355924963,Pseudogene
RNU5B-3P,Pseudogene,0.98,0.305000007152557,1.3893713094824591,Pseudogene
RNU5B-4P,Pseudogene,0.69,0.282999992370605,0.7510115186391672,Pseudogene
RNU5B-5P,Pseudogene,0,1.59300005435944,0.6315324134011179,Pseudogene
RNU5B-6P,Pseudogene,0,0.140000000596046,1.6345544817440696,Pseudogene
RNU5D-1,Functional,6.68,2.70050001144409,5.142035973819886,Functional
RNU5D-2P,Pseudogene,1.19,0.0230000000447035,0.4168113928447378,Pseudogene
RNU5E-1,Functional,6.33,1.02399998903275,5.425437551491421,Functional
RNU5E-10P,Pseudogene,0.63,0.310999989509583,1.5600991398849648,Pseudogene
RNU5E-2P,Pseudogene,0,-0.323000013828278,0.8336227856894756,Pseudogene
RNU5E-3P,Pseudogene,0,-0.237499997019768,1.2769956888625544,Pseudogene
RNU5E-4P,Pseudogene,0,0.38400000333786,3.9365520435336334,Pseudogene
RNU5E-5P,Pseudogene,0,0.206000000238419,1.3474506234204884,Pseudogene
RNU5E-6P,Pseudogene,2.52,0.725000023841858,4.288928824924113,Pseudogene
RNU5E-7P,Pseudogene,0,0.354999989271164,1.454683635996592,Pseudogene
RNU5E-8P,Pseudogene,0,0.194999992847443,1.3474506234204884,Pseudogene
RNU5E-9P,Pseudogene,0,-0.145500004291534,0.5677719293558127,Pseudogene
RNU5F-1,Functional,3.73,-0.423000007867813,4.92811190970274,Functional
RNU5F-2P,Pseudogene,0,-0.283500000834465,0.5930243394132448,Pseudogene
RNU5F-3P,Pseudogene,0,0.0829999968409538,1.2468716879970787,Pseudogene
RNU5F-4P,Pseudogene,0.33,0.284000009298325,0.8531227338927381,Pseudogene
RNU5F-5P,Pseudogene,0,-0.121999997645617,1.376264032977908,Pseudogene
RNU5F-6P,Pseudogene,0,0.0850000008940697,1.4073373177947324,Pseudogene
RNU5F-7P,Pseudogene,0,-0.0810000002384186,0.8155005512179653,Pseudogene
RNU5F-8P,Pseudogene,0,0.284000009298325,0.7197193720292019,Pseudogene
RNU6-1,Functional,0.98,2.71600008010864,3.733123845572029,Functional
RNU6-1000P,Pseudogene,0,0.0480000004172325,1.2779594591937713,Pseudogene
RNU6-1001P,Pseudogene,0,-0.211000002920628,0.9030913511635984,Pseudogene
RNU6-1003P,Pseudogene,0,0.30799999833107,1.0254883474751486,Pseudogene
RNU6-1004P,Pseudogene,0.5,0.264999985694885,1.032640838128855,Pseudogene
RNU6-1005P,Pseudogene,0.71,-0.245000004768372,1.168630073396461,Pseudogene
RNU6-1006P,Pseudogene,0,-0.0579999983310699,1.0116781379726645,Pseudogene
RNU6-1007P,Pseudogene,0,0.211999997496605,0.8440106085641107,Pseudogene
RNU6-1008P,Pseudogene,0,0.30799999833107,0.9351537659978092,Pseudogene
RNU6-1009P,Pseudogene,0,-0.111000001430511,1.103706180429991,Pseudogene
RNU6-100P,Pseudogene,2.87,-0.247500002384186,1.1141185028868776,Pseudogene
RNU6-1010P,Pseudogene,4.23,0.30799999833107,1.168630073396461,Pseudogene
RNU6-1011P,Pseudogene,0.54,0.214000001549721,1.4607875917455764,Pseudogene
RNU6-1012P,Pseudogene,0,0.465000003576279,0.9878557475678036,Pseudogene
RNU6-1013P,Pseudogene,0,0.305000007152557,0.9089345015305808,Pseudogene
RNU6-1014P,Pseudogene,0,0.425999999046326,1.0454007425717533,Pseudogene
RNU6-1015P,Pseudogene,0,0.224000006914139,0.912213486023837,Pseudogene
