Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,UMAP_sup1,UMAP_sup2
RNU1-30P,Pseudogene,RNU1,0.6392812773692297,-0.233999997377396,0.86,0,3.1261487995467387,-16.07164265237981
RNU1-31P,Pseudogene,RNU1,0.9275632321828916,-0.19200000166893,0.72,0,2.3850215469680034,-15.672835126745047
RNU1-33P,Pseudogene,RNU1,0.8361956955218505,-0.114000000059605,0.44,0,6.221374133714219,-1.7912264021509312
RNU1-34P,Pseudogene,RNU1,1.1725585892129031,-0.29899999499321,4.09,0,1.477178910859605,-14.912784353124442
RNU1-35P,Pseudogene,RNU1,1.1805115701484947,-0.17399999499321,0,0,1.4491997753462993,-14.736640706884208
RNU1-36P,Pseudogene,RNU1,1.094656183228604,0.296000003814697,0.44,0,3.4550508056960307,-12.691165700780692
RNU1-38P,Pseudogene,RNU1,0.9407201574620816,0.305000007152557,0,0,4.233437160142442,-13.32133556924993
RNU1-39P,Pseudogene,RNU1,1.1367583441220122,-0.13400000333786,5,0,1.6718419586501323,-14.712884679662528
RNU1-42P,Pseudogene,RNU1,1.5630427231677666,0.266999989748001,0,0,8.63175831187584,0.7448623438901284
RNU1-43P,Pseudogene,RNU1,1.473575631269275,-0.0549999997019768,0,0,0.5459218417487347,-12.80800606332952
RNU1-44P,Pseudogene,RNU1,0.8736844124046139,-0.208000004291534,0,0,2.5735801254592143,-15.848572507726493
RNU1-45P,Pseudogene,RNU1,1.330249126100227,0.266999989748001,0,0,2.187510589250108,-12.15558792673284
RNU1-46P,Pseudogene,RNU1,1.1436897974398292,0.0255000004544854,0,0,2.171242574342271,-14.108892217504325
RNU1-49P,Pseudogene,RNU1,1.2451912679323929,-0.0780000016093254,0,0,1.3584283386550151,-13.849166646825614
RNU1-51P,Pseudogene,RNU1,1.48015409390887,0.305000007152557,1.08,0,-13.128460308424453,-5.124357953893485
RNU1-54P,Pseudogene,RNU1,0.9551927752691908,0.309499993920326,0,0,4.137902358659288,-12.91333939157659
RNU1-55P,Pseudogene,RNU1,1.165137332319151,0.30799999833107,0.05,0,-12.477994343153457,-4.641578927861991
RNU1-56P,Pseudogene,RNU1,0.7836393056532164,0.0279999997001141,0.57,0,3.8047958408675395,-14.855829969274344
RNU1-57P,Pseudogene,RNU1,1.0043648020355127,0.319000005722046,0.37,0,3.9446629082045757,-12.80354000650579
RNU1-58P,Pseudogene,RNU1,1.2572531788261518,0.30799999833107,0.12,0,2.6008957420668803,-12.300754323827567
RNU1-62P,Pseudogene,RNU1,1.1436897974398292,0.284000009298325,0,0,-12.873109241835097,-4.93955542169744
RNU1-63P,Pseudogene,RNU1,1.016613153279848,-0.131500001996756,0,0,1.9920843635878764,-15.33567883096868
RNU1-65P,Pseudogene,RNU1,1.5020230372783343,-0.142000004649162,0,0,0.40153730858184933,-12.756708875524344
RNU1-67P,Pseudogene,RNU1,0.8048187463465466,0.214000001549721,10.7,0,5.614037612565538,-0.7358154209726474
RNU1-68P,Pseudogene,RNU1,1.2133208353357092,-0.0645000003278255,1.44,0,1.4620337282500468,-13.929949537145438
RNU1-6P,Pseudogene,RNU1,1.0613253058546563,0.296999990940094,0.69,0,1.081235626824876,9.581590875757394
RNU1-70P,Pseudogene,RNU1,1.0589720346665086,-0.129000000655651,3.78,0,1.9285559450469218,-15.144257322179618
RNU1-72P,Pseudogene,RNU1,0.9534901143507074,-0.217999994754791,7.42,0,2.256865838655015,-15.636664167272391
RNU1-73P,Pseudogene,RNU1,0.995433712586518,0.284000009298325,1.98,0,3.99363050807335,-12.85688187204534
RNU1-74P,Pseudogene,RNU1,0.7312480576223469,-0.109999999403954,0.19,0,3.7967926060042583,-14.8364589365595
RNU1-75P,Pseudogene,RNU1,1.103957823425985,-0.17399999499321,0.16,0,1.6922244821868144,-14.955224767553153
RNU1-76P,Pseudogene,RNU1,1.2015003462505542,-0.180999994277954,0,0,1.334276775010606,-14.679405942785086
RNU1-77P,Pseudogene,RNU1,1.3078958314572533,0.300999999046326,0.48,0,-12.695394893995742,-4.657490506994071
RNU1-78P,Pseudogene,RNU1,1.3051669876956435,0.305000007152557,0,0,4.280973056443711,-13.915928617345633
RNU1-7P,Pseudogene,RNU1,1.5037402892264422,0.214000001549721,0,0,8.605382541306993,0.38776926673716094
RNU1-80P,Pseudogene,RNU1,1.4670380286460751,0.30799999833107,0,0,7.954290488847276,0.8747902063257077
RNU1-82P,Pseudogene,RNU1,1.4946267117159788,-0.130999997258186,0.08,0,0.3864956294379437,-12.764553800451102
RNU1-83P,Pseudogene,RNU1,1.3131253229864706,-0.250999987125397,2.76,0,1.0341815744719707,-14.45222164713079
RNU1-84P,Pseudogene,RNU1,1.080151475359839,0.0649999976158142,0,0,7.044209102281114,-0.8067274244897983
RNU1-88P,Pseudogene,RNU1,1.13971865230983,0.282999992370605,0,0,3.1474021469435893,-12.632408872472586
RNU1-8P,Pseudogene,RNU1,0.7578388960813414,-0.0469999983906746,0,0,6.230956176408311,-1.7811401041620396
RNU1-91P,Pseudogene,RNU1,1.150706299264613,-0.229000002145767,3.22,0,1.5582101141295635,-14.927986875402274
RNU1-93P,Pseudogene,RNU1,0.6576905607017558,-0.0790000036358833,1.08,0,3.4946995769820415,-16.01799084268743
RNU1-94P,Pseudogene,RNU1,1.1444243445158986,0.263999998569489,0.7,0,3.109725812562486,-12.636708989965262
RNU1-96P,Pseudogene,RNU1,0.8147547802520594,0.214000001549721,0,0,4.679146388658067,-13.104996457921805
RNU1-98P,Pseudogene,RNU1,1.2808266759291422,-0.240000002086163,0,0,1.055324891694566,-14.519138112890067
RNU2-10P,Pseudogene,RNU2,1.3334013752142089,0.119000002741814,0,0,1.6015771423659526,-12.76329399667913
RNU2-12P,Pseudogene,RNU2,1.0130832464976265,0.186000004410744,0,0,3.4568394218764507,-13.026462331640067
RNU2-13P,Pseudogene,RNU2,0.7684575826783514,-0.127000004053116,0.44,0,3.7883497272811137,-14.81695438944036
RNU2-14P,Pseudogene,RNU2,1.1638712540167198,0.238000005483627,0,0,-12.748783489576796,-4.647535100805106
RNU2-16P,Pseudogene,RNU2,1.123756206199048,0.284500002861023,0,0,7.57250128138878,-0.14920742832356904
RNU2-17P,Pseudogene,RNU2,1.078590884992962,0.421000003814697,0.29,0,3.5054226909957134,-12.527389303075614
RNU2-18P,Pseudogene,RNU2,1.3722185772666264,-0.153499998152256,0.78,0,-11.518785854689101,-2.5286708029382847
RNU2-19P,Pseudogene,RNU2,0.7856563952430573,-0.300999999046326,0,0,2.769370893128892,-16.009245649205983
RNU2-20P,Pseudogene,RNU2,1.0547583239526523,-0.104999996721745,0,0,1.9498188291869365,-15.072245374547782
RNU2-21P,Pseudogene,RNU2,0.6836002453570611,0.127500001341105,0,0,4.090971568711778,-16.112585798131764
RNU2-22P,Pseudogene,RNU2,0.6553638252275752,0.30799999833107,1.25,0,-12.45595969807289,-2.787885919439139
RNU2-23P,Pseudogene,RNU2,1.0865596138260258,0.214000001549721,0.39,0,3.3396607433638774,-12.929133191930594
RNU2-24P,Pseudogene,RNU2,1.457382492464118,0.398999989032745,0,0,-11.598915478102187,-2.2593851240747593
RNU2-25P,Pseudogene,RNU2,1.4184680908328773,-0.0280000008642673,10.54,0,0.7380292807898724,-13.00080277048284
RNU2-26P,Pseudogene,RNU2,0.9638308822325962,0.305000007152557,0,0,-12.737352749220351,-3.8328535708063267
RNU2-27P,Pseudogene,RNU2,1.2230381245444182,-0.0794999990612268,1.38,0,1.4185763393721782,-13.953060880529227
RNU2-28P,Pseudogene,RNU2,1.249699061439249,-0.23199999332428,0,0,1.1330535208068095,-14.576931730138602
RNU2-29P,Pseudogene,RNU2,1.2129432066910355,0.284000009298325,0,0,2.7207804714522563,-12.421808019506278
RNU2-30P,Pseudogene,RNU2,1.3056148830242968,0.165999993681908,0.46,0,-11.463831325880507,-1.7864642294519566
RNU2-31P,Pseudogene,RNU2,1.0756423041154524,0.0120000001043081,0,0,2.239127734788438,-14.413502469884696
RNU2-32P,Pseudogene,RNU2,0.9820163705766074,-0.0799999982118607,0.08,0,3.7077611481032573,-14.687524572240653
RNU2-33P,Pseudogene,RNU2,1.230172513604261,-0.212999999523163,0.43,0,3.505327800401231,-14.593818441259208
RNU2-34P,Pseudogene,RNU2,0.8037685261468772,-0.0309999994933605,0,0,3.195339778550645,-15.850434079992118
RNU2-35P,Pseudogene,RNU2,0.7827443997084278,-0.0820000022649765,0.73,0,6.416557887681504,-1.6103544386499546
RNU2-36P,Pseudogene,RNU2,1.254798695736776,0.206000000238419,0.18,0,-11.766406437269668,-2.162955537664237
RNU2-37P,Pseudogene,RNU2,0.9026988733925584,0.30799999833107,0.44,0,4.346525767930528,-12.939445272313895
RNU2-38P,Pseudogene,RNU2,0.9233163765547988,-0.0149999996647239,0,0,2.945344785340806,-15.374258771764579
RNU2-39P,Pseudogene,RNU2,0.6139898463621979,-0.010499999858439,0,0,3.680754521974107,-16.020476117955983
RNU2-3P,Pseudogene,RNU2,1.327540649112821,0.214000001549721,0,0,2.012144664414903,-12.42542721353704
RNU2-40P,Pseudogene,RNU2,1.4177258260025094,0.156000003218651,0,0,1.5974237715087138,-12.345558896886649
RNU2-41P,Pseudogene,RNU2,0.8781138894200936,-0.0050000001210719,0,0,3.0106526409468852,-15.476828351842704
RNU2-42P,Pseudogene,RNU2,1.4139619521281666,-0.209999993443489,3.41,0,0.35879934776641964,-12.903204694616141
RNU2-43P,Pseudogene,RNU2,1.2979653022796658,-0.0685000009834766,0.04,0,1.186699608453294,-13.621134534704032
RNU2-44P,Pseudogene,RNU2,1.342820208907016,0.239999994635582,2.44,0,2.0183878933272563,-12.24299027048284
RNU2-45P,Pseudogene,RNU2,1.1144689648255022,-0.0920000001788139,0,0,6.7123580967269145,-1.0733525904291294
RNU2-46P,Pseudogene,RNU2,1.13731722236396,0.212999999523163,0.44,0,3.0284658466658794,-12.86459614359075
RNU2-47P,Pseudogene,RNU2,1.6246680635077144,0.0060000002849847,0,0,8.825848201402207,-0.8228984030359409
RNU2-48P,Pseudogene,RNU2,1.327540649112821,0.30799999833107,0.12,0,2.3189912830672466,-12.051792875158133
RNU2-50P,Pseudogene,RNU2,1.4088030760486474,0.214000001549721,0,0,1.7202858721099101,-12.243527189122977
RNU2-51P,Pseudogene,RNU2,1.0226337049490182,0.30799999833107,0.54,0,8.38397941935875,-0.22239454113179657
RNU2-53P,Pseudogene,RNU2,0.9451505506683398,0.0579999983310699,0,0,6.152696708329698,-1.6267335566156529
RNU2-54P,Pseudogene,RNU2,1.2614028993985489,-0.160000003874302,0.96,0,1.1099120174727641,-14.489623800145926
RNU2-56P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,3.4023791347823344,-12.630350843297782
RNU2-59P,Pseudogene,RNU2,1.545766509240956,0.146999999880791,0.4,0,9.047941783555528,0.8666608331329205
RNU2-5P,Pseudogene,RNU2,1.2542935432827758,0.30799999833107,1.5,0,8.191027263291856,0.01265101112192657
RNU2-60P,Pseudogene,RNU2,1.3025356026398056,0.306500002741814,0,0,2.409995654710313,-12.12336422525579
RNU2-61P,Pseudogene,RNU2,1.0911293006406748,0.207000002264977,0,0,-12.996760746351699,-5.0110781344049595
RNU2-62P,Pseudogene,RNU2,0.7637905104484723,0.164000004529953,0,0,4.112200835832139,-16.137089506017507
RNU2-64P,Pseudogene,RNU2,1.618508462617001,0.206000000238419,0,0,1.270064571984788,-11.931091085302176
RNU2-65P,Pseudogene,RNU2,1.351820733550501,0.239999994635582,0.11,0,-11.636177440992812,-2.0394079836481236
RNU2-68P,Pseudogene,RNU2,0.7819759987924836,0.252000004053116,0.71,0,4.764375308640977,-13.14022041879827
RNU2-69P,Pseudogene,RNU2,1.458839874956582,-0.198499999940395,0,0,-13.237122913710097,-4.546391263830008
RNU2-6P,Pseudogene,RNU2,1.078590884992962,0.28999999165535,2.27,0,-13.046508213392714,-5.035493150579276
RNU2-70P,Pseudogene,RNU2,0.8926128524607979,0.239999994635582,0,0,4.366893867143174,-12.97784306131536
RNU2-71P,Pseudogene,RNU2,1.157809424568716,-0.28999999165535,0,0,3.4064782654128276,-14.639024511205497
RNU2-72P,Pseudogene,RNU2,0.9163031642292292,-0.0309999994933605,1.97,0,2.9170576130233012,-15.373135343419852
RNU2-7P,Pseudogene,RNU2,1.1122775932654518,0.246999993920326,3.45,0,3.2128537689528667,-12.770812764989676
RNU2-8P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,3.390175679811021,-12.57405544840032
RNU2-9P,Pseudogene,RNU2,0.6228216214921369,0.282999992370605,0,0,4.39817152369835,-15.563298002111258
RNU4-10P,Pseudogene,RNU4,0.9924080782017566,-0.20100000500679,0,0,2.0473259483657085,-15.487923398839774
RNU4-11P,Pseudogene,RNU4,1.157809424568716,0.284000009298325,0,0,3.0881188904128276,-12.613404050695243
RNU4-12P,Pseudogene,RNU4,1.4993215569954594,0.263999998569489,0,0,1.5056073461852275,-11.843024030553641
RNU4-13P,Pseudogene,RNU4,1.3056148830242968,-0.136000007390976,0,0,1.0563256536803447,-14.12896324716741
RNU4-14P,Pseudogene,RNU4,1.281182559973579,-0.201999999582767,0.23,0,-13.197615047804335,-4.434244409429374
RNU4-15P,Pseudogene,RNU4,1.133175181492786,0.379000008106232,0,0,3.3657489811263286,-12.51985909067327
RNU4-17P,Pseudogene,RNU4,1.0100039661131353,-0.0230000000447035,0,0,2.6538980995497905,-15.043653264867606
RNU4-18P,Pseudogene,RNU4,1.0723335610099518,-0.172999992966652,0,0,7.628631213792344,-1.6636095198267125
RNU4-20P,Pseudogene,RNU4,1.265155993734027,0.30799999833107,0,0,4.285808662065049,-13.913282171117606
RNU4-21P,Pseudogene,RNU4,1.2680769888133556,0.30799999833107,1.24,0,-11.83654822956703,-2.9339931162470005
RNU4-22P,Pseudogene,RNU4,1.067137602162732,0.238000005483627,0.58,0,7.765747169145127,-0.2619094403856418
RNU4-23P,Pseudogene,RNU4,1.0420284821118444,0.305000007152557,0.74,0,3.657160380967637,-12.729104772435965
RNU4-24P,Pseudogene,RNU4,1.0745137825134128,0.0140000004321337,0.78,0,2.2665477787337505,-14.428566709386649
RNU4-25P,Pseudogene,RNU4,1.3742694474228672,0.207000002264977,2.34,0,1.7884110008559428,-12.326688543187919
RNU4-26P,Pseudogene,RNU4,1.5581734311952813,0.0890000015497208,0,0,0.8248749171576703,-12.416996732580008
RNU4-27P,Pseudogene,RNU4,1.3743780939125043,0.282000005245209,0.46,0,4.25851784098961,-13.916976705419364
RNU4-28P,Pseudogene,RNU4,0.9853697230372052,0.187999993562698,0.14,0,-12.597352405897597,-3.101145521032157
RNU4-29P,Pseudogene,RNU4,0.9382248785298216,-0.0695000011473894,0.49,0,2.8279963527999126,-15.372595563756766
RNU4-30P,Pseudogene,RNU4,1.2873545350099709,0.239999994635582,0.14,0,-12.91949500691078,-5.004164949285331
RNU4-31P,Pseudogene,RNU4,1.428786098403947,0.146999999880791,0,0,1.5692537819228374,-12.364409223424735
RNU4-32P,Pseudogene,RNU4,1.2563463968724369,0.301999986171722,3.7,0,1.6274008547148906,8.587987646234689
RNU4-33P,Pseudogene,RNU4,0.6946856547412297,0.300000011920929,0,0,4.436587909348985,-15.482596174108329
RNU4-34P,Pseudogene,RNU4,1.2605183251352958,0.214000001549721,0,0,-11.851595302931289,-3.193024650441947
RNU4-35P,Pseudogene,RNU4,1.2563463968724369,0.282999992370605,0,0,4.264696220048448,-13.904837385045829
RNU4-36P,Pseudogene,RNU4,1.399019721353865,0.30799999833107,0.75,0,1.9517141376815044,-11.815141454564872
RNU4-37P,Pseudogene,RNU4,1.364561107527415,-0.119500000029802,0,0,0.8265114818892682,-13.299008146154227
RNU4-38P,Pseudogene,RNU4,0.7808482165695992,-0.0930000022053719,5.73,0,3.1253260170302593,-15.96171642862493
RNU4-39P,Pseudogene,RNU4,1.0939931570728023,0.207000002264977,2.41,0,-11.672137638441543,-2.0347852858179234
RNU4-41P,Pseudogene,RNU4,1.2873545350099709,-0.0879999995231628,0.86,0,1.199346879609605,-13.768728032934012
RNU4-42P,Pseudogene,RNU4,0.8805874496719812,0.189999997615814,0,0,5.782384971269151,-1.609721675741019
RNU4-43P,Pseudogene,RNU4,1.2169675703495997,-0.398999989032745,0,0,1.3598687445006572,-14.793895498143973
RNU4-44P,Pseudogene,RNU4,0.7636615353538341,0.30799999833107,0,0,4.73410377848961,-13.13298393808538
RNU4-45P,Pseudogene,RNU4,1.4534203414798776,0.0035000001080334,0,0,0.657320479043504,-12.793513074743094
RNU4-46P,Pseudogene,RNU4,1.4095071255619152,0.30799999833107,13.15,0,8.559430698045274,0.3655436185724118
RNU4-47P,Pseudogene,RNU4,1.4929647843122915,0.30799999833107,0.66,0,-12.520242115370253,-4.2369644793146275
RNU4-48P,Pseudogene,RNU4,0.7633908293859666,-0.10249999910593,0.43,0,3.1359907184920512,-15.975100293981376
RNU4-49P,Pseudogene,RNU4,1.5382325212127226,-0.105000000447035,0,0,0.48877103079177975,-12.670255437719169
RNU4-4P,Pseudogene,RNU4,1.1489031982258795,0.0850000008940697,0.52,0,2.317924359925767,-13.505877271520438
RNU4-50P,Pseudogene,RNU4,1.2563463968724369,-0.158000007271767,0.64,0,1.09126553881981,-14.483799711095633
RNU4-51P,Pseudogene,RNU4,0.6450652508311419,0.30799999833107,0.93,0,4.41042623866417,-15.537968412267508
RNU4-52P,Pseudogene,RNU4,0.7802628730789173,0.211999997496605,0.55,0,-13.725751301161269,-3.2364523562067173
RNU4-53P,Pseudogene,RNU4,1.0420284821118444,0.203999996185303,1.17,0,6.030388454087754,-0.19663275800878022
RNU4-54P,Pseudogene,RNU4,1.1308836239973503,0.115000002086163,0,0,2.4574171100936137,-13.38847424112493
RNU4-55P,Pseudogene,RNU4,0.9887861509090494,0.305000007152557,0,0,4.036135772355577,-12.8687493952387
RNU4-56P,Pseudogene,RNU4,0.8805874496719812,0.30799999833107,1.02,0,4.48806581843712,-12.945047155248465
RNU4-57P,Pseudogene,RNU4,0.7461438513887281,0.0689999982714653,0,0,3.7196494137129985,-15.898148313390555
RNU4-58P,Pseudogene,RNU4,1.4041518553280172,0.30799999833107,0,0,1.9783119951567851,-11.839963689672294
RNU4-59P,Pseudogene,RNU4,0.9282437628007808,-0.0815000012516975,2.33,0,2.8308747803054057,-15.444060102330985
RNU4-5P,Pseudogene,RNU4,1.260725817863713,0.151999995112419,0.59,0,2.15990624774315,-12.99251820169622
RNU4-60P,Pseudogene,RNU4,1.36364221115871,-0.0759999975562096,0.96,0,0.9735089932761395,-13.348953023778739
RNU4-61P,Pseudogene,RNU4,0.7141628226311706,0.347000002861023,0,0,5.392528632768174,-1.5045943411462925
RNU4-62P,Pseudogene,RNU4,1.442808667539477,0.0549999997019768,0.98,0,8.619175532945176,-0.9532708080881259
RNU4-64P,Pseudogene,RNU4,0.7954415893983545,-0.216999992728233,0,0,2.842582563050767,-16.008000150548757
RNU4-65P,Pseudogene,RNU4,1.5382325212127226,-0.207000002264976,0,0,0.338284412511369,-12.668457761632743
RNU4-66P,Pseudogene,RNU4,1.2584885049659955,-0.0054999999701976,0,0,1.421859005578538,-13.639812246190848
RNU4-67P,Pseudogene,RNU4,1.0839066953409258,0.282999992370605,0,0,3.49889550555565,-12.743937269079032
RNU4-68P,Pseudogene,RNU4,1.108540938416856,0.204999998211861,0.73,0,-12.77369823109291,-4.306210771428885
RNU4-69P,Pseudogene,RNU4,1.4816722006718532,0.0979999974370003,0,0,1.0452031885466777,-12.425773397313895
RNU4-6P,Pseudogene,RNU4,0.8541217066490528,0.305000007152557,0,0,4.559550861009141,-12.965289846288504
RNU4-70P,Pseudogene,RNU4,1.1244911677465947,0.30799999833107,0,0,3.2432137523970805,-12.590098157750907
RNU4-71P,Pseudogene,RNU4,0.9836257058282896,-0.0240000002086162,0,0,2.7528520618758403,-15.22834183298284
RNU4-72P,Pseudogene,RNU4,1.2247348248328036,0.194999992847443,0.11,0,2.244386294969102,-12.892392888891044
RNU4-73P,Pseudogene,RNU4,1.3056148830242968,0.414000004529953,0,0,2.4620550667128764,-11.976175084935965
RNU4-74P,Pseudogene,RNU4,1.0787044328279962,0.305000007152557,0,0,3.5685287510237895,-12.702363744603934
RNU4-75P,Pseudogene,RNU4,0.8088805568904728,0.30799999833107,0,0,4.665173629411241,-13.049022451268973
RNU4-76P,Pseudogene,RNU4,1.0346382091890651,0.239999994635582,0,0,3.5126865898452007,-12.90066029153997
RNU4-77P,Pseudogene,RNU4,0.4898424488559952,-0.0195000004023314,0,0,3.695114711411973,-15.99569965921575
RNU4-78P,Pseudogene,RNU4,1.461045226241475,-0.0819999985396862,2.87,0,0.5213756953559124,-12.88776852213079
RNU4-79P,Pseudogene,RNU4,0.8621985076575545,0.214000001549721,0,0,4.465093234666368,-13.011208310949149
RNU4-7P,Pseudogene,RNU4,1.157809424568716,0.30799999833107,0,0,3.121383527406236,-12.595575109350028
RNU4-81P,Pseudogene,RNU4,0.603025741962873,0.0179999992251396,0,0,3.7063599621138774,-15.993838086950126
RNU4-82P,Pseudogene,RNU4,1.3149407036173275,-0.0274999998509884,1.17,0,1.1874972378096782,-13.449160352575126
RNU4-83P,Pseudogene,RNU4,1.2013360946652842,0.30799999833107,0,0,8.480631450303575,0.04153238214319732
RNU4-84P,Pseudogene,RNU4,0.6746947006479569,0.30799999833107,0,0,4.42148695338585,-15.49821545206243
RNU4-85P,Pseudogene,RNU4,1.4402019671464517,0.26800000667572,1.28,0,1.6283834968886577,-11.83293510996038
RNU4-87P,Pseudogene,RNU4,0.6353832207999052,0.207999996840954,1.11,0,4.258609393723985,-15.854161039220633
RNU4-88P,Pseudogene,RNU4,1.37321582913964,0.282000005245209,0,0,2.0186086689315044,-11.967807546483817
RNU4-89P,Pseudogene,RNU4,1.331916104954989,0.0579999983310699,0.53,0,1.4485665356002055,-13.131000295507254
RNU4-8P,Pseudogene,RNU4,0.7390272922779039,0.301999986171722,0,0,5.5757823978743755,-1.6033218058221959
RNU4-90P,Pseudogene,RNU4,1.133175181492786,0.214000001549721,0,0,-12.600407024733046,-4.463673845159354
RNU5A-2P,Pseudogene,RNU5,0.9282437628007808,-0.0169999997597188,0,0,2.907826284059068,-15.339813962804618
RNU5A-3P,Pseudogene,RNU5,1.310152769906705,0.30799999833107,0,0,-12.555814167372207,-4.539561525213065
RNU5A-4P,Pseudogene,RNU5,1.2829780110085771,0.0099999997764825,0,0,1.3791106735549175,-13.460202947484794
RNU5A-5P,Pseudogene,RNU5,0.898300415613659,0.193999998271465,0,0,4.314814666398545,-12.986590162145438
RNU5A-6P,Pseudogene,RNU5,1.0779604987363909,-0.109000001102686,0,0,1.90981600631096,-14.91582085214788
RNU5B-2P,Pseudogene,RNU5,1.2602704355924963,0.214000001549721,1.4,0,2.1989444290480815,-12.811032071935477
RNU5B-4P,Pseudogene,RNU5,0.7510115186391672,0.282999992370605,0.69,0,5.36778936732628,-1.4354067000024937
