Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,PC1,PC2
RNU1-29P,Pseudogene,RNU1,1.2680769888133556,0.211999997496605,1.59,0,0.713319030481317,1.1054400869332237
RNU1-30P,Pseudogene,RNU1,0.6392812773692297,-0.233999997377396,0.86,0,1.0308113305686528,1.1210869939161818
RNU1-31P,Pseudogene,RNU1,0.9275632321828916,-0.19200000166893,0.72,0,0.9060960764884597,1.1049287880592547
RNU1-33P,Pseudogene,RNU1,0.8361956955218505,-0.114000000059605,0.44,0,0.46942887707144515,0.2444350291289934
RNU1-34P,Pseudogene,RNU1,1.1725585892129031,-0.29899999499321,4.09,0,0.8183977983924055,1.0833175996878055
RNU1-35P,Pseudogene,RNU1,1.1805115701484947,-0.17399999499321,0,0,0.7990874977184554,1.0897069478561154
RNU1-36P,Pseudogene,RNU1,1.094656183228604,0.296000003814697,0.44,0,0.7743319599103097,1.1211979460235286
RNU1-38P,Pseudogene,RNU1,0.9407201574620816,0.305000007152557,0,0,0.6429041115774808,0.9011321907531682
RNU1-39P,Pseudogene,RNU1,1.1367583441220122,-0.13400000333786,5,0,0.8120465788520611,1.094737966840997
RNU1-42P,Pseudogene,RNU1,1.5630427231677666,0.266999989748001,0,0,0.0963656351797424,0.10289493676109775
RNU1-43P,Pseudogene,RNU1,1.473575631269275,-0.0549999997019768,0,0,0.6625146443052607,1.077499892136799
RNU1-44P,Pseudogene,RNU1,0.8736844124046139,-0.208000004291534,0,0,0.9304534670866553,1.1074958742174987
RNU1-45P,Pseudogene,RNU1,1.330249126100227,0.266999989748001,0,0,0.6805353014443584,1.104490868013578
RNU1-46P,Pseudogene,RNU1,1.1436897974398292,0.0255000004544854,0,0,0.788737162666234,1.1030976113949087
RNU1-49P,Pseudogene,RNU1,1.2451912679323929,-0.0780000016093254,0,0,0.7599998385041791,1.0908685264614622
RNU1-51P,Pseudogene,RNU1,1.48015409390887,0.305000007152557,1.08,0,-0.13915747605986165,0.17370418341902882
RNU1-54P,Pseudogene,RNU1,0.9551927752691908,0.309499993920326,0,0,0.8303298233412213,1.1308831866048707
RNU1-55P,Pseudogene,RNU1,1.165137332319151,0.30799999833107,0.05,0,-0.45349882742426495,-0.9439907643232566
RNU1-56P,Pseudogene,RNU1,0.7836393056532164,0.0279999997001141,0.57,0,0.7800224444718575,0.8535852991579522
RNU1-57P,Pseudogene,RNU1,1.0043648020355127,0.319000005722046,0.37,0,0.8087559564910953,1.1282574137664512
RNU1-58P,Pseudogene,RNU1,1.2572531788261518,0.30799999833107,0.12,0,0.7054904079116195,1.1114374030524345
RNU1-62P,Pseudogene,RNU1,1.1436897974398292,0.284000009298325,0,0,-0.5300316579024097,-0.42790130025873124
RNU1-63P,Pseudogene,RNU1,1.016613153279848,-0.131500001996756,0,0,0.8614777791405034,1.1025632520517443
RNU1-65P,Pseudogene,RNU1,1.5020230372783343,-0.142000004649162,0,0,0.6618998402412625,1.0708661223114115
RNU1-67P,Pseudogene,RNU1,0.8048187463465466,0.214000001549721,10.7,0,0.22830868913713512,-0.27971375832714895
RNU1-68P,Pseudogene,RNU1,1.2133208353357092,-0.0645000003278255,1.44,0,0.7714542510893274,1.0936621805805034
RNU1-6P,Pseudogene,RNU1,1.0613253058546563,0.296999990940094,0.69,0,0.5946823923170673,0.7579314350008337
RNU1-70P,Pseudogene,RNU1,1.0589720346665086,-0.129000000655651,3.78,0,0.8436081106713339,1.0999972223446366
RNU1-72P,Pseudogene,RNU1,0.9534901143507074,-0.217999994754791,7.42,0,0.8986721452977905,1.1018489430737959
RNU1-73P,Pseudogene,RNU1,0.995433712586518,0.284000009298325,1.98,0,0.8169360237909394,1.126899530336086
RNU1-74P,Pseudogene,RNU1,0.7312480576223469,-0.109999999403954,0.19,0,0.6455187551373971,0.7619110300211036
RNU1-75P,Pseudogene,RNU1,1.103957823425985,-0.17399999499321,0.16,0,0.8307746059119986,1.0946147997429374
RNU1-76P,Pseudogene,RNU1,1.2015003462505542,-0.180999994277954,0,0,0.7912976112040849,1.0879744624732601
RNU1-77P,Pseudogene,RNU1,1.3078958314572533,0.300999999046326,0.48,0,-0.5095393458948575,-0.9680151485710714
RNU1-78P,Pseudogene,RNU1,1.3051669876956435,0.305000007152557,0,0,0.4991121818058509,0.862325624809818
RNU1-7P,Pseudogene,RNU1,1.5037402892264422,0.214000001549721,0,0,0.1872481925405337,0.3483898922894517
RNU1-80P,Pseudogene,RNU1,1.4670380286460751,0.30799999833107,0,0,0.08511841625353202,-0.0056541571554575105
RNU1-82P,Pseudogene,RNU1,1.4946267117159788,-0.130999997258186,0.08,0,0.6635499784369319,1.0719486742166224
RNU1-83P,Pseudogene,RNU1,1.3131253229864706,-0.250999987125397,2.76,0,0.7540612268118698,1.076956732429108
RNU1-84P,Pseudogene,RNU1,1.080151475359839,0.0649999976158142,0,0,0.20543521988716276,-0.08941928594951518
RNU1-88P,Pseudogene,RNU1,1.13971865230983,0.282999992370605,0,0,0.7573487698355069,1.1175892161537484
RNU1-8P,Pseudogene,RNU1,0.7578388960813414,-0.0469999983906746,0,0,0.4525953237337623,0.19549976504706845
RNU1-91P,Pseudogene,RNU1,1.150706299264613,-0.229000002145767,3.22,0,0.8184670140816142,1.0885861192276114
RNU1-93P,Pseudogene,RNU1,0.6576905607017558,-0.0790000036358833,1.08,0,1.0033068722779328,1.1284774048944812
RNU1-94P,Pseudogene,RNU1,1.1444243445158986,0.263999998569489,0.7,0,0.7578354174630951,1.1162391212677252
RNU1-96P,Pseudogene,RNU1,0.8147547802520594,0.214000001549721,0,0,0.9007118445087249,1.1346056431542264
RNU1-98P,Pseudogene,RNU1,1.2808266759291422,-0.240000002086163,0,0,0.7660307349152071,1.0796272683936825
RNU2-10P,Pseudogene,RNU2,1.3334013752142089,0.119000002741814,0,0,0.6982159710082295,1.09610595539287
RNU2-12P,Pseudogene,RNU2,1.0130832464976265,0.186000004410744,0,0,0.8222099286983064,1.120343941112617
RNU2-13P,Pseudogene,RNU2,0.7684575826783514,-0.127000004053116,0.44,0,0.7450031055026678,0.70268909741507
RNU2-14P,Pseudogene,RNU2,1.1638712540167198,0.238000005483627,0,0,-0.44795622990182793,-1.009398439809533
RNU2-16P,Pseudogene,RNU2,1.123756206199048,0.284500002861023,0,0,0.14330286320239735,-0.013518249135166319
RNU2-17P,Pseudogene,RNU2,1.078590884992962,0.421000003814697,0.29,0,0.7649474228666192,1.129138535351926
RNU2-18P,Pseudogene,RNU2,1.3722185772666264,-0.153499998152256,0.78,0,-1.19385923196498,-2.2619755951074856
RNU2-19P,Pseudogene,RNU2,0.7856563952430573,-0.300999999046326,0,0,0.978820815587038,1.10799687861077
RNU2-20P,Pseudogene,RNU2,1.0547583239526523,-0.104999996721745,0,0,0.8422889868059441,1.1015831752544156
RNU2-21P,Pseudogene,RNU2,0.6836002453570611,0.127500001341105,0,0,0.9660966577273047,1.138230600014667
RNU2-22P,Pseudogene,RNU2,0.6553638252275752,0.30799999833107,1.25,0,-1.0888687722315828,-1.9856185645127125
RNU2-23P,Pseudogene,RNU2,1.0865596138260258,0.214000001549721,0.39,0,0.7882025435011694,1.1171830823563789
RNU2-24P,Pseudogene,RNU2,1.457382492464118,0.398999989032745,0,0,-1.5902778396848003,-2.564975455224963
RNU2-25P,Pseudogene,RNU2,1.4184680908328773,-0.0280000008642673,10.54,0,0.6818186275267811,1.082556284332547
RNU2-26P,Pseudogene,RNU2,0.9638308822325962,0.305000007152557,0,0,-0.6322224063890188,-1.168112843638377
RNU2-27P,Pseudogene,RNU2,1.2230381245444182,-0.0794999990612268,1.38,0,0.7693564386257095,1.092209747576149
RNU2-28P,Pseudogene,RNU2,1.249699061439249,-0.23199999332428,0,0,0.7778890919753906,1.0820649812589938
RNU2-29P,Pseudogene,RNU2,1.2129432066910355,0.284000009298325,0,0,0.72691077305147,1.1129505386030218
RNU2-30P,Pseudogene,RNU2,1.3056148830242968,0.165999993681908,0.46,0,-2.279540024993728,-3.50949518221432
RNU2-31P,Pseudogene,RNU2,1.0756423041154524,0.0120000001043081,0,0,0.8186357283747995,1.1067133024306983
RNU2-32P,Pseudogene,RNU2,0.9820163705766074,-0.0799999982118607,0.08,0,0.647656766381593,0.7807126708219235
RNU2-33P,Pseudogene,RNU2,1.230172513604261,-0.212999999523163,0.43,0,0.6098318555784262,0.8055078328956249
RNU2-34P,Pseudogene,RNU2,0.8037685261468772,-0.0309999994933605,0,0,0.9366880260883922,1.1217639816001967
RNU2-35P,Pseudogene,RNU2,0.7827443997084278,-0.0820000022649765,0.73,0,0.3173265745826961,-0.15267283567291953
RNU2-36P,Pseudogene,RNU2,1.254798695736776,0.206000000238419,0.18,0,-1.6518407110401687,-2.5838937101877786
RNU2-37P,Pseudogene,RNU2,0.9026988733925584,0.30799999833107,0.44,0,0.8522491581229152,1.1341666013436373
RNU2-38P,Pseudogene,RNU2,0.9233163765547988,-0.0149999996647239,0,0,0.885151305241824,1.1149851486068443
RNU2-39P,Pseudogene,RNU2,0.6139898463621979,-0.010499999858439,0,0,1.0126130449538506,1.1350629394057548
RNU2-3P,Pseudogene,RNU2,1.327540649112821,0.214000001549721,0,0,0.688455268172227,1.1017341499752205
RNU2-40P,Pseudogene,RNU2,1.4177258260025094,0.156000003218651,0,0,0.6585653263965454,1.092746153152122
RNU2-41P,Pseudogene,RNU2,0.8781138894200936,-0.0050000001210719,0,0,0.9025790909186301,1.1184356919220462
RNU2-42P,Pseudogene,RNU2,1.4139619521281666,-0.209999993443489,3.41,0,0.7070599513452073,1.0727615056263105
RNU2-43P,Pseudogene,RNU2,1.2979653022796658,-0.0685000009834766,0.04,0,0.7369363471894813,1.0880108809760107
RNU2-44P,Pseudogene,RNU2,1.342820208907016,0.239999994635582,2.44,0,0.6787853815505385,1.1021993701047437
RNU2-45P,Pseudogene,RNU2,1.1144689648255022,-0.0920000001788139,0,0,-0.030768472378253295,-0.5137053110800097
RNU2-46P,Pseudogene,RNU2,1.13731722236396,0.212999999523163,0.44,0,0.7673206099677808,1.1138741870617013
RNU2-47P,Pseudogene,RNU2,1.6246680635077144,0.0060000002849847,0,0,0.12171313584009119,0.330953846546404
RNU2-48P,Pseudogene,RNU2,1.327540649112821,0.30799999833107,0.12,0,0.6763964357326538,1.106931713172113
RNU2-50P,Pseudogene,RNU2,1.4088030760486474,0.214000001549721,0,0,0.6548184509866957,1.0965249243023971
RNU2-51P,Pseudogene,RNU2,1.0226337049490182,0.30799999833107,0.54,0,0.4874005287339745,0.44429100176851316
RNU2-53P,Pseudogene,RNU2,0.9451505506683398,0.0579999983310699,0,0,0.35444923429554653,0.15040502510679352
RNU2-54P,Pseudogene,RNU2,1.2614028993985489,-0.160000003874302,0.96,0,0.763804447725877,1.085298384520754
RNU2-56P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,0.7718771685584234,1.1217180785871024
RNU2-59P,Pseudogene,RNU2,1.545766509240956,0.146999999880791,0.4,0,-0.07106385422322209,-0.062280385304877055
RNU2-5P,Pseudogene,RNU2,1.2542935432827758,0.30799999833107,1.5,0,0.23916033015160168,0.20054332966515748
RNU2-60P,Pseudogene,RNU2,1.3025356026398056,0.306500002741814,0,0,0.6869396413824167,1.1084513435797418
RNU2-61P,Pseudogene,RNU2,1.0911293006406748,0.207000002264977,0,0,-0.43986217817460044,-0.38672360692828056
RNU2-62P,Pseudogene,RNU2,0.7637905104484723,0.164000004529953,0,0,0.9282214092943668,1.135108169960538
RNU2-64P,Pseudogene,RNU2,1.618508462617001,0.206000000238419,0,0,0.5690417016637038,1.082639708371909
RNU2-65P,Pseudogene,RNU2,1.351820733550501,0.239999994635582,0.11,0,-1.865279589611203,-2.9984671172463084
RNU2-68P,Pseudogene,RNU2,0.7819759987924836,0.252000004053116,0.71,0,0.9094023617877706,1.1388099725964416
RNU2-69P,Pseudogene,RNU2,1.458839874956582,-0.198499999940395,0,0,-0.39695767175923946,-0.6426512911475475
RNU2-6P,Pseudogene,RNU2,1.078590884992962,0.28999999165535,2.27,0,-0.24862255093473015,-0.5154945916033343
RNU2-70P,Pseudogene,RNU2,0.8926128524607979,0.239999994635582,0,0,0.865148900552695,1.1310521753402176
RNU2-71P,Pseudogene,RNU2,1.157809424568716,-0.28999999165535,0,0,0.6847795319091946,0.8881267892711665
RNU2-72P,Pseudogene,RNU2,0.9163031642292292,-0.0309999994933605,1.97,0,0.8900987153469149,1.1145558799548296
RNU2-7P,Pseudogene,RNU2,1.1122775932654518,0.246999993920326,3.45,0,0.773311407495024,1.117368009179954
RNU2-8P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,0.7718771685584234,1.1217180785871024
RNU2-9P,Pseudogene,RNU2,0.6228216214921369,0.282999992370605,0,0,0.9713070723987469,1.1507242501992867
RNU4-10P,Pseudogene,RNU4,0.9924080782017566,-0.20100000500679,0,0,0.8804124218418887,1.1002722692324292
RNU4-11P,Pseudogene,RNU4,1.157809424568716,0.284000009298325,0,0,0.749732205045618,1.116484820362761
RNU4-12P,Pseudogene,RNU4,1.4993215569954594,0.263999998569489,0,0,0.6109362793357277,1.0934868245391236
RNU4-13P,Pseudogene,RNU4,1.3056148830242968,-0.136000007390976,0,0,0.74242904998005,1.0837883567135709
RNU4-14P,Pseudogene,RNU4,1.281182559973579,-0.201999999582767,0.23,0,-0.517609509528084,-1.0962893235685942
RNU4-15P,Pseudogene,RNU4,1.133175181492786,0.379000008106232,0,0,0.74774239193336,1.123316467638817
RNU4-17P,Pseudogene,RNU4,1.0100039661131353,-0.0230000000447035,0,0,0.8502951017961053,1.1089858338824476
RNU4-18P,Pseudogene,RNU4,1.0723335610099518,-0.172999992966652,0,0,0.34918318281641025,0.2699061850997961
RNU4-20P,Pseudogene,RNU4,1.265155993734027,0.30799999833107,0,0,0.5660796260389264,0.8880504637263248
RNU4-21P,Pseudogene,RNU4,1.2680769888133556,0.30799999833107,1.24,0,-0.7097815207124604,-1.4140509003090336
RNU4-22P,Pseudogene,RNU4,1.067137602162732,0.238000005483627,0.58,0,0.3432817226779953,0.20752768880256087
RNU4-23P,Pseudogene,RNU4,1.0420284821118444,0.305000007152557,0.74,0,0.7949603069688543,1.125070065770519
RNU4-24P,Pseudogene,RNU4,1.0745137825134128,0.0140000004321337,0.78,0,0.8188431112034803,1.1068985162623612
RNU4-25P,Pseudogene,RNU4,1.3742694474228672,0.207000002264977,2.34,0,0.6700013073990061,1.0983585100564441
RNU4-26P,Pseudogene,RNU4,1.5581734311952813,0.0890000015497208,0,0,0.609024866404909,1.080038541114967
RNU4-27P,Pseudogene,RNU4,1.3743780939125043,0.282000005245209,0.46,0,0.49624611232978766,0.7821534463682976
RNU4-28P,Pseudogene,RNU4,0.9853697230372052,0.187999993562698,0.14,0,-0.5969342535520638,-1.277632885418894
RNU4-29P,Pseudogene,RNU4,0.9382248785298216,-0.0695000011473894,0.49,0,0.885969528129646,1.1110176214420282
RNU4-30P,Pseudogene,RNU4,1.2873545350099709,0.239999994635582,0.14,0,-0.3040798133025705,-0.65979671618781
RNU4-31P,Pseudogene,RNU4,1.428786098403947,0.146999999880791,0,0,0.6551416894228121,1.0915395428365549
RNU4-32P,Pseudogene,RNU4,1.2563463968724369,0.301999986171722,3.7,0,0.567128272947385,0.8333940357634375
RNU4-33P,Pseudogene,RNU4,0.6946856547412297,0.300000011920929,0,0,0.9393797495349611,1.1470574188976106
RNU4-34P,Pseudogene,RNU4,1.2605183251352958,0.214000001549721,0,0,-0.8000864066513365,-1.567563987872747
RNU4-35P,Pseudogene,RNU4,1.2563463968724369,0.282999992370605,0,0,0.5124982551365901,0.809666829366223
RNU4-36P,Pseudogene,RNU4,1.399019721353865,0.30799999833107,0.75,0,0.6468066543863619,1.1023514887047816
RNU4-37P,Pseudogene,RNU4,1.364561107527415,-0.119500000029802,0,0,0.7159129152496014,1.0809219598828037
RNU4-38P,Pseudogene,RNU4,0.7808482165695992,-0.0930000022053719,5.73,0,0.9541053785290525,1.1198221519439915
RNU4-39P,Pseudogene,RNU4,1.0939931570728023,0.207000002264977,2.41,0,-1.596294522889475,-2.8734653988286825
RNU4-41P,Pseudogene,RNU4,1.2873545350099709,-0.0879999995231628,0.86,0,0.743826561589869,1.0876153361386536
RNU4-42P,Pseudogene,RNU4,0.8805874496719812,0.189999997615814,0,0,0.4273249725388565,0.2551031078484603
RNU4-43P,Pseudogene,RNU4,1.2169675703495997,-0.398999989032745,0,0,0.8128603824331379,1.0749298501564246
RNU4-44P,Pseudogene,RNU4,0.7636615353538341,0.30799999833107,0,0,0.9098024412039074,1.1430781218763664
RNU4-45P,Pseudogene,RNU4,1.4534203414798776,0.0035000001080334,0,0,0.5139184548560232,0.8280108978851832
RNU4-46P,Pseudogene,RNU4,1.4095071255619152,0.30799999833107,13.15,0,0.12400854581344771,0.12966783482312616
RNU4-47P,Pseudogene,RNU4,1.4929647843122915,0.30799999833107,0.66,0,-0.7794741159660288,-1.276827636050973
RNU4-48P,Pseudogene,RNU4,0.7633908293859666,-0.10249999910593,0.43,0,0.9625717793449817,1.1204004093514786
RNU4-49P,Pseudogene,RNU4,1.5382325212127226,-0.105000000447035,0,0,0.6421653409644607,1.07059066971134
RNU4-4P,Pseudogene,RNU4,1.1489031982258795,0.0850000008940697,0.52,0,0.7789443915213831,1.1060546649809806
RNU4-50P,Pseudogene,RNU4,1.2563463968724369,-0.158000007271767,0.64,0,0.7656422232140839,1.08573216354497
RNU4-51P,Pseudogene,RNU4,0.6450652508311419,0.30799999833107,0.93,0,0.9588890022173454,1.1506833207856635
RNU4-52P,Pseudogene,RNU4,0.7802628730789173,0.211999997496605,0.55,0,-0.22695546696624483,-0.7477212404717584
RNU4-53P,Pseudogene,RNU4,1.0420284821118444,0.203999996185303,1.17,0,-0.13797111105168752,-0.6313351651893836
RNU4-54P,Pseudogene,RNU4,1.1308836239973503,0.115000002086163,0,0,0.7825569179381452,1.1088669431844493
RNU4-55P,Pseudogene,RNU4,0.9887861509090494,0.305000007152557,0,0,0.8170018343118637,1.1284809236025948
RNU4-56P,Pseudogene,RNU4,0.8805874496719812,0.30799999833107,1.02,0,0.8613993345372846,1.135585730959677
RNU4-57P,Pseudogene,RNU4,0.7461438513887281,0.0689999982714653,0,0,0.947712484759615,1.1309868863261452
RNU4-58P,Pseudogene,RNU4,1.4041518553280172,0.30799999833107,0,0,0.64468538016550625,1.102020295475991
RNU4-59P,Pseudogene,RNU4,0.9282437628007808,-0.0815000012516975,2.33,0,0.8916328470695666,1.1109993823242161
RNU4-5P,Pseudogene,RNU4,1.260725817863713,0.151999995112419,0.59,0,0.7240627847109117,1.1025910168589652
RNU4-60P,Pseudogene,RNU4,1.36364221115871,-0.0759999975562096,0.96,0,0.7107091631196112,1.0833887783209672
RNU4-61P,Pseudogene,RNU4,0.7141628226311706,0.347000002861023,0,0,0.35776376873020427,0.13655820577130995
RNU4-62P,Pseudogene,RNU4,1.442808667539477,0.0549999997019768,0.98,0,0.3368000274589704,0.43310531515221545
RNU4-64P,Pseudogene,RNU4,0.7954415893983545,-0.216999992728233,0,0,0.9639949055144705,1.1120139273380607
RNU4-65P,Pseudogene,RNU4,1.5382325212127226,-0.207000002264976,0,0,0.6552499262200043,1.06495114310959
RNU4-66P,Pseudogene,RNU4,1.2584885049659955,-0.0054999999701976,0,0,0.7451954179602068,1.0940246108702538
RNU4-67P,Pseudogene,RNU4,1.0839066953409258,0.282999992370605,0,0,0.7804509175822426,1.1211669714590695
RNU4-68P,Pseudogene,RNU4,1.108540938416856,0.204999998211861,0.73,0,-0.7067066402316405,-0.8773688618106616
RNU4-69P,Pseudogene,RNU4,1.4816722006718532,0.0979999974370003,0,0,0.6395363680347311,1.085440161332187
RNU4-6P,Pseudogene,RNU4,0.8541217066490528,0.305000007152557,0,0,0.8727432570550192,1.1371134184308582
RNU4-70P,Pseudogene,RNU4,1.1244911677465947,0.30799999833107,0,0,0.7604448495397721,1.1199475921167747
RNU4-71P,Pseudogene,RNU4,0.9836257058282896,-0.0240000002086162,0,0,0.8613420901583125,1.110621489596809
RNU4-72P,Pseudogene,RNU4,1.2247348248328036,0.194999992847443,0.11,0,0.7334463837190769,1.1072742108112346
RNU4-73P,Pseudogene,RNU4,1.3056148830242968,0.414000004529953,0,0,0.67187491352646,1.1141975688989514
RNU4-74P,Pseudogene,RNU4,1.0787044328279962,0.305000007152557,0,0,0.7797821138999541,1.1227168252327757
RNU4-75P,Pseudogene,RNU4,0.8088805568904728,0.30799999833107,0,0,0.8910850090758011,1.1401794133739163
RNU4-76P,Pseudogene,RNU4,1.0346382091890651,0.239999994635582,0,0,0.8063605879202005,1.1219478184761895
RNU4-77P,Pseudogene,RNU4,0.4898424488559952,-0.0195000004023314,0,0,1.0651556868266894,1.142523646869841
RNU4-78P,Pseudogene,RNU4,1.461045226241475,-0.0819999985396862,2.87,0,0.6711531856614906,1.0768187570903418
RNU4-79P,Pseudogene,RNU4,0.8621985076575545,0.214000001549721,0,0,0.8810735436910655,1.1315643226801246
RNU4-7P,Pseudogene,RNU4,1.157809424568716,0.30799999833107,0,0,0.7466534805648912,1.117811767168443
RNU4-81P,Pseudogene,RNU4,0.603025741962873,0.0179999992251396,0,0,1.0134954110332557,1.137341529529578
RNU4-82P,Pseudogene,RNU4,1.3149407036173275,-0.0274999998509884,1.17,0,0.7246456459737838,1.089192883829578
RNU4-83P,Pseudogene,RNU4,1.2013360946652842,0.30799999833107,0,0,0.3677438407871005,0.40262677560647964
RNU4-84P,Pseudogene,RNU4,0.6746947006479569,0.30799999833107,0,0,0.9466283307006638,1.1487812289192518
RNU4-85P,Pseudogene,RNU4,1.4402019671464517,0.26800000667572,1.28,0,0.6348892034186263,1.0975015317350627
RNU4-87P,Pseudogene,RNU4,0.6353832207999052,0.207999996840954,1.11,0,0.9757239583574994,1.1457755565272987
RNU4-88P,Pseudogene,RNU4,1.37321582913964,0.282000005245209,0,0,0.6608259619860268,1.1025658845449595
RNU4-89P,Pseudogene,RNU4,1.331916104954989,0.0579999983310699,0.53,0,0.7066536986617106,1.092830066184804
RNU4-8P,Pseudogene,RNU4,0.7390272922779039,0.301999986171722,0,0,0.5303364948405228,0.5323841974964747
RNU4-90P,Pseudogene,RNU4,1.133175181492786,0.214000001549721,0,0,-0.5363042240074612,-1.0718064174486905
RNU5A-2P,Pseudogene,RNU5,0.9282437628007808,-0.0169999997597188,0,0,0.8833682811960618,1.1145587057525923
RNU5A-3P,Pseudogene,RNU5,1.310152769906705,0.30799999833107,0,0,-0.529499908401672,-1.1504165126249029
RNU5A-4P,Pseudogene,RNU5,1.2829780110085771,0.0099999997764825,0,0,0.7330701749026413,1.093311728742772
RNU5A-5P,Pseudogene,RNU5,0.898300415613659,0.193999998271465,0,0,0.8686955480973422,1.1281442655856209
RNU5A-6P,Pseudogene,RNU5,1.0779604987363909,-0.109000001102686,0,0,0.8331980718844307,1.099874670877662
RNU5B-2P,Pseudogene,RNU5,1.2602704355924963,0.214000001549721,1.4,0,0.716294598178506,1.1060505369777882
RNU5B-4P,Pseudogene,RNU5,0.7510115186391672,0.282999992370605,0.69,0,0.3530292788510223,0.11646437795404672
