Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,LD1,LD2,Match_Group
RNU1-131P,Pseudogene,RNU1,1.4023157626763951,-0.196999996900558,0,0,0.4534462561880234,-0.4894350710121843,True Pseudogene
RNU1-132P,Pseudogene,RNU1,0.8048187463465466,0.305000007152557,0.16,0,-0.16100268560952766,0.21082807842834786,True Pseudogene
RNU1-133P,Pseudogene,RNU1,0.7695619528570508,0.26800000667572,0,0,-0.04766956758290097,0.19197324613970923,True Pseudogene
RNU1-134P,Pseudogene,RNU1,1.2841159072489396,0.194999992847443,2.63,0,-0.345251967867194,0.12440438316206334,True Pseudogene
RNU1-136P,Pseudogene,RNU1,1.355484204373131,0.212999999523163,0,0,-0.534181467908009,-0.01298100847122423,True Pseudogene
RNU1-138P,Pseudogene,RNU1,0.6777421021865655,0.266999989748001,0,0.02,-0.10041362047023682,0.16886799088709362,True Pseudogene
RNU1-139P,Pseudogene,RNU1,1.3893713094824591,0.238000005483627,0,0,-0.512179731261213,-0.09117640506226538,True Pseudogene
RNU1-140P,Pseudogene,RNU1,1.2630648268022358,-0.101999998092651,0,0,0.3596306449863365,-0.34610029337084625,True Pseudogene
RNU1-141P,Pseudogene,RNU1,0.8133977602982752,0.30799999833107,0.05,0,3.464756284060281e-4,0.27846036934940843,True Pseudogene
RNU1-142P,Pseudogene,RNU1,0.6707309769915321,-0.003000000026077,0,0,0.6456333175281576,-0.011977346747220384,True Pseudogene
RNU1-143P,Pseudogene,RNU1,0.9754147891914526,-0.149999998509884,1.44,0,0.7142463508418607,-0.27062442224182665,True Pseudogene
RNU1-146P,Pseudogene,RNU1,1.1999115854621238,0.214000001549721,0.6,0,-0.29571177450155217,-0.03458603497210409,True Pseudogene
RNU1-148P,Pseudogene,RNU1,1.3507776619968357,-0.0219999998807907,0.38,0,0.1906067214350978,-0.3307871908393255,True Pseudogene
RNU1-149P,Pseudogene,RNU1,1.121852610141116,0.282999992370605,0.33,0,-0.2007181866051601,0.17128570097290283,True Pseudogene
RNU1-14P,Pseudogene,RNU1,1.5539021224474874,0.305000007152557,0,0.01,-0.9228951097608316,-0.19191721900672662,True Pseudogene
RNU1-150P,Pseudogene,RNU1,1.0077230176801788,-0.197999998927116,0,0,0.7942997552125762,-0.3273262692065323,True Pseudogene
RNU1-151P,Pseudogene,RNU1,1.5838832928100035,-0.034000001847744,0.29,0,-0.06835513580719847,-0.41721469366863695,True Pseudogene
RNU1-15P,Pseudogene,RNU1,1.2784145729612908,-0.133000001311302,0,0,0.41606504283821616,-0.3804420640445121,True Pseudogene
RNU1-16P,Pseudogene,RNU1,1.1225103567464991,0.306500002741814,4.48,0,-0.4369890871464339,0.08093728062636986,True Pseudogene
RNU1-17P,Pseudogene,RNU1,1.2339810972377103,-0.0469999983906746,0,0,0.2610929019776978,-0.2844069610722607,True Pseudogene
RNU1-18P,Pseudogene,RNU1,1.080151475359839,0.214000001549721,1.14,0,-0.19294325168071486,0.014888297388472456,True Pseudogene
RNU1-19P,Pseudogene,RNU1,1.5156777921626827,-0.0240000002086162,0.75,0,-0.03228032461216839,-0.380005837106418,True Pseudogene
RNU1-2,Functional,RNU1,3.367531070239497,0.284000009298325,3848.22,0.99,-2.4694772998935273,-1.2413531743374537,True Functional
RNU1-20P,Pseudogene,RNU1,1.0077230176801788,-0.20099999755621,0,0,0.8010358478787113,-0.33003599983323173,True Pseudogene
RNU1-21P,Pseudogene,RNU1,1.3424906824753824,0.246999993920326,0.15,0,-0.4921587882331136,-0.06368023585243274,True Pseudogene
RNU1-22P,Pseudogene,RNU1,1.494893181088722,-0.028999999165535,0,0.01,-0.15912723764716336,-0.748139909057093,True Pseudogene
RNU1-23P,Pseudogene,RNU1,1.399019721353865,0.30799999833107,0,0,-0.6776347827246403,-0.031935235061094094,True Pseudogene
RNU1-24P,Pseudogene,RNU1,1.4314734703758671,-0.123999997973442,0,0,0.2645137683620075,-0.4355437397627049,True Pseudogene
RNU1-27P,Pseudogene,RNU1,0,0.898999989032745,6836.16,1,-0.8051870465306615,1.0757259625205415,False Pseudogene
RNU1-28P,Pseudogene,RNU1,0,1.32599997520447,6836.16,1,-1.7639579764226516,1.461411118809821,False Pseudogene
RNU1-29P,Pseudogene,RNU1,1.2680769888133556,0.211999997496605,1.59,0,-0.3497153206800833,-0.06455324937936777,True Pseudogene
RNU1-3,Functional,RNU1,0,0.446000009775162,3848.22,0.77,0.26975386852268574,0.4989039093536126,True Functional
RNU1-30P,Pseudogene,RNU1,0.6392812773692297,-0.233999997377396,0.86,0,1.1913001818289837,-0.20763488323483534,True Pseudogene
RNU1-31P,Pseudogene,RNU1,0.9275632321828916,-0.19200000166893,0.72,0,0.849614213643639,-0.28879205847683276,True Pseudogene
RNU1-32P,Pseudogene,RNU1,1.0704275812050392,-0.0219999998807907,0,0.01,0.34530740139405763,-0.19425950841585723,True Pseudogene
RNU1-33P,Pseudogene,RNU1,0.8361956955218505,-0.114000000059605,0.44,0,0.8251796169192602,-0.021836214920009332,True Pseudogene
RNU1-34P,Pseudogene,RNU1,1.1725585892129031,-0.29899999499321,4.09,0,0.8796322115016616,-0.48665235603846224,True Pseudogene
RNU1-35P,Pseudogene,RNU1,1.1805115701484947,-0.17399999499321,0,0,0.5921375789372066,-0.3770298947961601,True Pseudogene
RNU1-36P,Pseudogene,RNU1,1.094656183228604,0.296000003814697,0.44,0,-0.3895098850289896,0.0829626172939228,True Pseudogene
RNU1-38P,Pseudogene,RNU1,0.9407201574620816,0.305000007152557,0,0,-0.3911616696696892,0.04887555478728327,True Pseudogene
RNU1-39P,Pseudogene,RNU1,1.1367583441220122,-0.13400000333786,5,0,0.5398677467324463,-0.3228280522416603,True Pseudogene
RNU1-4,Functional,RNU1,0.0211794406933301,0.266000002622604,4585.69,0.72,0.7400646089543861,0.3562655502824426,True Functional
RNU1-40P,Pseudogene,RNU1,0,-0.116500001400709,0,0.39,1.4760502871242307,0.16259326246744696,True Pseudogene
RNU1-41P,Pseudogene,RNU1,0,0.005499999737367,0.41,0.36,1.202115660189608,0.2727887794142083,True Pseudogene
RNU1-42P,Pseudogene,RNU1,1.5630427231677666,0.266999989748001,0,0,-0.5480131380433017,0.05419120133699335,True Pseudogene
RNU1-43P,Pseudogene,RNU1,1.473575631269275,-0.0549999997019768,0,0,0.07345484217009236,-0.3906129283023215,True Pseudogene
RNU1-44P,Pseudogene,RNU1,0.8736844124046139,-0.208000004291534,0,0,0.9317746966171575,-0.2809854007892618,True Pseudogene
RNU1-45P,Pseudogene,RNU1,1.330249126100227,0.266999989748001,0,0,-0.52656132972093606,-0.04055810390878685,True Pseudogene
RNU1-46P,Pseudogene,RNU1,1.1436897974398292,0.0255000004544854,0,0,0.17578474069114064,-0.18162111578389542,True Pseudogene
RNU1-47P,Pseudogene,RNU1,1.36380005838769,0.282999992370605,0.43,0.01,-0.7288513048453139,-0.1432603261367611,True Pseudogene
RNU1-48P,Pseudogene,RNU1,0.042881830539582,-0.0410000011324883,0.41,0.36,1.2697273677082939,0.2130728218885525,True Pseudogene
RNU1-49P,Pseudogene,RNU1,1.2451912679323929,-0.0780000016093254,0,0,0.32107955445553266,-0.31703861243642967,True Pseudogene
RNU1-51P,Pseudogene,RNU1,1.48015409390887,0.305000007152557,1.08,0,-0.7077271170049855,-0.35498529397674417,True Pseudogene
RNU1-52P,Pseudogene,RNU1,1.1225103567464991,0.622500002384186,0,0.5,-1.1465238042236725,0.3663650645223622,False Pseudogene
RNU1-54P,Pseudogene,RNU1,0.9551927752691908,0.309499993920326,0,0,-0.3001458135139369,0.1527710447095186,True Pseudogene
RNU1-55P,Pseudogene,RNU1,1.165137332319151,0.30799999833107,0.05,0,-0.1946871419826425,-0.2621799544009285,True Pseudogene
RNU1-56P,Pseudogene,RNU1,0.7836393056532164,0.0279999997001141,0.57,0,0.38607246753320096,0.02422888519076681,True Pseudogene
RNU1-57P,Pseudogene,RNU1,1.0043648020355127,0.319000005722046,0.37,0,-0.3636723926174557,0.14103796530254628,True Pseudogene
RNU1-58P,Pseudogene,RNU1,1.2572531788261518,0.30799999833107,0.12,0,-0.5559820231218403,0.026630529747380102,True Pseudogene
RNU1-5P,Pseudogene,RNU1,1.3748986916753505,0.30799999833107,0.69,0.01,-0.6569361402272816,-0.02197089908484219,True Pseudogene
RNU1-61P,Pseudogene,RNU1,2.461303478718926,0.397000014781952,0.15,0.76,-1.7890398342697356,-0.3903915914114905,False Pseudogene
RNU1-62P,Pseudogene,RNU1,1.1436897974398292,0.284000009298325,0,0,-0.4163893677305207,-0.03629745805942272,True Pseudogene
RNU1-63P,Pseudogene,RNU1,1.016613153279848,-0.131500001996756,0,0,0.6373541653740721,-0.27093319431594726,True Pseudogene
RNU1-64P,Pseudogene,RNU1,1.3211813065630749,0.430000007152557,0.13,0.01,-0.8847746426058567,0.11041664747055853,True Pseudogene
RNU1-65P,Pseudogene,RNU1,1.5020230372783343,-0.142000004649162,0,0,0.24439032719215042,-0.4809471973090935,True Pseudogene
RNU1-67P,Pseudogene,RNU1,0.8048187463465466,0.214000001549721,10.7,0,0.2748432024042476,0.4641047159009498,True Pseudogene
RNU1-68P,Pseudogene,RNU1,1.2133208353357092,-0.0645000003278255,1.44,0,0.3181155675679144,-0.29167954103912536,True Pseudogene
RNU1-6P,Pseudogene,RNU1,1.0613253058546563,0.296999990940094,0.69,0,-0.14182915085154274,0.13168640374489954,True Pseudogene
RNU1-70P,Pseudogene,RNU1,1.0589720346665086,-0.129000000655651,3.78,0,0.5953911331021473,-0.2861764315251116,True Pseudogene
RNU1-72P,Pseudogene,RNU1,0.9534901143507074,-0.217999994754791,7.42,0,0.885744257457994,-0.3229911998024016,True Pseudogene
RNU1-73P,Pseudogene,RNU1,0.995433712586518,0.284000009298325,1.98,0,-0.2774209176435515,0.11311302577174819,True Pseudogene
RNU1-74P,Pseudogene,RNU1,0.7312480576223469,-0.109999999403954,0.19,0,0.6404048498650391,-0.36918030072180574,True Pseudogene
RNU1-75P,Pseudogene,RNU1,1.103957823425985,-0.17399999499321,0.16,0,0.6578298944181665,-0.34540451599598687,True Pseudogene
RNU1-76P,Pseudogene,RNU1,1.2015003462505542,-0.180999994277954,0,0,0.5898442347273276,-0.39202337293310807,True Pseudogene
RNU1-77P,Pseudogene,RNU1,1.3078958314572533,0.300999999046326,0.48,0,-0.4661548705055375,-0.1680877527579824,True Pseudogene
RNU1-78P,Pseudogene,RNU1,1.3051669876956435,0.305000007152557,0,0,-0.7000251571548953,-0.05871396738700363,True Pseudogene
RNU1-7P,Pseudogene,RNU1,1.5037402892264422,0.214000001549721,0,0,-0.48211497349812454,-0.10421100655451897,True Pseudogene
RNU1-80P,Pseudogene,RNU1,1.4670380286460751,0.30799999833107,0,0,-0.4963699535600315,0.16183201094998073,True Pseudogene
RNU1-82P,Pseudogene,RNU1,1.4946267117159788,-0.130999997258186,0.08,0,0.2260382190528037,-0.46795602472529896,True Pseudogene
RNU1-83P,Pseudogene,RNU1,1.3131253229864706,-0.250999987125397,2.76,0,0.6512316720319865,-0.501366017575558,True Pseudogene
RNU1-84P,Pseudogene,RNU1,1.080151475359839,0.0649999976158142,0,0,0.4758466209423856,0.0743340166690646,True Pseudogene
RNU1-86P,Pseudogene,RNU1,0.0451094581000798,-0.295000001788139,0,0.39,1.8381386334021612,-0.0172711622825044,True Pseudogene
RNU1-88P,Pseudogene,RNU1,1.13971865230983,0.282999992370605,0,0,-0.3989890714442246,0.05260473359284272,True Pseudogene
RNU1-89P,Pseudogene,RNU1,1.842611340319725,0.146999999880791,1.18,0.01,-0.6967862339224467,-0.36061242085081247,True Pseudogene
RNU1-8P,Pseudogene,RNU1,0.7578388960813414,-0.0469999983906746,0,0,0.8399765412815003,0.014231663047180492,True Pseudogene
RNU1-91P,Pseudogene,RNU1,1.150706299264613,-0.229000002145767,3.22,0,0.7412086945194035,-0.4143972610717742,True Pseudogene
RNU1-93P,Pseudogene,RNU1,0.6576905607017558,-0.0790000036358833,1.08,0,0.8274711643455338,-0.07523735300139994,True Pseudogene
RNU1-94P,Pseudogene,RNU1,1.1444243445158986,0.263999998569489,0.7,0,-0.36036530612085643,0.03349869260584119,True Pseudogene
RNU1-95P,Pseudogene,RNU1,0,0.0090000003110617,0,0.39,1.1942569446433018,0.27595038036450203,True Pseudogene
RNU1-96P,Pseudogene,RNU1,0.8147547802520594,0.214000001549721,0,0,0.03479927504334513,0.12452824842768666,True Pseudogene
RNU1-97P,Pseudogene,RNU1,0,-0.0500000007450581,0,0.39,1.3267334966529658,0.22265898606631648,True Pseudogene
RNU1-98P,Pseudogene,RNU1,1.2808266759291422,-0.240000002086163,0,0,0.6542492510864516,-0.478085643024903,True Pseudogene
RNU2-1,Functional,RNU2,2.235557559140659,0.808000028133392,5154.1,0.97,-2.581059323391598,-1.062104896822575,True Functional
RNU2-10P,Pseudogene,RNU2,1.3334013752142089,0.119000002741814,0,0,-0.1969523118075148,-0.17554043783051435,True Pseudogene
RNU2-12P,Pseudogene,RNU2,1.0130832464976265,0.186000004410744,0,0,-0.07252022986400013,0.017305023419368362,True Pseudogene
RNU2-13P,Pseudogene,RNU2,0.7684575826783514,-0.127000004053116,0.44,0,0.7105562605153143,-0.026973011901184923,True Pseudogene
RNU2-14P,Pseudogene,RNU2,1.1638712540167198,0.238000005483627,0,0,-0.1946454234482552,-0.26334988701053924,True Pseudogene
RNU2-15P,Pseudogene,RNU2,0.9820163705766074,0.44200000166893,0.4,0.01,-0.6206746662303014,0.26136941472010433,True Pseudogene
RNU2-16P,Pseudogene,RNU2,1.123756206199048,0.284500002861023,0,0,-0.27726293929196205,0.18277854921801084,True Pseudogene
RNU2-17P,Pseudogene,RNU2,1.078590884992962,0.421000003814697,0.29,0,-0.6563945556050036,0.20250501209755245,True Pseudogene
RNU2-18P,Pseudogene,RNU2,1.3722185772666264,-0.153499998152256,0.78,0,0.592405905693106,0.07389493244100927,True Pseudogene
RNU2-19P,Pseudogene,RNU2,0.7856563952430573,-0.300999999046326,0,0,1.2161323002621902,-0.32862141950672896,True Pseudogene
RNU2-20P,Pseudogene,RNU2,1.0547583239526523,-0.104999996721745,0,0,0.5451188209838608,-0.262755553947974,True Pseudogene
RNU2-21P,Pseudogene,RNU2,0.6836002453570611,0.127500001341105,0,0,0.3415697663935325,0.10057950719139543,True Pseudogene
RNU2-22P,Pseudogene,RNU2,0.6553638252275752,0.30799999833107,1.25,0,0.19866148471258244,0.15488980142497594,True Pseudogene
RNU2-23P,Pseudogene,RNU2,1.0865596138260258,0.214000001549721,0.39,0,-0.19844208948143216,0.01224145252497867,True Pseudogene
RNU2-24P,Pseudogene,RNU2,1.457382492464118,0.398999989032745,0,0,-0.6632711955577498,0.3752225958632787,True Pseudogene
RNU2-25P,Pseudogene,RNU2,1.4184680908328773,-0.0280000008642673,10.54,0,0.06011724591342555,-0.3434659489085151,True Pseudogene
RNU2-26P,Pseudogene,RNU2,0.9638308822325962,0.305000007152557,0,0,-0.1628810749072389,-0.09867805364487443,True Pseudogene
RNU2-27P,Pseudogene,RNU2,1.2230381245444182,-0.0794999990612268,1.38,0,0.34345744761535074,-0.309242517758799,True Pseudogene
RNU2-28P,Pseudogene,RNU2,1.249699061439249,-0.23199999332428,0,0,0.6629975539790957,-0.4580004096018928,True Pseudogene
RNU2-29P,Pseudogene,RNU2,1.2129432066910355,0.284000009298325,0,0,-0.4640699669571187,0.023257855968748173,True Pseudogene
RNU2-2,Functional,RNU2,4.9828238062590815,1.35500001907349,37897.85,1,-6.074075331040593,-0.036553770622911486,True Functional
RNU2-30P,Pseudogene,RNU2,1.3056148830242968,0.165999993681908,0.46,0,0.0715937117870227,1.00612888677809,True Pseudogene
RNU2-31P,Pseudogene,RNU2,1.0756423041154524,0.0120000001043081,0,0,0.26449012228672525,-0.1657034924406025,True Pseudogene
RNU2-32P,Pseudogene,RNU2,0.9820163705766074,-0.0799999982118607,0.08,0,0.4210575458060654,-0.22629091959631445,True Pseudogene
RNU2-33P,Pseudogene,RNU2,1.230172513604261,-0.212999999523163,0.43,0,0.5346443668140584,-0.40846726618976015,True Pseudogene
RNU2-34P,Pseudogene,RNU2,0.8037685261468772,-0.0309999994933605,0,0,0.5943412931931631,-0.09222793885971337,True Pseudogene
RNU2-35P,Pseudogene,RNU2,0.7827443997084278,-0.0820000022649765,0.73,0,0.904698267411444,0.16987769589676321,True Pseudogene
RNU2-36P,Pseudogene,RNU2,1.254798695736776,0.206000000238419,0.18,0,-0.42881108136632956,0.34529819118384686,True Pseudogene
RNU2-37P,Pseudogene,RNU2,0.9026988733925584,0.30799999833107,0.44,0,-0.2517317502772662,0.17310191854122398,True Pseudogene
RNU2-38P,Pseudogene,RNU2,0.9233163765547988,-0.0149999996647239,0,0,0.45582898674760713,-0.12716300528047364,True Pseudogene
RNU2-39P,Pseudogene,RNU2,0.6139898463621979,-0.010499999858439,0,0,0.7111642847030931,0.004688916615874685,True Pseudogene
RNU2-3P,Pseudogene,RNU2,1.327540649112821,0.214000001549721,0,0,-0.4052327984053928,-0.08731111131417463,True Pseudogene
RNU2-40P,Pseudogene,RNU2,1.4177258260025094,0.156000003218651,0,0,-0.3523913681261571,-0.1769560778617648,True Pseudogene
RNU2-41P,Pseudogene,RNU2,0.8781138894200936,-0.0050000001210719,0,0,0.4721645167932546,-0.09945675605003623,True Pseudogene
RNU2-42P,Pseudogene,RNU2,1.4139619521281666,-0.209999993443489,3.41,0,0.47264162936108584,-0.5059905018014372,True Pseudogene
RNU2-43P,Pseudogene,RNU2,1.2979653022796658,-0.0685000009834766,0.04,0,0.25446209544940673,-0.3302595455995838,True Pseudogene
RNU2-44P,Pseudogene,RNU2,1.342820208907016,0.239999994635582,2.44,0,-0.47672436457236683,-0.07014045238439925,True Pseudogene
RNU2-45P,Pseudogene,RNU2,1.1144689648255022,-0.0920000001788139,0,0,0.5396750750162925,0.03966634403952863,True Pseudogene
RNU2-46P,Pseudogene,RNU2,1.13731722236396,0.212999999523163,0.44,0,-0.23975287263817427,-0.009630535513547133,True Pseudogene
RNU2-47P,Pseudogene,RNU2,1.6246680635077144,0.0060000002849847,0,0,-0.15543310205290503,-0.46536454264512395,True Pseudogene
RNU2-48P,Pseudogene,RNU2,1.327540649112821,0.30799999833107,0.12,0,-0.6162971432643335,-0.0024062546251746733,True Pseudogene
RNU2-49P,Pseudogene,RNU2,1.3402902577887854,0.30799999833107,0,0.03,-0.6272378252529216,-0.007673232702780961,True Pseudogene
RNU2-4P,Pseudogene,RNU2,1.3025356026398056,0.78600001335144,1.35,0.54,-1.6704491667993455,0.9106112685487994,False Pseudogene
RNU2-50P,Pseudogene,RNU2,1.4088030760486474,0.214000001549721,0,0,-0.47496575399071483,-0.12088181116867774,True Pseudogene
RNU2-51P,Pseudogene,RNU2,1.0226337049490182,0.30799999833107,0.54,0,-0.21245355136501565,0.3039843350998909,True Pseudogene
RNU2-52P,Pseudogene,RNU2,0.8774976691468164,0.446000009775162,0.34,0.02,-0.539966494230306,0.30816064172750796,True Pseudogene
RNU2-53P,Pseudogene,RNU2,0.9451505506683398,0.0579999983310699,0,0,0.4084844834219085,0.05033312453595521,True Pseudogene
RNU2-54P,Pseudogene,RNU2,1.2614028993985489,-0.160000003874302,0.96,0,0.4912878262448744,-0.3978024587890877,True Pseudogene
RNU2-55P,Pseudogene,RNU2,1.477205127898017,-0.241999998688698,0,0.01,0.4902235957775914,-0.5610189452345787,True Pseudogene
RNU2-56P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,-0.41835569888987645,0.09288638233496445,True Pseudogene
RNU2-57P,Pseudogene,RNU2,0.0727419533760449,-0.0829999968409538,0,0.23,1.465075070575333,-0.303803621080714,True Pseudogene
RNU2-58P,Pseudogene,RNU2,1.8790677546279164,0.195999994874001,0.76,0.43,-0.7342818801202293,-0.4768170723473907,True Pseudogene
RNU2-59P,Pseudogene,RNU2,1.545766509240956,0.146999999880791,0.4,0,-0.49471236097994614,-0.15903622114355428,True Pseudogene
RNU2-5P,Pseudogene,RNU2,1.2542935432827758,0.30799999833107,1.5,0,-0.44317251696162485,0.20231698822311478,True Pseudogene
RNU2-60P,Pseudogene,RNU2,1.3025356026398056,0.306500002741814,0,0,-0.5914717431955309,0.006568906864774362,True Pseudogene
RNU2-61P,Pseudogene,RNU2,1.0911293006406748,0.207000002264977,0,0,-0.06823607732514252,0.26259409599963385,True Pseudogene
RNU2-62P,Pseudogene,RNU2,0.7637905104484723,0.164000004529953,0,0,0.19080101616539985,0.10042014034979553,True Pseudogene
RNU2-63P,Pseudogene,RNU2,4.149832727006819,-0.462999999523163,44.96,0.41,-1.3069942822971454,-1.86476454195995,True Pseudogene
RNU2-64P,Pseudogene,RNU2,1.618508462617001,0.206000000238419,0,0,-0.6369553232089221,-0.21474013341409084,True Pseudogene
RNU2-65P,Pseudogene,RNU2,1.351820733550501,0.239999994635582,0.11,0,-0.28202018930469075,0.5855962141805822,True Pseudogene
RNU2-66P,Pseudogene,RNU2,1.4886121173026348,0.243000000715256,0,0.01,-0.6085671198288546,-0.1276580221508276,True Pseudogene
RNU2-68P,Pseudogene,RNU2,0.7819759987924836,0.252000004053116,0.71,0,-0.022396576225742922,0.1723924891071506,True Pseudogene
RNU2-69P,Pseudogene,RNU2,1.458839874956582,-0.198499999940395,0,0,0.40673882653381305,-0.6220010829171316,True Pseudogene
RNU2-6P,Pseudogene,RNU2,1.078590884992962,0.28999999165535,2.27,0,-0.19510480850902906,-0.17758152357307333,True Pseudogene
RNU2-70P,Pseudogene,RNU2,0.8926128524607979,0.239999994635582,0,0,-0.0903918148391366,0.1158482740024676,True Pseudogene
RNU2-71P,Pseudogene,RNU2,1.157809424568716,-0.28999999165535,0,0,0.7906243683291493,-0.4954855954818992,True Pseudogene
RNU2-72P,Pseudogene,RNU2,0.9163031642292292,-0.0309999994933605,1.97,0,0.49777270365758436,-0.1387188324150218,True Pseudogene
RNU2-7P,Pseudogene,RNU2,1.1122775932654518,0.246999993920326,3.45,0,-0.29460872975945074,0.03142218142182086,True Pseudogene
RNU2-8P,Pseudogene,RNU2,1.0968720864335204,0.30799999833107,0,0,-0.41835569888987645,0.09288638233496445,True Pseudogene
RNU2-9P,Pseudogene,RNU2,0.6228216214921369,0.282999992370605,0,0,0.04457087441685426,0.2661424746077416,True Pseudogene
RNU4-1,Functional,RNU4,4.5274340946928415,2.8840000629425,2273.06,1,-9.06388184024946,0.37285446560428215,True Functional
RNU4-10P,Pseudogene,RNU4,0.9924080782017566,-0.20100000500679,0,0,0.8141779283477754,-0.32370918055111797,True Pseudogene
RNU4-11P,Pseudogene,RNU4,1.157809424568716,0.284000009298325,0,0,-0.4167585374938728,0.04603442961124608,True Pseudogene
RNU4-12P,Pseudogene,RNU4,1.4993215569954594,0.263999998569489,0,0,-0.664909775116801,-0.1131141275691187,True Pseudogene
RNU4-13P,Pseudogene,RNU4,1.3056148830242968,-0.136000007390976,0,0,0.3994600081766246,-0.3943886482378267,True Pseudogene
RNU4-14P,Pseudogene,RNU4,1.281182559973579,-0.201999999582767,0.23,0,0.6976264859614287,-0.38915805329284797,True Pseudogene
RNU4-15P,Pseudogene,RNU4,1.133175181492786,0.379000008106232,0,0,-0.608929084052674,0.1420193712049387,True Pseudogene
RNU4-16P,Pseudogene,RNU4,1.0592724522649954,-0.101000003516674,0,0.01,0.4349423890001977,-0.19655448890112667,True Pseudogene
RNU4-17P,Pseudogene,RNU4,1.0100039661131353,-0.0230000000447035,0,0,0.39940351066121677,-0.17020087132900638,True Pseudogene
RNU4-18P,Pseudogene,RNU4,1.0723335610099518,-0.172999992966652,0,0,0.7746834000748073,-0.34620999705568856,True Pseudogene
RNU4-2,Functional,RNU4,3.928567150950402,2.83999991416931,9032.84,1,-8.4299039499576,0.7500953029418476,True Functional
RNU4-20P,Pseudogene,RNU4,1.265155993734027,0.30799999833107,0,0,-0.6431046545115605,0.04950463280833732,True Pseudogene
RNU4-21P,Pseudogene,RNU4,1.2680769888133556,0.30799999833107,1.24,0,-0.4118960417437175,0.28869152459486,True Pseudogene
RNU4-22P,Pseudogene,RNU4,1.067137602162732,0.238000005483627,0.58,0,-0.1929707954214185,0.2889463579944244,True Pseudogene
RNU4-23P,Pseudogene,RNU4,1.0420284821118444,0.305000007152557,0.74,0,-0.3645573167243925,0.1128329103128242,True Pseudogene
RNU4-24P,Pseudogene,RNU4,1.0745137825134128,0.0140000004321337,0.78,0,0.2609676766260374,-0.16343126453864465,True Pseudogene
RNU4-25P,Pseudogene,RNU4,1.3742694474228672,0.207000002264977,2.34,0,-0.42961454960463885,-0.11293957733300491,True Pseudogene
