"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","snp_density_1000genomes","snp_density_gnomad","snp_density_pangenome","snp_density_dbsnp","enrichment_intergenic_1000genomes","enrichment_intergenic_gnomad","enrichment_intergenic_pangenome","enrichment_intergenic_dbsnp","Z_score","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","Outlier_category"
"RNU6-231P",0.635999977588654,0.528999984264374,0.486000001430511,0,0,"Pseudogene","RNU6",0.029126213592233,0.203883495145631,0,0.398058252427184,1.36286130057097,0.962309651479704,0,1.38262678856264,2.15035664227254,"RNU6.Pseudogene","RNU6",11,-0.15,10.85,"significant"
"RNU4ATAC15P",0.239999994635582,1.42249995470047,0.0080000003799796,3,0,"Pseudogene","RNU4ATAC",0.0238095238095238,0.206349206349206,0,0.309523809523809,1.11408503141913,0.973947561096995,0,1.07510875138524,8.11726255440136,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC5P",0.0470000002533197,1.06950002908707,0.816999971866608,0,0,"Pseudogene","RNU4ATAC",0.0317460317460317,0.19047619047619,0.0079365079365079,0.317460317460317,1.48544670855884,0.899028517935688,1.1176081397636,1.1026756424464,5.75988436434323,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC13P",0.037499999627471,0.865000009536743,0.027500000782311,2,0,"Pseudogene","RNU4ATAC",0.0158730158730158,0.238095238095238,0.0079365079365079,0.317460317460317,0.742723354279418,1.12378564741961,1.1176081397636,1.1026756424464,4.39420734580932,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC4P",0.0040000001899898,0.838499993085861,-0.0025000000605359,1,0,"Pseudogene","RNU4ATAC",0.0238095238095238,0.214285714285714,0.0158730158730158,0.19047619047619,1.11408503141913,1.01140708267765,2.23521627952721,0.661605385467838,4.21723688127187,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC9P",0.163500003516674,0.825999975204468,0.0039999999571591,1,0,"Pseudogene","RNU4ATAC",0.0238095238095238,0.26984126984127,0.0079365079365079,0.396825396825397,1.11408503141913,1.27362373374222,1.1176081397636,1.378344553058,4.13376017946314,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC18P",0.0450000017881393,0.784000009298325,0.006000000052154,27,2.21,"Pseudogene","RNU4ATAC",0,0.277777777777778,0,0.404761904761905,0,1.31108325532288,0,1.40591144411916,3.85327909030065,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC11P",0.0109999999403954,0.754999995231628,0.0464999992400408,6,2.54,"Pseudogene","RNU4ATAC",0.0238095238095238,0.277777777777778,0,0.373015873015873,1.11408503141913,1.31108325532288,0,1.29564387987452,3.65961332520618,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC2P",0.0665000006556511,0.75,0.810000002384186,1,0,"Pseudogene","RNU4ATAC",0.0238095238095238,0.182539682539683,0,0.277777777777778,1.11408503141913,0.861568996355034,0,0.964841187140597,3.62622272409216,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC10P",0.125,0.737000018358231,0.0455000009387732,1,0,"Pseudogene","RNU4ATAC",0.0491803278688524,0.188524590163934,0,0.237704918032787,2.30122481899689,0.889817160169953,0,0.825650983094084,3.53940720100045,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC16P",0.0204999996349215,0.663500010967255,0.810000002384186,4,2.33,"Pseudogene","RNU4ATAC",0.0396825396825396,0.246031746031746,0.0158730158730158,0.388888888888889,1.85680838569855,1.16124516900026,2.23521627952721,1.35077766199684,3.0485648471628,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"extreme"
"RNU4ATAC12P",0.0010000000474974,0.592999994754791,-0.354000002145767,5,0.62,"Pseudogene","RNU4ATAC",0.0353982300884955,0.265486725663717,0,0.31858407079646,1.65633880777357,1.25307072190151,0,1.10657891905683,2.57775681418881,"RNU4ATAC.Pseudogene","RNU4ATAC",10,-0.15,9.85,"significant"
"RNU6ATAC3P",0.660999983549118,5.24600005149841,0.0320000005885959,5,0,"Pseudogene","RNU6ATAC",0.0476190476190476,0.198412698412698,0.0079365079365079,0.325396825396825,2.22817006283825,0.936488039516341,1.1176081397636,1.13024253350756,33.6510802236661,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC34P",0.0189999993890524,5.07399988174438,0.703000009059906,2,0,"Pseudogene","RNU6ATAC",0.024793388429752,0.190082644628099,0,0.31404958677686,1.16012160296537,0.897171020997804,0,1.09082871405648,32.5024413162786,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC26P",0.0570000000298023,5.06799983978271,0.448000013828278,3,0,"Pseudogene","RNU6ATAC",0.0634920634920634,0.253968253968254,0.0079365079365079,0.246031746031746,2.97089341711767,1.19870469058092,1.1176081397636,0.854573622895957,32.4623722765039,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC11P",0.0209999997168779,4.96299982070923,0.0270000007003546,2,0,"Pseudogene","RNU6ATAC",0.032,0.304,0.008,0.392,1.49733028222731,1.43484951462536,1.12654900488171,1.36158388329281,31.7611688570148,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC4P",0.028999999165535,4.60549998283386,0.200000002980232,10,0.24,"Pseudogene","RNU6ATAC",0.0158730158730158,0.214285714285714,0.0079365079365079,0.26984126984127,0.742723354279418,1.01140708267765,1.1176081397636,0.937274296079437,29.3737396832203,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC27P",0.238999992609024,4.58400011062622,0.0049999998882412,8,1.24,"Pseudogene","RNU6ATAC",0.0252100840336134,0.168067226890756,0,0.201680672268908,1.17961944503202,0.793260457002077,0,0.700523349318887,29.2301608149153,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC2P",0.217500001192093,4.34450006484985,0.0900000035762787,5,1.25,"Pseudogene","RNU6ATAC",0.0317460317460317,0.293650793650794,0,0.396825396825397,1.48544670855884,1.38600229848419,0,1.378344553058,27.6307491905359,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC8P",0.0359999984502792,4.30100011825562,0.194000005722046,8,0,"Pseudogene","RNU6ATAC",0.0238095238095238,0.198412698412698,0.0079365079365079,0.293650793650794,1.11408503141913,0.936488039516341,1.1176081397636,1.01997496926292,27.3402510404535,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC38P",0.0075000002980232,4.13849997520447,0.0445000007748604,5,0,"Pseudogene","RNU6ATAC",0.0476190476190476,0.182539682539683,0.0317460317460317,0.309523809523809,2.22817006283825,0.861568996355034,4.47043255905441,1.07510875138524,26.255054514011,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC5P",0.799500018358231,4.0475001335144,0.0694999992847443,0,0,"Pseudogene","RNU6ATAC",0.0079365079365079,0.238095238095238,0,0.333333333333333,0.371361677139709,1.12378564741961,0,1.15780942456872,25.6473460513927,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC33P",0.130000002682209,4.03550004959106,0.111000001430511,2,0,"Pseudogene","RNU6ATAC",0.0396825396825396,0.182539682539683,0.0079365079365079,0.26984126984127,1.85680838569855,0.861568996355034,1.1176081397636,0.937274296079437,25.5672079718433,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC30P",0.0049999998882412,3.994500041008,0.0204999996349215,2,0.2,"Pseudogene","RNU6ATAC",0.0163934426229508,0.688524590163934,0.0327868852459016,0.368852459016393,0.767074939665629,3.24976701975113,4.61700411836767,1.28118255997358,25.2934047242705,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC29P",0.0189999993890524,3.97699999809265,0.448000013828278,1,0.54,"Pseudogene","RNU6ATAC",0.04,0.32,0,0.344,1.87166285278413,1.51036791013196,0,1.19485932615491,25.176537222324,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC6P",0.0350000001490116,3.93299996852875,-0.252499997615814,1,1.06,"Pseudogene","RNU6ATAC",0.0555555555555555,0.23015873015873,0,0.373015873015873,2.59953173997796,1.08632612583896,0,1.29564387987452,24.8826994548638,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC7P",0.0120000001043081,3.92899990081787,0.177000001072884,1,0,"Pseudogene","RNU6ATAC",0.0629921259842519,0.283464566929134,0.0236220472440944,0.37007874015748,2.94750055556557,1.3379243298413,3.32642422701293,1.28544195956054,24.8559864963157,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC37P",0.0049999998882412,3.84699988365173,0.0240000002086162,0,0,"Pseudogene","RNU6ATAC",0.0229007633587786,0.267175572519084,0.0229007633587786,0.351145038167939,1.07156270197565,1.26104190969987,3.22485402160796,1.21967710374414,24.30838000117,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC20P",0.0610000006854534,3.83100008964539,0.458999991416931,2,0.41,"Pseudogene","RNU6ATAC",0.0157480314960629,0.125984251968504,0.0078740157480314,0.299212598425197,0.736875138891391,0.594633035485022,1.10880807567098,1.03929349921916,24.2015313513568,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC41P",0.0040000001899898,3.64549994468689,0.0929999984800816,1,0,"Pseudogene","RNU6ATAC",0.0317460317460317,0.23015873015873,0.0158730158730158,0.293650793650794,1.48544670855884,1.08632612583896,2.23521627952721,1.01997496926292,22.9627379005709,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC10P",0.168999999761581,3.58699989318848,0.200000002980232,6,16.48,"Pseudogene","RNU6ATAC",0.045045045045045,0.342342342342342,0.027027027027027,0.387387387387387,2.10772843781997,1.61582152547901,3.80590880027606,1.34556230422851,22.5720671510516,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC21P",0.0525000002235174,3.2335000038147,0.458999991416931,0,0,"Pseudogene","RNU6ATAC",0.0238095238095238,0.134920634920635,0,0.261904761904762,1.11408503141913,0.636811866871112,0,0.909707405018277,20.2113501397105,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC15P",0.0040000001899898,3.10999989509583,0.0160000007599592,1,0,"Pseudogene","RNU6ATAC",0.0413223140495867,0.322314049586777,0.0082644628099173,0.297520661157025,1.93353600494229,1.52128999212671,1.16379029429929,1.03341667647456,19.3866007796143,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC31P",0.0360000003129244,3.08400011062622,0.028999999165535,0,0,"Pseudogene","RNU6ATAC",0.0238095238095238,0.158730158730159,0.0079365079365079,0.26984126984127,1.11408503141913,0.749190431613073,1.1176081397636,0.937274296079437,19.2129709275729,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC18P",0.0890000015497208,2.10999989509583,0.017000000923872,43,0.99,"Pseudogene","RNU6ATAC",0.0198019801980198,0.188118811881188,0,0.316831683168317,0.926565768705017,0.887901927367177,0,1.10049212632274,12.7084741880526,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC25P",0.0729999989271164,2.03200006484985,0.186000004410744,1,0,"Pseudogene","RNU6ATAC",0,0.205128205128205,0,0.333333333333333,0,0.968184557776894,0,1.15780942456872,12.1875814475497,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC16P",0.474500000476837,1.56450003385544,0.462000012397766,18,2.28,"Pseudogene","RNU6ATAC",0.0217391304347826,0.231884057971014,0.0072463768115942,0.268115942028985,1.01720807216529,1.09446950009562,1.02042482326242,0.931281493674837,9.06555705901002,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU6ATAC23P",0.0189999993890524,0.880999982357025,0.354000002145767,1,0,"Pseudogene","RNU6ATAC",0,0.130081300813008,0.008130081300813,0.227642276422764,0,0.613970695175592,1.14486687487979,0.79069911921766,4.50105718976471,"RNU6ATAC.Pseudogene","RNU6ATAC",9,-0.15,8.85,"extreme"
"RNU11-3P",0.0579999983310699,1.46899998188019,0.120999999344349,5,3.95,"Pseudogene","RNU11",0.0225563909774436,0.172932330827068,0.0075187969924812,0.285714285714286,1.05544897713391,0.816223259704769,1.05878665872341,0.992408078201757,8.42779562241858,"RNU11.Pseudogene","RNU11",8,-0.15,7.85,"extreme"
"RNU11-6P",0.0489999987185001,1.43599998950958,0.0410000011324883,3,1.99,"Pseudogene","RNU11",0.0451127819548872,0.210526315789474,0.0075187969924812,0.323308270676692,2.11089795426782,0.993663098771023,1.05878665872341,1.12298808849146,8.20741749584708,"RNU11.Pseudogene","RNU11",8,-0.15,7.85,"extreme"
"RNU11-4P",0.0080000003799796,0.885999977588654,0.0049999998882412,2,0.89,"Pseudogene","RNU11",0.0526315789473684,0.18796992481203,0.0150375939849624,0.285714285714286,2.46271427997912,0.887199195331271,2.11757331744683,0.992408078201757,4.53444779087874,"RNU11.Pseudogene","RNU11",8,-0.15,7.85,"extreme"
"RNU12-2P",0.641499996185303,3.99199998378754,5.04500007629395,19,1.99,"Pseudogene","RNU12",0,0.166666666666667,0.0064102564102564,0.282051282051282,0,0.786649953193727,0.902683497501372,0.97968489771199,25.2767090256661,"RNU12.Pseudogene","RNU12",7,-0.15,6.85,"extreme"
"VTRNA1-1",0.0010000000474974,0.115000002086163,-0.0710000023245811,4,0,"Functional","VTRNA",0.0808080808080808,0.666666666666667,0.0202020202020202,0.757575757575758,3.78113707633158,3.14659981277491,2.84482071939826,2.63138505583799,-0.614387647617812,"VTRNA.Functional","VTRNA",6,0.15,6.15,"functional_outlier"
"VTRNA2-1",0.118000000715256,-0.0165000003762543,-0.042000001296401,14,1.45,"Functional","VTRNA",0.03125,0.3203125,0,0.5703125,1.4622366037376,1.51184287879419,0,1.98093956234804,-1.4925613108525,"VTRNA.Functional","VTRNA",6,0.15,6.15,"functional_outlier"
"TRR-CCT8-1",0.0199999995529652,0.199000000953674,-0.146999999880791,0,NA,"Functional","TRNA",0,0.295774647887324,0,0.380281690140845,0,1.39602667749873,0,1.32088117450797,-0.0534250214895404,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-CTT5-1",0.0230000000447035,0.196999996900558,-0.472000002861023,2,NA,"Functional","TRNA",0.232876712328767,1.45205479452055,0.0273972602739726,1.05479452054795,10.8966672936063,6.85355301686589,3.85804453726614,3.66375311062155,-0.0667813017398854,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-CTT7-1",0.0109999999403954,0.194999992847443,0.41100001335144,1,NA,"Functional","TRNA",0.0410958904109589,0.315068493150685,0.0136986301369863,0.36986301369863,1.92294128710699,1.48709169233883,1.92902226863307,1.28469264917899,-0.0801375819902238,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRY-ATA1-1",0.0280000008642673,0.194999992847443,-0.0020000000949949,15,NA,"Functional","TRNA",0.10752688172043,0.301075268817204,0.032258064516129,0.268817204301075,5.03135175479606,1.42104507673705,4.5425363100069,0.933717277877997,-0.0801375819902238,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAA5-1",0.0384999997913837,0.194000001996756,0.028999999165535,3,NA,"Functional","TRNA",0.0135135135135135,0.256756756756757,0,0.459459459459459,0.632318531345991,1.21186614410925,0,1.59589947710823,-0.086815647481515,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRA-AGC9-1",0.10700000077486,0.188999995589256,0.0900000035762787,3,NA,"Functional","TRNA",0,0,0.0410958904109589,0.0136986301369863,0,0,5.78706680589921,0.0475812092288513,-0.120206323229419,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-TTT2-1",0.0160000007599592,0.186000004410744,-0.34799998998642,2,NA,"Functional","TRNA",0.0958904109589041,0.575342465753425,0.0273972602739726,0.794520547945205,4.48686300324964,2.71555874253177,3.85804453726614,2.75971013527338,-0.140240644093091,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAG1-3",0.977999985218048,0.184000000357628,1.94000005722046,0,NA,"Functional","TRNA",0,0.349397590361446,0.0120481927710843,0.036144578313253,0,1.64912158862299,1.69660994711101,0.125545600254439,-0.153596924343435,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-TCC4-1",0.896499991416931,0.18299999833107,1.12450003623962,3,NA,"Functional","TRNA",0.0555555555555555,0.736111111111111,0.0555555555555555,0.625,2.59953173997796,3.47437062660563,7.82325697834522,2.17089267106634,-0.160275064468608,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-GCC1-4",0.0040000001899898,0.180000007152557,0.527999997138977,0,NA,"Functional","TRNA",0,0,0.028169014084507,0,0,0,3.96672184817504,0,-0.180309385332286,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRV-CAC8-1",0.0070000002160668,0.175999999046326,-0.0869999974966049,9,NA,"Functional","TRNA",0,0.0845070422535211,0.126760563380282,0.76056338028169,0,0.398864764999636,17.8502483167877,2.64176234901594,-0.207021945832969,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRN-GTT2-8",0.0390000008046627,0.167999997735023,1.02400004863739,2,NA,"Functional","TRNA",0,1.10810810810811,0.0405405405405405,0.716216216216216,0,5.23015914826099,5.70886320041408,2.48772565549224,-0.26044696732251,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRV-AAC1-3",0.0120000001043081,0.166999995708466,0,0,NA,"Functional","TRNA",0.0136986301369863,1.0958904109589,0.0136986301369863,1.01369863013699,0.640980429035662,5.17249284291765,1.92902226863307,3.521009482935,-0.267125107447676,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRN-GTT2-7",0.0329999998211861,0.165000006556511,0.578500002622604,4,NA,"Functional","TRNA",0.054054054054054,1.04054054054054,0.027027027027027,0.864864864864865,2.52927412538397,4.91124700507435,3.80590880027606,3.00404607455667,-0.280481288186181,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-CCC4-1",0.0049999998882412,0.158000007271767,-0.104999996721745,1,NA,"Functional","TRNA",0.323943661971831,1.88732394366197,0.197183098591549,1.12676056338028,15.1578329626884,8.90797975165854,27.7670529372253,3.91372199854214,-0.327228169550542,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-TTC4-2",0.405000001192093,0.152000002563,0.17849999666214,20,NA,"Functional","TRNA",0.0972222222222222,1.38888888888889,0,1.09722222222222,4.54918054496144,6.55541627661439,0,3.81112268920536,-0.367296960545654,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC9-1",0.0469999983906746,0.146999999880791,0.425000011920929,0,NA,"Functional","TRNA",0.0547945205479452,0.287671232876712,0.0136986301369863,0.356164383561644,2.56392171614265,1.35777937126588,1.92902226863307,1.23711143995013,-0.400687611415594,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC11-1",0.0049999998882412,0.144999995827675,-0.411999985575676,1,NA,"Functional","TRNA",0.0972222222222222,0.541666666666667,0.0138888888888888,0.680555555555556,4.54918054496144,2.55661234787961,1.95581424458631,2.36386090849446,-0.414043891665938,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-CTT6-1",0.163000002503395,0.136999994516373,0.214000001549721,62,NA,"Functional","TRNA",0.0136986301369863,0.315068493150685,0,0.452054794520548,0.640980429035662,1.48709169233883,0,1.57017990455209,-0.467468913155472,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC10-1",0.0010000000474974,0.132500000298023,0.0094999996363185,301,NA,"Functional","TRNA",0.0694444444444444,0.361111111111111,0.0555555555555555,0.305555555555556,3.24941467497246,1.70440823191974,7.82325697834522,1.06132530585466,-0.497520444206909,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRU-TCA2-1",0.139499999582767,0.123999997973442,-0.0494999997317791,3,NA,"Functional","TRNA",0.0357142857142857,0.261904761904762,0.0238095238095238,0.404761904761905,1.67112754712869,1.23616421216157,3.35282441929081,1.40591144411916,-0.554284535759029,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC12-1",0.0054999999701976,0.118000000715256,0.12899999320507,3,NA,"Functional","TRNA",0.0555555555555555,0.638888888888889,0.0277777777777777,0.611111111111111,2.59953173997796,3.01549148724262,3.91162848917261,2.12265061170931,-0.594353276998218,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
