Gene,PhastCons30_median,PhyloP100_median,PhyloP447_median,GTEX_max,ENCODE_max,Gene_Type,Gene_group,snp_density_1000genomes,snp_density_gnomad,snp_density_pangenome,snp_density_dbsnp,enrichment_intergenic_1000genomes,enrichment_intergenic_gnomad,enrichment_intergenic_pangenome,enrichment_intergenic_dbsnp
RNU1-154P,0.0020000000949949,0.187000006437302,-1.47099995613098,14.0,,Pseudogene,RNU1,0.0,0.5508982035928144,0.0059880239520958,0.3413173652694611,0.0,2.6001842764247733,0.843225303055174,1.1855413868338351
RNU1-155P,0.0010000000474974,-0.234999999403954,0.0469999983906746,5.0,,Pseudogene,RNU1,0.0222222222222222,0.2962962962962963,0.0,0.2666666666666666,1.0398126959911858,1.3984888056777365,0.0,0.9262475396549728
RNU1-15P,0.034000001847744,-0.133000001311302,-0.0325000006705523,0.0,0.0,Pseudogene,RNU1,0.0347222222222222,0.2222222222222222,0.0,0.3680555555555556,1.6247073374862275,1.048866604258302,0.0,1.2784145729612908
RNU1-16P,0.0089999996125698,0.306500002741814,0.0040000000735744,17.0,4.48,Pseudogene,RNU1,0.0121951219512195,0.1890243902439024,0.0060975609756097,0.3231707317073171,0.5706289185317482,0.8921761664270315,0.8586501561598417,1.1225103567464991
RNU1-17P,0.0525000002235174,-0.0469999983906746,0.12899999320507,0.0,0.0,Pseudogene,RNU1,0.0197368421052631,0.2434210526315789,0.0131578947368421,0.3552631578947368,0.9235178549921714,1.1489229579539957,1.852876652765974,1.2339810972377103
RNU1-18P,0.0160000007599592,0.214000001549721,0.444999992847443,0.0,1.14,Pseudogene,RNU1,0.0365853658536585,0.2256097560975609,0.0060975609756097,0.3109756097560975,1.7118867555952446,1.064855424445167,0.8586501561598417,1.080151475359839
RNU1-19P,0.0149999996647239,-0.0240000002086162,0.0469999983906746,2.0,0.75,Pseudogene,RNU1,0.0303030303030303,0.2848484848484848,0.0,0.4363636363636363,1.417926403624344,1.3444562836401874,0.0,1.5156777921626827
RNU1-2,0.987999975681305,0.284000009298325,0.0469999983906746,4.0,3848.22,Functional,RNU1,0.0,2.024390243902439,0.0426829268292682,0.9695121951219512,0.0,9.554918943670144,6.010551093118893,3.367531070239497
RNU1-20P,0.0240000002086162,-0.20099999755621,0.0455000009387732,4.0,0.0,Pseudogene,RNU1,0.0493827160493827,0.2222222222222222,0.0185185185185185,0.2901234567901234,2.3106948799804123,1.048866604258302,2.6077523261150746,1.0077230176801788
RNU1-21P,0.0140000004321337,0.246999993920326,0.580999970436096,3.0,0.15,Pseudogene,RNU1,0.0122699386503067,0.2269938650306748,0.0,0.3865030674846625,0.5741297094429859,1.0713882798098608,0.0,1.3424906824753824
RNU1-22P,0.0094999996945261,-0.028999999165535,0.0020000000949949,15.0,0.0,Pseudogene,RNU1,0.0443037974683544,0.2341772151898734,0.0189873417721519,0.430379746835443,2.073044298969769,1.105292972208907,2.6737713723458363,1.494893181088722
RNU1-23P,0.0045000000391155,0.30799999833107,0.0135000008158386,9.0,0.0,Pseudogene,RNU1,0.0138888888888888,0.2708333333333333,0.0,0.4027777777777778,0.649882934994491,1.2783061739398058,0.0,1.399019721353865
RNU1-24P,0.0199999995529652,-0.123999997973442,0.0219999998807907,11.0,0.0,Pseudogene,RNU1,0.0121212121212121,0.2606060606060606,0.006060606060606,0.4121212121212121,0.5671705614497377,1.2300344722665546,0.853446215819479,1.4314734703758671
RNU1-27P,0.346000000834465,0.898999989032745,2.00200003385544,47.0,6836.16,Pseudogene,RNU1,0.0,0.0,0.048780487804878,0.0,0.0,0.0,6.869201249278734,0.0
RNU1-28P,0.438500002026558,1.32599997520447,2.4264999628067,3.0,6836.16,Pseudogene,RNU1,0.0,0.0,0.0853658536585365,0.0,0.0,0.0,12.021102186237783,0.0
RNU1-29P,0.0179999992251396,0.211999997496605,0.199000000953674,0.0,1.59,Pseudogene,RNU1,0.0158730158730158,0.2301587301587301,0.0079365079365079,0.365079365079365,0.7427233542794183,1.0863261258389558,1.1176081397636035,1.2680769888133556
RNU1-3,0.145499996840954,0.446000009775162,0.0445000007748604,35.0,3848.22,Functional,RNU1,0.0,0.0,0.0853658536585365,0.0,0.0,0.0,12.021102186237783,0.0
RNU1-30P,0.0099999997764825,-0.233999997377396,0.0489999987185001,7.0,0.86,Pseudogene,RNU1,0.0122699386503067,0.2085889570552147,0.0061349693251533,0.1840490797546012,0.5741297094429859,0.9845189598252776,0.8639179485289205,0.6392812773692297
RNU1-31P,0.0080000003799796,-0.19200000166893,0.0394999999552965,6.0,0.72,Pseudogene,RNU1,0.0568181818181818,0.2272727272727272,0.0227272727272727,0.2670454545454545,2.658612006795645,1.072704481627809,3.2004233093230465,0.9275632321828916
RNU1-32P,0.0130000002682209,-0.0219999998807907,0.0439999997615814,2.0,0.0,Pseudogene,RNU1,0.0314465408805031,0.2830188679245283,0.0062893081761006,0.3081761006289308,1.4714330603648853,1.3358206752346302,0.8856517333975726,1.0704275812050392
RNU1-33P,0.0049999998882412,-0.114000000059605,-0.0200000004842877,2.0,0.44,Pseudogene,RNU1,0.0185185185185185,0.1234567901234567,0.0,0.2407407407407407,0.8665105799926547,0.5827036690323901,0.0,0.8361956955218505
RNU1-34P,0.0049999998882412,-0.29899999499321,0.462000012397766,2.0,4.09,Pseudogene,RNU1,0.0254777070063694,0.197452229299363,0.0127388535031847,0.3375796178343949,1.192141944448493,0.9319547216180456,1.7938678421683318,1.1725585892129031
RNU1-35P,0.0070000002160668,-0.17399999499321,0.0399999991059303,0.0,0.0,Pseudogene,RNU1,0.0130718954248366,0.196078431372549,0.0065359477124183,0.3398692810457516,0.6116545270536387,0.9254705331690902,0.9203831739229676,1.1805115701484947
RNU1-36P,0.0780000016093254,0.296000003814697,0.0430000014603138,121.0,0.44,Pseudogene,RNU1,0.0424242424242424,0.2424242424242424,0.0181818181818181,0.3151515151515151,1.9850969650740813,1.14421811373633,2.560338647458437,1.094656183228604
RNU1-38P,0.0224999999627471,0.305000007152557,0.0480000004172325,6.0,0.0,Pseudogene,RNU1,0.0347222222222222,0.25,0.0,0.2708333333333333,1.6247073374862275,1.17997492979059,0.0,0.9407201574620816
RNU1-39P,0.0149999996647239,-0.13400000333786,0.0080000003799796,32.0,5.0,Pseudogene,RNU1,0.0242424242424242,0.1757575757575757,0.0,0.3272727272727272,1.1343411228994753,0.829558132458839,0.0,1.1367583441220122
RNU1-4,0.0285000000149012,0.266000002622604,0.0469999983906746,4.0,4585.69,Functional,RNU1,0.0,0.0,0.0609756097560975,0.0060975609756097,0.0,0.0,8.586501561598416,0.0211794406933301
RNU1-40P,0.0140000004321337,-0.116500001400709,0.0640000030398369,0.0,0.0,Pseudogene,RNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-41P,0.0080000003799796,0.005499999737367,0.0640000030398369,75.0,0.41,Pseudogene,RNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-42P,0.0260000005364418,0.266999989748001,0.451999992132187,1.0,0.0,Pseudogene,RNU1,0.05625,0.4125,0.0125,0.45,2.6320258867276887,1.9469586341544736,1.7602328201276756,1.5630427231677666
RNU1-43P,0.0099999997764825,-0.0549999997019768,0.025000000372529,2.0,0.0,Pseudogene,RNU1,0.0363636363636363,0.2909090909090909,0.0181818181818181,0.4242424242424242,1.7015116843492128,1.3730617364835955,2.560338647458437,1.473575631269275
RNU1-44P,0.0149999996647239,-0.208000004291534,-0.0920000001788139,1.0,0.0,Pseudogene,RNU1,0.0429447852760736,0.2147239263803681,0.0184049079754601,0.2515337423312883,2.009453983050451,1.013475399820139,2.5917538455867617,0.8736844124046139
RNU1-45P,0.0350000001490116,0.266999989748001,0.0130000002682209,0.0,0.0,Pseudogene,RNU1,0.0212765957446808,0.2695035460992908,0.0283687943262411,0.3829787234042553,0.9955653472256032,1.2720297115473027,3.994854627240114,1.330249126100227
RNU1-46P,0.006000000052154,0.0255000004544854,0.006000000052154,0.0,0.0,Pseudogene,RNU1,0.0121951219512195,0.2012195121951219,0.0060975609756097,0.3292682926829268,0.5706289185317482,0.9497359190997432,0.8586501561598417,1.1436897974398292
RNU1-47P,0.0099999997764825,0.282999992370605,0.0430000014603138,23.0,0.43,Pseudogene,RNU1,0.0490797546012269,0.294478527607362,0.0245398773006134,0.3926380368098159,2.296518837771944,1.389909119753333,3.455671794115682,1.36380005838769
RNU1-48P,0.0040000001899898,-0.0410000011324883,0.0640000030398369,14.0,0.41,Pseudogene,RNU1,0.0,0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.042881830539582
RNU1-49P,0.0020000000949949,-0.0780000016093254,-0.0750000029802322,0.0,0.0,Pseudogene,RNU1,0.0251572327044025,0.2452830188679245,0.0125786163522012,0.3584905660377358,1.1771464482919085,1.1577112518700128,1.7713034667951453,1.2451912679323929
RNU1-51P,0.0099999997764825,0.305000007152557,0.0,6.0,1.08,Pseudogene,RNU1,0.0170454545454545,0.2272727272727272,0.0,0.4261363636363636,0.7975836020386935,1.072704481627809,0.0,1.48015409390887
RNU1-52P,0.0280000008642673,0.622500002384186,-0.214500002563,1.0,0.0,Pseudogene,RNU1,0.0365853658536585,0.2439024390243902,0.0060975609756097,0.3231707317073171,1.7118867555952446,1.151195053454234,0.8586501561598417,1.1225103567464991
RNU1-54P,0.557500004768372,0.309499993920326,0.892000019550323,1.0,0.0,Pseudogene,RNU1,0.0333333333333333,0.2083333333333333,0.0083333333333333,0.275,1.5597190439867783,0.9833124414921584,1.1734885467517835,0.9551927752691908
RNU1-55P,0.0179999992251396,0.30799999833107,-0.159999996423721,0.0,0.05,Pseudogene,RNU1,0.0379746835443038,0.2025316455696202,0.0063291139240506,0.3354430379746835,1.776895113402659,0.9559290570455412,0.8912571241152787,1.165137332319151
RNU1-56P,0.0719999969005585,0.0279999997001141,0.762000024318695,4.0,0.57,Pseudogene,RNU1,0.0,0.1707317073170731,0.0,0.2256097560975609,0.0,0.805836537417964,0.0,0.7836393056532164
RNU1-57P,0.0270000007003546,0.319000005722046,0.262999996542931,1.0,0.37,Pseudogene,RNU1,0.0,0.1746987951807229,0.0120481927710843,0.2891566265060241,0.0,0.8245607943114966,1.6966099471110123,1.0043648020355127
RNU1-58P,0.0480000004172325,0.30799999833107,0.0769999995827675,1.0,0.12,Pseudogene,RNU1,0.0306748466257668,0.2576687116564417,0.0061349693251533,0.3619631901840491,1.4353242736074647,1.2161704797841664,0.8639179485289205,1.2572531788261518
RNU1-5P,0.003000000026077,0.30799999833107,-2.22699999809265,11.0,0.69,Pseudogene,RNU1,0.0,0.4513888888888889,0.0069444444444444,0.3958333333333333,0.0,2.1305102898996764,0.977907122293153,1.3748986916753505
RNU1-61P,0.0020000000949949,0.397000014781952,-0.880999982357025,14.0,0.15,Pseudogene,RNU1,0.0331125827814569,0.7947019867549668,0.1125827814569536,0.7086092715231788,1.5493897787948132,3.7509136841025374,15.853752552143304,2.461303478718926
RNU1-62P,0.0089999996125698,0.284000009298325,0.028999999165535,2.0,0.0,Pseudogene,RNU1,0.0060975609756097,0.1951219512195122,0.0060975609756097,0.3292682926829268,0.2853144592658741,0.9209560427633874,0.8586501561598417,1.1436897974398292
RNU1-63P,0.0099999997764825,-0.131500001996756,-0.0430000014603138,4.0,0.0,Pseudogene,RNU1,0.024390243902439,0.1585365853658536,0.0060975609756097,0.2926829268292683,1.1412578370634965,0.7482767847452523,0.8586501561598417,1.016613153279848
RNU1-64P,0.0769999995827675,0.430000007152557,0.0199999995529652,6.0,0.13,Pseudogene,RNU1,0.0306748466257668,0.2392638036809816,0.0,0.3803680981595092,1.4353242736074647,1.1293011597995832,0.0,1.3211813065630749
RNU1-65P,0.0010000000474974,-0.142000004649162,-0.367500007152557,2.0,0.0,Pseudogene,RNU1,0.054054054054054,0.2635135135135135,0.0067567567567567,0.4324324324324324,2.529274125383965,1.2437573584279191,0.9514772000690138,1.5020230372783343
RNU1-67P,0.0685000009834766,0.214000001549721,0.455000013113022,13.0,10.7,Pseudogene,RNU1,0.0,0.1402439024390244,0.0060975609756097,0.2317073170731707,0.0,0.6619371557361847,0.8586501561598417,0.8048187463465466
RNU1-68P,0.0045000000391155,-0.0645000003278255,-2.39400005340576,8.0,1.44,Pseudogene,RNU1,0.0,0.3219178082191781,0.0,0.3493150684931507,0.0,1.5194197726070613,0.0,1.2133208353357092
RNU1-6P,0.0054999999701976,0.296999990940094,-2.09549999237061,12.0,0.69,Pseudogene,RNU1,0.0347222222222222,0.3819444444444444,0.0208333333333333,0.3055555555555556,1.6247073374862275,1.8027394760689568,2.933721366879459,1.0613253058546563
RNU1-70P,0.0045000000391155,-0.129000000655651,0.0304999994114041,384.0,3.78,Pseudogene,RNU1,0.0304878048780487,0.1951219512195122,0.0060975609756097,0.3048780487804878,1.4265722963293703,0.9209560427633874,0.8586501561598417,1.0589720346665086
RNU1-72P,0.0270000007003546,-0.217999994754791,0.108000002801418,13.0,7.42,Pseudogene,RNU1,0.0261437908496732,0.1437908496732026,0.0,0.2745098039215686,1.2233090541072773,0.6786783909906661,0.0,0.9534901143507074
RNU1-73P,0.0109999999403954,0.284000009298325,0.0285000000149012,4.0,1.98,Pseudogene,RNU1,0.0365853658536585,0.2073170731707317,0.0304878048780487,0.2865853658536585,1.7118867555952446,0.978515795436099,4.293250780799208,0.995433712586518
RNU1-74P,0.0309999994933605,-0.109999999403954,0.0480000004172325,4.0,0.19,Pseudogene,RNU1,0.0175438596491228,0.2573099415204678,0.0058479532163742,0.2105263157894736,0.8209047599930412,1.2144771207201397,0.8235007345626552,0.7312480576223469
RNU1-75P,0.0020000000949949,-0.17399999499321,-0.0040000001899898,9.0,0.16,Pseudogene,RNU1,0.0155038759689922,0.2403100775193798,0.0,0.3178294573643411,0.7254507181333854,1.134239467395606,0.0,1.103957823425985
RNU1-76P,0.0149999996647239,-0.180999994277954,0.0450000017881393,2.0,0.0,Pseudogene,RNU1,0.0251572327044025,0.2264150943396226,0.0062893081761006,0.3459119496855345,1.1771464482919085,1.0686565401877042,0.8856517333975726,1.2015003462505542
RNU1-77P,0.0689999982714653,0.300999999046326,0.0270000007003546,2.0,0.48,Pseudogene,RNU1,0.0185185185185185,0.2716049382716049,0.0,0.3765432098765432,0.8665105799926547,1.281948071871258,0.0,1.3078958314572533
RNU1-78P,0.003000000026077,0.305000007152557,0.0299999993294477,1.0,0.0,Pseudogene,RNU1,0.0181818181818181,0.2909090909090909,0.0,0.3757575757575757,0.8507558421746064,1.3730617364835955,0.0,1.3051669876956435
RNU1-79P,0.0010000000474974,-0.0590000003576279,-0.368999987840652,1.0,,Pseudogene,RNU1,,,,,,,,
RNU1-7P,0.159500002861023,0.214000001549721,0.462000012397766,1.0,0.0,Pseudogene,RNU1,0.0182926829268292,0.2865853658536585,0.0,0.4329268292682927,0.8559433777976223,1.352654187808725,0.0,1.5037402892264422
RNU1-80P,0.0040000001899898,0.30799999833107,0.0070000002160668,1.0,0.0,Pseudogene,RNU1,0.0248447204968944,0.3850931677018633,0.031055900621118,0.422360248447205,1.162523511046046,1.8176011340873688,4.373249242553231,1.4670380286460751
RNU1-82P,0.0099999997764825,-0.130999997258186,0.0080000003799796,19.0,0.08,Pseudogene,RNU1,0.0363636363636363,0.2909090909090909,0.006060606060606,0.4303030303030303,1.7015116843492128,1.3730617364835955,0.853446215819479,1.4946267117159788
RNU1-83P,0.0080000003799796,-0.250999987125397,0.0294999992474914,1.0,2.76,Pseudogene,RNU1,0.0182926829268292,0.2804878048780488,0.0121951219512195,0.3780487804878049,0.8559433777976223,1.3238743114723694,1.7173003123196835,1.3131253229864706
RNU1-84P,0.063000001013279,0.0649999976158142,0.358999997377396,1.0,0.0,Pseudogene,RNU1,0.048780487804878,0.2439024390243902,0.0121951219512195,0.3109756097560975,2.282515674126993,1.151195053454234,1.7173003123196835,1.080151475359839
RNU1-86P,0.0020000000949949,-0.295000001788139,0.0640000030398369,2.0,0.0,Pseudogene,RNU1,0.0,0.0,0.0,0.0129870129870129,0.0,0.0,0.0,0.0451094581000798
RNU1-88P,0.228499993681908,0.282999992370605,0.0474999994039536,5.0,0.0,Pseudogene,RNU1,0.03125,0.1796875,0.0078125,0.328125,1.462236603737605,0.8481069807869865,1.1001455125797972,1.13971865230983
RNU1-89P,0.0240000002086162,0.146999999880791,0.181999996304512,1.0,1.18,Pseudogene,RNU1,0.0548780487804878,0.3292682926829268,0.0182926829268292,0.5304878048780488,2.567830133392867,1.5541133221632162,2.575950468479525,1.842611340319725
RNU1-8P,0.0089999996125698,-0.0469999983906746,0.0469999983906746,2.0,0.0,Pseudogene,RNU1,0.0181818181818181,0.2181818181818181,0.0,0.2181818181818181,0.8507558421746064,1.0297963023626968,0.0,0.7578388960813414
RNU1-91P,0.0020000000949949,-0.229000002145767,0.0070000002160668,5.0,3.22,Pseudogene,RNU1,0.0184049079754601,0.2269938650306748,0.0061349693251533,0.3312883435582822,0.8611945641644789,1.0713882798098608,0.8639179485289205,1.150706299264613
RNU1-93P,0.0199999995529652,-0.0790000036358833,0.284000009298325,2.0,1.08,Pseudogene,RNU1,0.0532544378698224,0.1834319526627219,0.0,0.1893491124260355,2.4918588276711846,0.8657804218581844,0.0,0.6576905607017558
RNU1-94P,0.0590000003576279,0.263999998569489,0.61599999666214,6.0,0.7,Pseudogene,RNU1,0.0462427745664739,0.2254335260115607,0.0173410404624277,0.3294797687861271,2.1637720841435075,1.064023636111746,2.441941484570185,1.1444243445158986
RNU1-95P,0.17850000411272,0.0090000003110617,0.0640000030398369,0.0,0.0,Pseudogene,RNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-96P,0.0709999985992908,0.214000001549721,0.033500000834465,1.0,0.0,Pseudogene,RNU1,0.0432098765432098,0.2222222222222222,0.0,0.2345679012345679,2.0218580199828606,1.048866604258302,0.0,0.8147547802520594
RNU1-97P,0.229000002145767,-0.0500000007450581,0.0640000030398369,0.0,0.0,Pseudogene,RNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-98P,0.0075000002980232,-0.240000002086163,0.0125000006519258,7.0,0.0,Pseudogene,RNU1,0.03125,0.225,0.0,0.36875,1.462236603737605,1.0619774368115311,0.0,1.2808266759291422
