"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","snp_density_1000genomes","snp_density_gnomad","snp_density_pangenome","snp_density_dbsnp","enrichment_intergenic_1000genomes","enrichment_intergenic_gnomad","enrichment_intergenic_pangenome","enrichment_intergenic_dbsnp","Z_score","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","Outlier_category"
"RN7SL81P",0.0020000000949949,-0.155000001192093,0.264999985694885,23,44.03,"Pseudogene","RN7SL",0.0191570881226053,0.229885057471264,0.0114942528735632,0.363984674329502,0.896390255164815,1.08503441819824,1.61860489207143,1.26427465901182,5.40654777637661,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL359P",0.0160000007599592,0.305000007152557,-0.216499999165535,4,42.08,"Pseudogene","RN7SL",0.0451388888888888,0.239583333333333,0.0104166666666666,0.267361111111111,2.1121195387321,1.13080930771598,1.46686068343973,0.928659642622824,5.16710266704356,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL657P",0.0329999998211861,0.105999998748302,0.046000000089407,59,40.23,"Pseudogene","RN7SL",0.030716723549488,0.245733788395904,0.0068259385665529,0.488054607508532,1.43728376067041,1.15983883883853,0.961219287441734,1.69522267283269,4.93993679408656,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL731P",0.0179999992251396,0.146999999880791,0.096000000834465,1297,39.68,"Pseudogene","RN7SL",0.0068259385665529,0.344709897610922,0.0068259385665529,0.358361774744027,0.319396391260091,1.62699614892627,0.961219287441734,1.24474392061142,4.87240099401826,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL698P",0.0084999999962747,0.30799999833107,-0.215000003576279,3,39.51,"Pseudogene","RN7SL",0.0364238410596026,0.211920529801325,0.0066225165562913,0.314569536423841,1.70432875667429,1.00024364909401,0.932573679537841,1.09263472186121,4.85152629217897,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL674P",0.0384999997913837,-0.304000005125999,0.096000000834465,71,39.15,"Pseudogene","RN7SL",0.029090909090909,0.261818181818182,0.0109090909090909,0.258181818181818,1.36120934747937,1.23575556283524,1.53620318847506,0.896776027029587,4.80732104122517,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL648P",0.006000000052154,0.29899999499321,0.0820000022649765,8,35.23,"Pseudogene","RN7SL",0,0.166112956810631,0.0033222591362126,0.262458471760797,0,0.784036498199728,0.467835965482439,0.91163067648766,4.32597497528385,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"extreme"
"RN7SL396P",0.027500000782311,0.145999997854233,-0.345499992370605,7,23.71,"Pseudogene","RN7SL",0.0440677966101694,0.247457627118644,0.023728813559322,0.332203389830508,2.06200144798252,1.16797518474187,3.34145891278474,1.15388464685831,2.91140694476242,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL431P",0.0439999997615814,-0.135000005364418,0.0280000008642673,295,23.09,"Pseudogene","RN7SL",0.0327868852459016,0.20327868852459,0.0032786885245901,0.222950819672131,1.53414987933126,0.959455024878906,0.461700411836767,0.774403680695141,2.83527567923089,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL192P",0.017000000923872,0.30799999833107,-0.025000000372529,9,21.5,"Pseudogene","RN7SL",0.0468227424749163,0.22742474916388,0.0066889632107023,0.337792642140468,2.19090969389447,1.07342200970917,0.941930606088388,1.17329851386061,2.64003582085163,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL288P",0.0040000001899898,-0.10700000077486,0.0130000002682209,3,19.7,"Pseudogene","RN7SL",0.0274914089347079,0.199312714776632,0.0034364261168384,0.302405498281787,1.28636622184477,0.940736026499714,0.483912802784241,1.05038380785615,2.41900956608265,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL368P",0.108999997377396,0.206000000238419,0.0469999983906746,18,19.63,"Pseudogene","RN7SL",0.0324909747292418,0.205776173285199,0,0.299638989169675,1.52030376128675,0.971242902499114,0,1.04077453688668,2.41041410061942,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL449P",0.0149999996647239,0.30799999833107,0.0325000006705523,12,18.44,"Pseudogene","RN7SL",0.0209790209790209,0.202797202797203,0,0.346153846153846,0.981641356355315,0.95718246052943,0,1.2023405562829,2.26429118774437,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL145P",0.0500000007450581,-0.028999999165535,0.0489999987185001,24,18.37,"Pseudogene","RN7SL",0.0202702702702702,0.209459459459459,0.0033783783783783,0.341216216216216,0.948477797018987,0.988627643878602,0.475738600034507,1.18519005285244,2.25569572228114,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL558P",0.0020000000949949,-0.141000002622604,-0.25,14,16.56,"Pseudogene","RN7SL",0.0301003344481605,0.204013377926421,0.0033444816053511,0.317725752508361,1.40844194607502,0.962922685180281,0.470965303044194,1.1035976120471,2.03344154387456,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SL246P",0.194999992847443,0.206000000238419,0.462000012397766,5,16.36,"Pseudogene","RN7SL",0.0236486486486486,0.226351351351351,0,0.351351351351351,1.10655742985548,1.06835567967526,0,1.22039371778865,2.00888307112245,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,"significant"
"RN7SKP255",0.0020000000949949,0,0,17,81.36,"Pseudogene","RN7SK",0.060702875399361,0.29073482428115,0.0127795527156549,0.399361022364217,2.8403829235542,1.37223921547532,1.79959904933181,1.38715186649607,9.9903867155576,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,"extreme"
"RN7SKP95",0.0430000014603138,0.305000007152557,0.0480000004172325,9,16.71,"Pseudogene","RN7SK",0.0396039603960396,0.273927392739274,0.0066006600660066,0.399339933993399,1.85313153741003,1.29290982406098,0.929495878615274,1.38707861755262,2.05186039843864,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,"significant"
