"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","snp_count_1000genomes","snp_density_1000genomes","flank_count_1000genomes","flank_density_1000genomes","enrichment_1000genomes","snp_count_gnomad","snp_density_gnomad","flank_count_gnomad","flank_density_gnomad","enrichment_gnomad","snp_count_pangenome","snp_density_pangenome","flank_count_pangenome","flank_density_pangenome","enrichment_pangenome","snp_count_dbsnp","snp_density_dbsnp","flank_count_dbsnp","flank_density_dbsnp","enrichment_dbsnp","intergenic_density_1000genomes","enrichment_intergenic_1000genomes","intergenic_density_gnomad","enrichment_intergenic_gnomad","intergenic_density_pangenome","enrichment_intergenic_pangenome","intergenic_density_dbsnp","enrichment_intergenic_dbsnp","locus_type","gene_type"
"RN7SL451P","RN7SL","chr1",8979576,8979874,299,29899,6,0.020066889632107,79,0.0026422288370848,7.594682697599594,169,0.5652173913043478,1192,0.0398675540987992,14.177378173329442,1,0.0033444816053511,372,0.0124418876885514,0.2688082137591254,120,0.4013377926421405,11289,0.3775711562259607,1.0629461123400974,0.0213713703515028,0.9389612973833448,0.2118689081338088,2.667769406483073,0.0071013333333333,0.4709653030441941,0.2879,1.394018036270026,"pseudogene","pseudogene"
"RN7SKP269","RN7SK","chr1",9947318,9947636,319,31899,11,0.0344827586206896,72,0.0022571240477757,15.277298850574711,69,0.2163009404388714,587,0.0184018307783943,11.754316352742013,1,0.0031347962382445,248,0.0077745383867832,0.4032131661442006,106,0.3322884012539185,11530,0.3614533370952068,0.9193120304942536,0.0213713703515028,1.6135024592966674,0.2118689081338088,1.020918748031984,0.0071013333333333,0.4414376978376615,0.2879,1.154179927939974,"pseudogene","pseudogene"
"RNU6-828P","RNU6","chr1",10163268,10163374,107,10699,3,0.02803738317757,23,0.0021497336199644,13.04225924420967,25,0.2336448598130841,243,0.0227124030283204,10.287104342140688,0,0.0,78,0.0072904009720534,0.0,38,0.3551401869158878,3670,0.3430227124030283,1.0353255748809491,0.0213713703515028,1.3119132145683183,0.2118689081338088,1.1027803082155048,0.0071013333333333,0.0,0.2879,1.2335539663629311,"pseudogene","pseudogene"
"RNU6-37P","RNU6","chr1",10298966,10299072,107,10699,4,0.0373831775700934,25,0.0023366669782222,15.998504672897194,62,0.5794392523364486,225,0.0210300028040003,27.55298026998961,1,0.0093457943925233,59,0.0055145340686045,1.6947568509424993,52,0.4859813084112149,3581,0.334704177960557,1.451972638562298,0.0213713703515028,1.7492176194244242,0.2118689081338088,2.7348951643744512,0.0071013333333333,1.3160619215907854,0.2879,1.6880212171282214,"pseudogene","pseudogene"
"RN7SL731P","RN7SL","chr1",10306465,10306757,293,29299,2,0.0068259385665529,89,0.0030376463360524,2.247114315297005,101,0.3447098976109215,831,0.0283627427557254,12.15361647425077,2,0.0068259385665529,209,0.0071333492610669,0.9569051390499208,105,0.3583617747440273,10033,0.3424348953889211,1.046510678583201,0.0213713703515028,0.3193963912600912,0.2118689081338088,1.6269961489262743,0.0071013333333333,0.961219287441734,0.2879,1.2447439206114184,"pseudogene","pseudogene"
"RN7SL614P","RN7SL","chr1",10616836,10617115,280,28000,12,0.0428571428571428,85,0.0030357142857142,14.117647058823527,85,0.3035714285714285,627,0.0223928571428571,13.556618819776714,4,0.0142857142857142,185,0.0066071428571428,2.162162162162162,110,0.3928571428571428,9746,0.3480714285714286,1.128668171557562,0.0213713703515028,2.005353056554429,0.2118689081338088,1.4328267004600022,0.0071013333333333,2.0116946515744862,0.2879,1.364561107527415,"pseudogene","pseudogene"
"RNU6-537P","RNU6","chr1",11152350,11152452,103,10299,8,0.0776699029126213,35,0.0033983881930284,22.85492371705964,42,0.4077669902912621,212,0.0205845227692008,19.80939732551749,3,0.029126213592233,66,0.0064083891639965,4.5450132391879965,28,0.2718446601941747,3451,0.3350810758326051,0.8112802536481616,0.0213713703515028,3.63429680152259,0.2118689081338088,1.924619302959409,0.0071013333333333,4.101513367287788,0.2879,0.9442329287744868,"pseudogene","pseudogene"
"RNU6-291P","RNU6","chr1",11226254,11226360,107,10699,3,0.02803738317757,20,0.0018693335825778,14.99859813084112,35,0.3271028037383177,205,0.0191606692214225,17.07157510827445,0,0.0,87,0.0081316010842134,0.0,47,0.4392523364485981,3800,0.3551733806897841,1.2367265125430398,0.0213713703515028,1.3119132145683183,0.2118689081338088,1.5438924315017064,0.0071013333333333,0.0,0.2879,1.5257114847120463,"pseudogene","pseudogene"
"RNU5E-1","RNU5","chr1",11908152,11908272,121,12099,73,0.6033057851239669,240,0.0198363501115794,30.41415289256198,329,2.71900826446281,1786,0.1476155054136705,18.419530230535017,17,0.140495867768595,181,0.0149599140424828,9.39148897310625,189,1.56198347107438,5421,0.4480535581453013,3.48615348026728,0.0213713703515028,28.2296256721574,0.2118689081338088,12.833446343838151,0.0071013333333333,19.784435003087925,0.2879,5.425437551491421,"RNA, small nuclear","functional"
"RNU5E-4P","RNU5","chr1",11909808,11909927,120,12000,29,0.2416666666666666,284,0.0236666666666666,10.211267605633804,164,1.3666666666666667,1951,0.1625833333333333,8.40594566888775,12,0.1,183,0.01525,6.557377049180328,136,1.1333333333333333,5447,0.4539166666666667,2.496787222324215,0.0213713703515028,11.307963068904144,0.2118689081338088,6.450529616188559,0.0071013333333333,14.081862561021405,0.2879,3.9365520435336334,"pseudogene","pseudogene"
"RN7SL649P","RN7SL","chr1",12036740,12037014,275,27499,8,0.029090909090909,100,0.0036364958725771,7.999709090909091,57,0.2072727272727272,690,0.0250918215207825,8.260569169960474,5,0.0181818181818181,270,0.0098185388559583,1.851784511784512,87,0.3163636363636363,10629,0.3865231462962289,0.8184856182485309,0.0213713703515028,1.3612093474793705,0.2118689081338088,0.978306487244562,0.0071013333333333,2.560338647458437,0.2879,1.098866399317945,"pseudogene","pseudogene"
"RNU6-777P","RNU6","chr1",12077881,12077984,104,10400,6,0.0576923076923076,29,0.0027884615384615,20.6896551724138,34,0.3269230769230769,205,0.0197115384615384,16.585365853658537,3,0.0288461538461538,150,0.0144230769230769,2.0,39,0.375,3701,0.3558653846153846,1.053769251553634,0.0213713703515028,2.6995137299771166,0.2118689081338088,1.5430441389569254,0.0071013333333333,4.062075738756175,0.2879,1.3025356026398056,"pseudogene","pseudogene"
"RNU6ATAC18P","RNU6ATAC","chr1",12569972,12570072,101,10099,2,0.0198019801980198,23,0.0022774532131894,8.69479121825226,19,0.1881188118811881,201,0.0199029606891771,9.45180040392099,0,0.0,102,0.0101000099019704,0.0,32,0.3168316831683168,3452,0.3418160213882563,0.926907059187958,0.0213713703515028,0.926565768705017,0.2118689081338088,0.8879019273671767,0.0071013333333333,0.0,0.2879,1.10049212632274,"pseudogene","pseudogene"
"RNU6-1072P","RNU6","chr1",12922554,12922660,107,10699,0,0.0,0,0.0,0.0,22,0.205607476635514,480,0.0448640059818674,4.582904984423676,1,0.0093457943925233,137,0.012804935040658,0.7298587898219524,43,0.4018691588785046,4235,0.3958313861108515,1.0152533957121892,0.0213713703515028,0.0,0.2118689081338088,0.970446671229644,0.0071013333333333,1.3160619215907854,0.2879,1.3958636987791062,"pseudogene","pseudogene"
"RNU6-771P","RNU6","chr1",13279125,13279231,107,10699,0,0.0,0,0.0,0.0,31,0.2897196261682243,389,0.0363585381811384,7.96840689042116,2,0.0186915887850467,156,0.0145808019441069,1.2819314641744548,48,0.4485981308411215,3259,0.3046079072810543,1.472706781794771,0.0213713703515028,0.0,0.2118689081338088,1.3674475821872256,0.0071013333333333,2.6321238431815708,0.2879,1.5581734311952813,"pseudogene","pseudogene"
"RNU6-1265P","RNU6","chr1",14124233,14124335,103,10299,5,0.0485436893203883,37,0.0035925818040586,13.51220152191026,27,0.2621359223300971,235,0.0228177492960481,11.488246230117744,1,0.0097087378640776,111,0.0107777454121759,0.9008134347940172,44,0.4271844660194174,3669,0.3562481794348966,1.1991204185156663,0.0213713703515028,2.271435500951619,0.2118689081338088,1.2372552661881917,0.0071013333333333,1.3671711224292624,0.2879,1.4837946023599078,"pseudogene","pseudogene"
"RNU7-179P","RNU7","chr1",15608078,15608145,68,6800,2,0.0294117647058823,16,0.0023529411764705,12.500000000000002,19,0.2794117647058823,422,0.0620588235294117,4.502369668246446,0,0.0,60,0.0088235294117647,0.0,20,0.2941176470588235,2445,0.3595588235294117,0.8179959100204499,0.0213713703515028,1.3762226858706867,0.2118689081338088,1.3187955097659536,0.0071013333333333,0.0,0.2879,1.0215965510900435,"pseudogene","pseudogene"
"RNU1-1","RNU1","chr1",16514122,16514285,164,16400,1,0.0060975609756097,63,0.0038414634146341,1.5873015873015874,257,1.5670731707317074,1373,0.0837195121951219,18.71813546977421,6,0.0365853658536585,239,0.0145731707317073,2.510460251046025,160,0.975609756097561,6014,0.3667073170731707,2.660458929165281,0.0213713703515028,0.2853144592658741,0.2118689081338088,7.396428218443455,0.0071013333333333,5.15190093695905,0.2879,3.388710510932828,"RNA, small nuclear","functional"
"TRN-GTT5-1","TRNA","chr1",16520585,16520658,74,7400,4,0.054054054054054,36,0.0048648648648648,11.111111111111112,52,0.7027027027027027,265,0.0358108108108108,19.62264150943396,0,0.0,76,0.0102702702702702,0.0,47,0.6351351351351351,2267,0.3063513513513513,2.0732245258050286,0.0213713703515028,2.529274125383965,0.2118689081338088,3.316686289141118,0.0071013333333333,0.0,0.2879,2.2060963360025534,"RNA, transfer","functional"
"RNU1-6P","RNU1","chr1",16534081,16534224,144,14400,5,0.0347222222222222,16,0.0011111111111111,31.25,55,0.3819444444444444,1237,0.0859027777777777,4.44624090541633,3,0.0208333333333333,198,0.01375,1.5151515151515151,44,0.3055555555555556,5671,0.3938194444444444,0.7758772703226945,0.0213713703515028,1.6247073374862275,0.2118689081338088,1.8027394760689568,0.0071013333333333,2.933721366879459,0.2879,1.0613253058546563,"pseudogene","pseudogene"
"TRE-TTC4-1","TRNA","chr1",16535279,16535350,72,7200,0,0.0,21,0.0029166666666666,0.0,122,1.6944444444444444,1170,0.1625,10.427350427350428,1,0.0138888888888888,97,0.0134722222222222,1.0309278350515465,66,0.9166666666666666,3018,0.4191666666666667,2.1868787276341948,0.0213713703515028,0.0,0.2118689081338088,7.997607857469554,0.0071013333333333,1.955814244586306,0.2879,3.183975917563969,"RNA, transfer","functional"
"TRG-CCC1-1","TRNA","chr1",16545939,16546009,71,7099,0,0.0,3,0.0004225947316523,0.0,144,2.028169014084507,956,0.1346668544865474,15.060639990571042,4,0.056338028169014,111,0.0156360050711367,3.60309605380028,76,1.0704225352112675,2674,0.3766727708127905,2.8417836864116635,0.0213713703515028,0.0,0.2118689081338088,9.572754359991263,0.0071013333333333,7.9334436963500865,0.2879,3.7180358986150313,"RNA, transfer","functional"
"TRV-CAC11-1","TRNA","chr1",16547665,16547737,73,7299,1,0.0136986301369863,2,0.0002740101383751,49.9931506849315,82,1.1232876712328768,1018,0.139471160432936,8.053906397179535,1,0.0136986301369863,131,0.0179476640635703,0.763254208930252,54,0.7397260273972602,2821,0.3864913001781065,1.913952596232756,0.0213713703515028,0.6409804290356623,0.2118689081338088,5.301805163990597,0.0071013333333333,1.929022268633069,0.2879,2.5693852983579726,"pseudogene","pseudogene"
"RNU1-3","RNU1","chr1",16666785,16666948,164,16400,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14,0.0853658536585365,1335,0.0814024390243902,1.0486891385767791,0,0.0,1754,0.1069512195121951,0.0,0.0213713703515028,0.0,0.2118689081338088,0.0,0.0071013333333333,12.021102186237783,0.2879,0.0,"RNA, small nuclear","functional"
"TRG-CCC4-1","TRNA","chr1",16678271,16678341,71,7099,23,0.323943661971831,47,0.0066206507958867,48.92927779442613,134,1.887323943661972,331,0.0466262853923087,40.477681800774434,14,0.1971830985915492,521,0.0733906183969573,2.6867616447243923,80,1.1267605633802815,2416,0.3403296238906888,3.310791903740323,0.0213713703515028,15.157832962688412,0.2118689081338088,8.907979751658539,0.0071013333333333,27.7670529372253,0.2879,3.913721998542139,"RNA, transfer","functional"
"TRV-CAC13-1","TRNA","chr1",16725566,16725638,73,7299,5,0.0684931506849315,125,0.0171256336484449,3.99945205479452,53,0.726027397260274,1268,0.173722427729826,4.179238148740332,13,0.1780821917808219,337,0.0461707083162077,3.857038331775131,23,0.3150684931506849,2554,0.3499109467050281,0.9004247969878031,0.0213713703515028,3.204902145178312,0.2118689081338088,3.4267765084329467,0.0071013333333333,25.07728949222989,0.2879,1.094367812263581,"RNA, transfer","functional"
"TRG-CCC5-1","TRNA","chr1",16727285,16727355,71,7099,10,0.1408450704225352,120,0.0169037892660938,8.332159624413146,165,2.323943661971831,1156,0.1628398365967037,14.271346069496564,10,0.1408450704225352,381,0.0536695309198478,2.624302243909652,67,0.943661971830986,2527,0.3559656289618256,2.650991823517281,0.0213713703515028,6.590362157690613,0.2118689081338088,10.968781037489991,0.0071013333333333,19.83360924087522,0.2879,3.277742173779041,"RNA, transfer","functional"
"RNU1-4","RNU1","chr1",16740516,16740679,164,16400,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,10,0.0609756097560975,923,0.056280487804878,1.0834236186348862,1,0.0060975609756097,2595,0.1582317073170731,0.0385356454720616,0.0213713703515028,0.0,0.2118689081338088,0.0,0.0071013333333333,8.586501561598416,0.2879,0.0211794406933301,"RNA, small nuclear","functional"
"TRV-CAC11-2","TRNA","chr1",16860198,16860270,73,7299,0,0.0,5,0.0006850253459377,0.0,88,1.2054794520547945,843,0.115495273325113,10.43747867206162,4,0.0547945205479452,318,0.043567612001644,1.257689325407082,63,0.863013698630137,2518,0.3449787642142759,2.5016429651713143,0.0213713703515028,0.0,0.2118689081338088,5.68974212720942,0.0071013333333333,7.716089074532276,0.2879,2.9976161814176345,"pseudogene","pseudogene"
"TRG-CCC1-2","TRNA","chr1",16861921,16861991,71,7099,0,0.0,5,0.0007043245527539,0.0,125,1.7605633802816902,806,0.1135371179039301,15.50650054171181,2,0.028169014084507,293,0.041273418791379,0.6824977166754795,69,0.971830985915493,2574,0.3625862797577123,2.680275123937096,0.0213713703515028,0.0,0.2118689081338088,8.309682604159086,0.0071013333333333,3.9667218481750433,0.2879,3.3755852237425947,"RNA, transfer","functional"
"TRE-TTC3-1","TRNA","chr1",16872583,16872654,72,7200,0,0.0,1,0.0001388888888888,0.0,150,2.083333333333333,1405,0.1951388888888889,10.676156583629894,4,0.0555555555555555,164,0.0227777777777777,2.4390243902439024,69,0.9583333333333334,3114,0.4325,2.215799614643545,0.0213713703515028,0.0,0.2118689081338088,9.833124414921585,0.0071013333333333,7.823256978345224,0.2879,3.328702095635059,"RNA, transfer","functional"
"RNU1-5P","RNU1","chr1",16873708,16873851,144,14400,0,0.0,1,6.944444444444444e-05,0.0,65,0.4513888888888889,1490,0.1034722222222222,4.362416107382551,1,0.0069444444444444,349,0.0242361111111111,0.2865329512893982,57,0.3958333333333333,5802,0.4029166666666666,0.9824198552223372,0.0213713703515028,0.0,0.2118689081338088,2.1305102898996764,0.0071013333333333,0.977907122293153,0.2879,1.3748986916753505,"pseudogene","pseudogene"
"TRN-GTT4-1","TRNA","chr1",16889677,16889750,74,7400,13,0.1756756756756756,28,0.0037837837837837,46.42857142857143,77,1.0405405405405406,321,0.0433783783783783,23.98753894080997,5,0.0675675675675675,98,0.0132432432432432,5.1020408163265305,55,0.7432432432432432,2522,0.3408108108108108,2.180808881839809,0.0213713703515028,8.220140907497887,0.2118689081338088,4.911247005074348,0.0071013333333333,9.514772000690138,0.2879,2.581602095322137,"RNA, transfer","functional"
"RNU1-2","RNU1","chr1",16895980,16896143,164,16400,0,0.0,66,0.0040243902439024,0.0,332,2.024390243902439,1748,0.1065853658536585,18.993135011441648,7,0.0426829268292682,373,0.0227439024390243,1.8766756032171583,159,0.9695121951219512,6481,0.3951829268292683,2.453325104150594,0.0213713703515028,0.0,0.2118689081338088,9.554918943670144,0.0071013333333333,6.010551093118893,0.2879,3.367531070239497,"RNA, small nuclear","functional"
"RNU6-1099P","RNU6","chr1",19305076,19305182,107,10699,5,0.0467289719626168,32,0.0029909337321244,15.623539719626168,27,0.2523364485981308,214,0.0200018693335825,12.615643287623373,0,0.0,83,0.0077577343676979,0.0,30,0.2803738317757009,2631,0.245910832788111,1.1401442896876564,0.0213713703515028,2.1865220242805306,0.2118689081338088,1.191002732872745,0.0071013333333333,0.0,0.2879,0.9738583944970508,"pseudogene","pseudogene"
"RN7SL277P","RN7SL","chr1",19424384,19424671,288,28800,13,0.0451388888888888,88,0.0030555555555555,14.772727272727272,69,0.2395833333333333,654,0.0227083333333333,10.55045871559633,6,0.0208333333333333,245,0.0085069444444444,2.4489795918367347,74,0.2569444444444444,6828,0.2370833333333333,1.0837727006444051,0.0213713703515028,2.112119538732096,0.2118689081338088,1.1308093077159822,0.0071013333333333,2.933721366879459,0.2879,0.8924780981050519,"pseudogene","pseudogene"
"RNU4-28P","RNU4","chr1",19510593,19510733,141,14099,4,0.0283687943262411,33,0.0023405915313142,12.120352460777992,48,0.3404255319148936,283,0.0200723455564224,16.959927824975566,1,0.0070921985815602,150,0.0106390524150648,0.6666193853427895,40,0.2836879432624113,3295,0.2337045180509256,1.2138744497896017,0.0213713703515028,1.327420462967471,0.2118689081338088,1.6067743724808037,0.0071013333333333,0.9987136568100288,0.2879,0.9853697230372052,"pseudogene","pseudogene"
"RN7SL304P","RN7SL","chr1",19970969,19971269,301,30099,17,0.0564784053156146,88,0.0029236851722648,19.317540018121417,84,0.2790697674418604,640,0.0212631648891989,13.124563953488371,5,0.0166112956810631,297,0.0098674374563939,1.6834457532131952,84,0.2790697674418604,7526,0.2500415296189242,1.116093665988913,0.0213713703515028,2.642713330343047,0.2118689081338088,1.3171813169755424,0.0071013333333333,2.339179827412193,0.2879,0.9693288205691576,"pseudogene","pseudogene"
"RNU7-200P","RNU7","chr1",20841241,20841302,62,6200,0,0.0,12,0.0019354838709677,0.0,18,0.2903225806451613,98,0.0158064516129032,18.36734693877551,0,0.0,46,0.0074193548387096,0.0,16,0.2580645161290322,1434,0.2312903225806451,1.1157601115760112,0.0213713703515028,0.0,0.2118689081338088,1.3702934668535884,0.0071013333333333,0.0,0.2879,0.8963685867628769,"pseudogene","pseudogene"
"RN7SL386P","RN7SL","chr1",21987481,21987777,297,29699,2,0.0067340067340067,101,0.0034007879053166,1.98013134646798,84,0.2828282828282828,1164,0.0391932388295902,7.216251865736401,9,0.0303030303030303,846,0.0284858076029495,1.0637939680492872,108,0.3636363636363636,12350,0.415838917135257,0.8744644828855356,0.0213713703515028,0.3150947563609653,0.2118689081338088,1.3349211326923849,0.0071013333333333,4.267231079097395,0.2879,1.2630648268022358,"pseudogene","pseudogene"
"RNU6-1022P","RNU6","chr1",21987816,21987919,104,10400,3,0.0288461538461538,100,0.0096153846153846,3.0,35,0.3365384615384615,1213,0.1166346153846153,2.8854080791426218,2,0.0192307692307692,253,0.024326923076923,0.790513833992095,44,0.4230769230769231,4343,0.4175961538461538,1.0131245682707806,0.0213713703515028,1.3497568649885583,0.2118689081338088,1.5884277901027175,0.0071013333333333,2.708050492504116,0.2879,1.4695273465679857,"pseudogene","pseudogene"
"RN7SL186P","RN7SL","chr1",22010650,22010946,297,29699,1,0.0033670033670033,72,0.0024243240513148,1.388842124953236,71,0.239057239057239,1037,0.0349170005724098,6.846442567754043,5,0.0168350168350168,896,0.0301693659719182,0.5580169252044251,94,0.3164983164983165,12206,0.4109902690326273,0.7700871294186057,0.0213713703515028,0.1575473781804826,0.2118689081338088,1.1283261954899917,0.0071013333333333,2.370683932831886,0.2879,1.0993342011056495,"pseudogene","pseudogene"
"RNU6-776P","RNU6","chr1",22010985,22011088,104,10400,2,0.0192307692307692,71,0.006826923076923,2.8169014084507045,33,0.3173076923076923,1075,0.1033653846153846,3.069767441860465,2,0.0192307692307692,361,0.0347115384615384,0.554016620498615,41,0.3942307692307692,3913,0.37625,1.0477894198824431,0.0213713703515028,0.8998379099923722,0.2118689081338088,1.4976604878111337,0.0071013333333333,2.708050492504116,0.2879,1.3693323002110775,"pseudogene","pseudogene"
"RNU6-514P","RNU6","chr1",23162704,23162810,107,10699,1,0.0093457943925233,53,0.0049537339938311,1.8866161170869336,28,0.2616822429906542,718,0.0671090756145434,3.899356988519511,1,0.0093457943925233,83,0.0077577343676979,1.2047066771759936,44,0.411214953271028,3837,0.358631647817553,1.1466220445782458,0.0213713703515028,0.437304404856106,0.2118689081338088,1.235113945201365,0.0071013333333333,1.3160619215907854,0.2879,1.4283256452623412,"pseudogene","pseudogene"
"RNU6-135P","RNU6","chr1",23163953,23164053,101,10099,1,0.0099009900990099,53,0.0052480443608278,1.886605641696245,20,0.198019801980198,726,0.0718883057728488,2.7545481820909363,0,0.0,70,0.0069313793444895,0.0,40,0.396039603960396,3733,0.3696405584711357,1.071418151726772,0.0213713703515028,0.4632828843525085,0.2118689081338088,0.9346336077549228,0.0071013333333333,0.0,0.2879,1.375615157903425,"pseudogene","pseudogene"
"RNU6-1208P","RNU6","chr1",24777873,24777979,107,10699,3,0.02803738317757,21,0.0019628002617067,14.284379172229638,19,0.1775700934579439,211,0.0197214692961959,9.00389777206892,1,0.0093457943925233,50,0.0046733339564445,1.9998130841121493,32,0.2990654205607476,3675,0.3434900457986727,0.870666920973997,0.0213713703515028,1.3119132145683183,0.2118689081338088,0.8381130342437836,0.0071013333333333,1.3160619215907854,0.2879,1.0387822874635209,"pseudogene","pseudogene"
"RNU6-110P","RNU6","chr1",25964197,25964300,104,10400,5,0.048076923076923,37,0.0035576923076923,13.513513513513514,27,0.2596153846153846,225,0.0216346153846153,12.000000000000002,3,0.0288461538461538,75,0.0072115384615384,4.0,27,0.2596153846153846,2389,0.2297115384615384,1.1301799916282964,0.0213713703515028,2.24959477498093,0.2118689081338088,1.225358580936382,0.0071013333333333,4.062075738756175,0.2879,0.9017554172121732,"pseudogene","pseudogene"
"RN7SL679P","RN7SL","chr1",26593243,26593546,304,30400,4,0.0131578947368421,79,0.0025986842105263,5.063291139240506,68,0.2236842105263158,1064,0.035,6.390977443609022,1,0.0032894736842105,278,0.0091447368421052,0.3597122302158273,64,0.2105263157894736,7302,0.2401973684210526,0.8764721993974253,0.0213713703515028,0.6156785699947809,0.2118689081338088,1.055767042444212,0.0071013333333333,0.4632191631914935,0.2879,0.7312480576223469,"pseudogene","pseudogene"
