Gene,Max_TPM,Max_FPKM
RNU6-35P,0.0,0.0
RNU6-1084P,0.62,0.36
RNU6-1271P,0.0,0.0
RNU6-768P,0.0,0.0
RNU6-156P,0.0,0.0
RNU6-1026P,0.0,0.0
RNU6-1261P,0.0,0.0
RNU6-641P,0.0,0.0
RNU6-987P,0.0,0.0
RNU6-329P,0.0,0.0
RNU6-75P,0.0,0.0
RNU6-1150P,0.0,0.0
RNU6-1236P,0.0,0.0
RNU6-1102P,0.0,0.0
RNU6-420P,0.0,0.0
RNU6-837P,0.15,0.08
RNU6-422P,0.0,0.0
RNU6-488P,0.0,0.0
RNU6-1124P,0.0,0.0
RNU6-784P,0.54,0.31
RNU6-256P,0.0,0.0
RNU6-66P,0.0,0.0
RNU6-601P,0.0,0.0
RNU6-1330P,0.0,0.0
RNU6-450P,0.0,0.0
RNU6-1074P,0.0,0.0
RNU6-1248P,1.71,0.99
RNU6-411P,0.15,0.09
RNU6-473P,0.0,0.0
RNU6-1135P,0.44,0.25
RNU6-839P,0.0,0.0
RNU6-895P,0.0,0.0
RNU6-180P,0.0,0.0
RNU6-1196P,0.0,0.0
RNU6-462P,0.0,0.0
RNU6-257P,0.0,0.0
RNU6-483P,0.71,0.42
RNU6-441P,0.0,0.0
RNU6-613P,0.0,0.0
RNU6-639P,0.0,0.0
RNU6-504P,0.0,0.0
RNU6-344P,0.0,0.0
RNU6-484P,0.82,0.67
RNU6-358P,1.45,1.17
RNU6-302P,3.29,2.66
RNU6-968P,0.0,0.0
RNU6-505P,0.0,0.0
RNU6-1035P,0.0,0.0
RNU6-289P,0.0,0.0
RNU6-597P,0.0,0.0
RNU6-1028P,0.0,0.0
RNU6-785P,1.8,1.45
RNU6-15P,0.0,0.0
RNU6-495P,1.24,0.71
RNU6-619P,2.78,3.06
RNU6-1225P,0.86,0.51
RNU6-1105P,0.0,0.0
RNU6-235P,0.0,0.0
RNU6-1072P,0.0,0.0
RNU6-183P,0.0,0.0
RNU6-942P,0.0,0.0
RNU6-790P,0.0,0.0
RNU6-533P,0.0,0.0
RNU6-1005P,1.24,0.71
RNU6-1009P,0.0,0.0
RNU6-815P,0.0,0.0
RNU6-563P,0.0,0.0
RNU6-118P,9.71,7.85
RNU6-1269P,0.0,0.0
RNU6-1180P,0.0,0.0
RNU6-1338P,0.8,0.47
RNU6-844P,0.0,0.0
RNU6-567P,0.0,0.0
RNU6-471P,0.0,0.0
RNU6-203P,0.0,0.0
RNU6-590P,0.0,0.0
RNU6-610P,1.2,0.68
RNU6-1051P,0.0,0.0
RNU6-251P,0.0,0.0
RNU6-811P,0.0,0.0
RNU6-241P,0.0,0.0
RNU6-653P,0.42,0.24
RNU6-409P,0.43,0.25
RNU6-716P,0.0,0.0
RNU6-979P,6.23,7.87
RNU6-550P,0.39,0.23
RNU6-320P,0.0,0.0
RNU6-860P,0.0,0.0
RNU6-1314P,0.0,0.0
RNU6-655P,0.0,0.0
RNU6-1091P,1.07,0.61
RNU6-1069P,0.0,0.0
RNU6-657P,0.0,0.0
RNU6-1101P,0.7,0.41
RNU6-932P,0.0,0.0
RNU6-20P,0.0,0.0
RNU6-1226P,0.9,0.53
RNU6-542P,0.0,0.0
RNU6-565P,0.0,0.0
RNU6-1231P,0.87,0.7
RNU6-1294P,0.0,0.0
RNU6-714P,0.38,0.22
RNU6-677P,0.0,0.0
RNU6-589P,1.65,1.33
RNU6-686P,0.0,0.0
RNU6-29P,0.0,0.0
RNU6-394P,0.0,0.0
RNU6-297P,0.0,0.0
RNU6-536P,0.0,0.0
RNU6-1178P,0.0,0.0
RNU6-1008P,0.0,0.0
RNU6-1038P,0.0,0.0
RNU6-650P,0.0,0.0
RNU6-701P,0.0,0.0
RNU6-583P,4.72,2.75
RNU6-699P,0.0,0.0
RNU6-215P,0.0,0.0
RNU6-1121P,1.56,0.88
RNU6-828P,4.12,3.33
RNU6-231P,0.0,0.0
RNU6-581P,0.0,0.0
RNU6-941P,0.0,0.0
RNU6-575P,0.0,0.0
RNU6-206P,0.0,0.0
RNU6-19P,0.94,0.56
RNU6-252P,0.0,0.0
RNU6-382P,0.0,0.0
RNU6-549P,5.95,5.87
RNU6-307P,0.0,0.0
RNU6-1090P,0.0,0.0
RNU6-400P,0.0,0.0
RNU6-1001P,0.0,0.0
RNU6-678P,2.01,1.15
RNU6-1013P,0.0,0.0
RNU6-502P,0.0,0.0
RNU6-506P,0.0,0.0
RNU6-906P,1.54,1.24
RNU6-432P,0.0,0.0
RNU6-7,0.44,0.47
RNU6-1048P,4.62,3.73
RNU6-793P,0.0,0.0
RNU6-1131P,0.27,0.16
RNU6-705P,0.0,0.0
RNU6-469P,0.0,0.0
RNU6-310P,1.7,1.38
RNU6-383P,0.0,0.0
RNU6-1169P,0.33,0.19
RNU6-120P,0.0,0.0
RNU6-248P,0.0,0.0
RNU6-1031P,0.0,0.0
RNU6-561P,0.0,0.0
RNU6-733P,0.0,0.0
RNU6-882P,3.39,1.92
RNU6-95P,0.0,0.0
RNU6-1037P,0.0,0.0
RNU6-445P,0.0,0.0
RNU6-368P,0.0,0.0
RNU6-1262P,0.97,0.56
RNU6-316P,2.06,1.18
RNU6-434P,0.1,0.06
RNU6-253P,0.0,0.0
RNU6-376P,0.0,0.0
RNU6-600P,0.0,0.0
RNU6-817P,0.86,0.69
RNU6-1210P,0.0,0.0
RNU6-989P,0.0,0.0
RNU6-702P,0.0,0.0
RNU6-541P,0.6,0.35
RNU6-102P,0.0,0.0
RNU6-749P,0.0,0.0
RNU6-1,0.81,0.98
RNU6-1308P,0.0,0.0
RNU6-32P,0.08,0.04
RNU6-1168P,0.0,0.0
RNU6-90P,4.07,4.58
RNU6-888P,0.0,0.0
RNU6-916P,0.0,0.0
RNU6-64P,0.0,0.0
RNU6-921P,0.36,0.21
RNU6-984P,0.0,0.0
RNU6-801P,0.0,0.0
RNU6-1130P,0.89,0.72
RNU6-1153P,0.49,0.29
RNU6-477P,0.0,0.0
RNU6-1192P,0.0,0.0
RNU6-1093P,0.0,0.0
RNU6-961P,0.0,0.0
RNU6-1087P,0.0,0.0
RNU6-1237P,0.0,0.0
RNU6-413P,0.0,0.0
RNU6-249P,0.0,0.0
RNU6-128P,0.0,0.0
RNU6-1025P,0.47,0.27
RNU6-871P,0.0,0.0
RNU6-131P,0.0,0.0
RNU6-80P,0.0,0.0
RNU6-973P,0.0,0.0
RNU6-43P,0.95,0.56
RNU6-209P,0.0,0.0
RNU6-545P,0.0,0.0
RNU6-144P,0.0,0.0
RNU6-196P,0.53,0.3
RNU6-783P,0.0,0.0
RNU6-89P,0.57,0.33
RNU6-656P,0.0,0.0
RNU6-1220P,0.0,0.0
RNU6-765P,0.0,0.0
RNU6-710P,0.0,0.0
RNU6-1165P,0.3,0.17
RNU6-381P,0.0,0.0
RNU6-843P,0.0,0.0
RNU6-755P,0.0,0.0
RNU6-369P,0.0,0.0
RNU6-927P,0.0,0.0
RNU6-960P,0.0,0.0
RNU6-458P,0.0,0.0
RNU6-604P,0.0,0.0
RNU6-950P,0.0,0.0
RNU6-789P,0.0,0.0
RNU6-1198P,0.0,0.0
RNU6-760P,0.0,0.0
RNU6-1143P,0.0,0.0
RNU6-681P,1.72,1.39
RNU6-84P,0.0,0.0
RNU6-1233P,0.0,0.0
RNU6-1170P,0.37,0.22
RNU6-109P,0.0,0.0
RNU6-518P,0.0,0.0
RNU6-621P,1.6,1.3
RNU6-291P,0.62,0.36
RNU6-684P,0.0,0.0
RNU6-479P,1.69,1.37
RNU6-1305P,0.15,0.09
RNU6-154P,0.0,0.0
RNU6-65P,0.0,0.0
RNU6-764P,0.0,0.0
RNU6-934P,0.0,0.0
RNU6-1047P,0.0,0.0
RNU6-1132P,0.0,0.0
RNU6-922P,0.0,0.0
RNU6-573P,0.0,0.0
RNU6-347P,0.0,0.0
RNU6-54P,0.0,0.0
RNU6-169P,0.0,0.0
RNU6-1007P,0.0,0.0
RNU6-25P,0.0,0.0
RNU6-414P,0.0,0.0
RNU6-965P,0.0,0.0
RNU6-796P,0.0,0.0
RNU6-1317P,0.0,0.0
RNU6-644P,0.0,0.0
RNU6-247P,0.62,0.36
RNU6-840P,0.0,0.0
RNU6-370P,0.0,0.0
RNU6-34P,0.0,0.0
RNU6-522P,0.0,0.0
RNU6-1045P,1.24,0.71
RNU6-974P,0.0,0.0
RNU6-638P,4.26,5.51
RNU6-529P,0.0,0.0
RNU6-865P,0.0,0.0
RNU6-311P,0.0,0.0
RNU6-242P,0.17,0.1
RNU6-264P,0.86,0.69
RNU6-781P,0.0,0.0
RNU6-1307P,0.0,0.0
RNU6-858P,0.51,0.3
RNU6-608P,0.0,0.0
RNU6-216P,1.13,0.66
RNU6-18P,0.0,0.0
RNU6-185P,1.65,1.33
RNU6-1296P,0.0,0.0
RNU6-271P,0.0,0.0
RNU6-856P,0.88,0.51
RNU6-446P,2.48,1.46
RNU6-1054P,0.0,0.0
RNU6-1015P,0.0,0.0
RNU6-876P,6.28,7.04
RNU6-689P,2.49,1.45
RNU6-108P,0.0,0.0
RNU6-68P,0.0,0.0
RNU6-690P,0.0,0.0
RNU6-192P,0.0,0.0
RNU6-624P,0.0,0.0
RNU6-1331P,0.63,0.37
RNU6-956P,0.87,0.7
RNU6-240P,0.0,0.0
RNU6-285P,0.91,0.73
RNU6-1300P,0.0,0.0
RNU6-665P,0.0,0.0
RNU6-428P,0.0,0.0
RNU6-1171P,0.0,0.0
RNU6-935P,0.0,0.0
RNU6-11P,0.04,0.03
RNU6-1044P,0.0,0.0
RNU6-766P,0.82,0.67
RNU6-167P,0.0,0.0
RNU6-729P,0.0,0.0
RNU6-254P,0.0,0.0
RNU6-219P,0.0,0.0
RNU6-112P,6.38,8.06
RNU6-1189P,13.84,19.6
RNU6-737P,0.0,0.0
RNU6-1222P,0.0,0.0
RNU6-153P,0.0,0.0
RNU6-1161P,0.0,0.0
RNU6-1092P,0.0,0.0
RNU6-205P,0.0,0.0
RNU6-651P,0.0,0.0
RNU6-127P,0.0,0.0
RNU6-507P,0.0,0.0
RNU6-284P,0.0,0.0
RNU6-1174P,0.0,0.0
RNU6-1056P,0.36,0.21
RNU6-629P,0.0,0.0
RNU6-753P,0.0,0.0
RNU6-788P,0.0,0.0
RNU6-874P,0.0,0.0
RNU6-909P,0.82,0.67
RNU6-740P,0.0,0.0
RNU6-1247P,0.0,0.0
RNU6-754P,0.0,0.0
RNU6-829P,0.0,0.0
RNU6-1215P,0.0,0.0
RNU6-1320P,0.0,0.0
RNU6-969P,1.69,1.37
RNU6-1303P,0.0,0.0
RNU6-703P,0.36,0.21
RNU6-1042P,0.0,0.0
RNU6-976P,0.0,0.0
RNU6-280P,0.0,0.0
RNU6-915P,1.75,1.0
RNU6-1139P,,
RNU6-1006P,0.0,0.0
RNU6-1046P,0.67,0.38
RNU6-991P,0.0,0.0
RNU6-1203P,0.43,0.25
RNU6-250P,0.0,0.0
RNU6-170P,0.0,0.0
RNU6-26P,12.85,7.48
RNU6-266P,0.0,0.0
RNU6-1287P,0.0,0.0
RNU6-323P,0.62,0.36
RNU6-857P,0.0,0.0
RNU6-543P,0.0,0.0
RNU6-640P,0.0,0.0
RNU6-898P,0.0,0.0
RNU6-1106P,0.0,0.0
RNU6-245P,0.0,0.0
RNU6-727P,0.0,0.0
RNU6-1156P,1.0,0.58
RNU6-854P,0.0,0.0
RNU6-574P,0.96,0.55
RNU6-1136P,1.88,1.11
RNU6-341P,0.56,0.33
RNU6-174P,4.19,4.71
RNU6-591P,0.0,0.0
RNU6-759P,1.32,0.77
RNU6-863P,0.0,0.0
RNU6-1122P,0.0,0.0
RNU6-16P,0.0,0.0
RNU6-148P,0.0,0.0
RNU6-615P,0.0,0.0
RNU6-1059P,0.0,0.0
RNU6-5P,1.38,1.75
RNU6-1004P,0.85,0.5
RNU6-776P,0.0,0.0
RNU6-435P,0.0,0.0
RNU6-402P,0.0,0.0
RNU6-774P,0.0,0.0
RNU6-1193P,0.0,0.0
RNU6-805P,0.63,0.37
RNU6-116P,0.0,0.0
RNU6-1003P,0.0,0.0
RNU6-1179P,0.0,0.0
RNU6-397P,0.0,0.0
RNU6-517P,0.0,0.0
RNU6-848P,0.0,0.0
RNU6-78P,0.0,0.0
RNU6-157P,0.0,0.0
RNU6-661P,0.0,0.0
RNU6-527P,0.47,0.27
RNU6-470P,0.0,0.0
RNU6-679P,0.0,0.0
RNU6-491P,0.0,0.0
RNU6-346P,3.21,3.65
RNU6-889P,0.0,0.0
RNU6-982P,0.0,0.0
RNU6-498P,0.0,0.0
RNU6-520P,0.0,0.0
RNU6-460P,1.23,0.72
RNU6-1096P,0.44,0.25
RNU6-1157P,4.37,3.68
RNU6-1214P,0.0,0.0
RNU6-636P,0.0,0.0
RNU6-464P,0.0,0.0
RNU6-325P,0.0,0.0
RNU6-412P,0.0,0.0
RNU6-298P,3.51,2.83
RNU6-21P,0.0,0.0
RNU6-707P,0.15,0.09
RNU6-947P,0.0,0.0
RNU6-159P,0.0,0.0
RNU6-333P,0.0,0.0
RNU6-841P,0.0,0.0
RNU6-897P,0.0,0.0
RNU6-528P,0.0,0.0
RNU6-763P,0.0,0.0
RNU6-555P,0.0,0.0
RNU6-822P,0.84,0.48
RNU6-1071P,0.0,0.0
RNU6-609P,0.0,0.0
RNU6-1022P,0.15,0.09
RNU6-1238P,0.88,0.71
RNU6-757P,2.84,1.65
RNU6-243P,0.0,0.0
RNU6-1147P,0.41,0.24
RNU6-1223P,3.43,2.77
RNU6-327P,0.77,0.85
RNU6-1018P,0.0,0.0
RNU6-1053P,7.47,4.35
RNU6-1251P,2.47,2.0
RNU6-1340P,0.94,0.56
RNU6-1027P,0.0,0.0
RNU6-364P,0.0,0.0
RNU6-861P,0.0,0.0
RNU6-1112P,0.0,0.0
RNU6-155P,0.0,0.0
RNU6-616P,0.0,0.0
RNU6-715P,0.0,0.0
RNU6-537P,0.0,0.0
RNU6-391P,0.0,0.0
RNU6-1184P,0.0,0.0
RNU6-239P,0.0,0.0
RNU6-309P,0.0,0.0
RNU6-925P,1.3,0.76
RNU6-913P,0.0,0.0
RNU6-14P,0.0,0.0
RNU6-463P,0.0,0.0
RNU6-85P,0.0,0.0
RNU6-1040P,0.0,0.0
RNU6-516P,7.14,4.16
RNU6-348P,0.0,0.0
RNU6-747P,0.05,0.03
RNU6-132P,0.82,0.67
RNU6-407P,0.65,0.38
RNU6-487P,0.0,0.0
RNU6-806P,0.0,0.0
RNU6-399P,0.0,0.0
RNU6-390P,0.0,0.0
RNU6-576P,0.0,0.0
RNU6-1291P,0.0,0.0
RNU6-39P,0.0,0.0
RNU6-417P,0.0,0.0
RNU6-728P,0.0,0.0
RNU6-113P,0.0,0.0
RNU6-1120P,0.0,0.0
RNU6-1160P,0.49,0.29
RNU6-79P,0.0,0.0
RNU6-1133P,0.0,0.0
RNU6-588P,0.0,0.0
RNU6-326P,0.0,0.0
RNU6-129P,0.0,0.0
RNU6-713P,0.0,0.0
RNU6-60P,9.72,12.28
RNU6-474P,0.0,0.0
RNU6-1200P,0.0,0.0
RNU6-1116P,0.0,0.0
RNU6-318P,0.0,0.0
RNU6-964P,0.0,0.0
RNU6-3P,1.38,1.75
RNU6-1117P,0.0,0.0
RNU6-787P,0.0,0.0
RNU6-611P,6.87,5.55
RNU6-830P,0.0,0.0
RNU6-985P,0.0,0.0
RNU6-901P,0.0,0.0
RNU6-1293P,0.0,0.0
RNU6-1154P,0.31,0.18
RNU6-150P,0.0,0.0
RNU6-731P,0.78,0.63
RNU6-994P,0.78,0.63
RNU6-1266P,0.0,0.0
RNU6-1123P,0.0,0.0
RNU6-345P,0.0,0.0
RNU6-951P,0.0,0.0
RNU6-115P,0.82,0.67
RNU6-164P,0.0,0.0
RNU6-218P,0.0,0.0
RNU6-22P,0.0,0.0
RNU6-741P,0.0,0.0
RNU6-274P,0.0,0.0
RNU6-685P,0.0,0.0
RNU6-791P,0.06,0.04
RNU6-105P,0.0,0.0
RNU6-1326P,0.0,0.0
RNU6-28P,0.82,0.67
RNU6-786P,0.54,0.31
RNU6-748P,2.06,1.18
RNU6-697P,0.0,0.0
RNU6-1019P,0.36,0.21
RNU6-908P,0.0,0.0
RNU6-538P,0.0,0.0
RNU6-46P,1.87,1.09
RNU6-232P,0.37,0.21
RNU6-408P,0.0,0.0
RNU6-339P,0.0,0.0
RNU6-807P,3.91,4.27
RNU6-1311P,4.83,5.22
RNU6-246P,0.0,0.0
RNU6-1052P,0.0,0.0
RNU6-104P,0.0,0.0
RNU6-1099P,11.47,9.26
RNU6-672P,0.0,0.0
RNU6-634P,0.0,0.0
RNU6-77P,0.0,0.0
RNU6-606P,1.13,0.66
RNU6-990P,0.0,0.0
RNU6-317P,0.0,0.0
RNU6-447P,0.13,0.07
RNU6-229P,0.0,0.0
RNU6-37P,3.38,1.93
RNU6-1073P,0.0,0.0
RNU6-103P,1.07,0.61
RNU6-949P,0.0,0.0
RNU6-726P,1.24,0.73
RNU6-455P,0.36,0.21
RNU6-827P,0.0,0.0
RNU6-152P,0.0,0.0
RNU6-614P,0.0,0.0
RNU6-875P,0.0,0.0
RNU6-598P,0.0,0.0
RNU6-332P,0.0,0.0
RNU6-398P,0.0,0.0
RNU6-293P,0.0,0.0
RNU6-1080P,0.0,0.0
RNU6-512P,0.0,0.0
RNU6-1249P,0.0,0.0
RNU6-1163P,0.82,0.67
RNU6-1319P,0.06,0.04
RNU6-998P,1.79,1.45
RNU6-143P,0.0,0.0
RNU6-1114P,0.0,0.0
RNU6-940P,0.0,0.0
RNU6-983P,0.0,0.0
RNU6-530P,2.31,3.27
RNU6-975P,0.0,0.0
RNU6-111P,0.0,0.0
RNU6-1329P,0.81,0.46
RNU6-354P,1.28,0.74
RNU6-371P,0.0,0.0
RNU6-225P,0.0,0.0
RNU6-393P,0.0,0.0
RNU6-396P,6.48,8.18
RNU6-106P,0.0,0.0
RNU6-287P,0.0,0.0
RNU6-276P,0.0,0.0
RNU6-160P,0.0,0.0
RNU6-72P,0.0,0.0
RNU6-303P,0.0,0.0
RNU6-887P,0.0,0.0
RNU6-392P,0.0,0.0
RNU6-61P,0.0,0.0
RNU6-1256P,2.61,2.11
RNU6-1267P,0.72,0.42
RNU6-328P,0.0,0.0
RNU6-212P,0.0,0.0
RNU6-41P,0.0,0.0
RNU6-485P,9.62,10.96
RNU6-211P,0.0,0.0
RNU6-228P,7.12,9.0
RNU6-142P,0.0,0.0
RNU6-510P,1.84,1.07
RNU6-1083P,1.5,0.87
RNU6-204P,0.45,0.26
RNU6-1065P,1.06,0.61
RNU6-168P,0.0,0.0
RNU6-1145P,0.36,0.21
RNU6-810P,0.0,0.0
RNU6-938P,0.0,0.0
RNU6-992P,0.0,0.0
RNU6-436P,0.0,0.0
RNU6-587P,0.0,0.0
RNU6-1055P,0.0,0.0
RNU6-1050P,0.0,0.0
RNU6-1032P,0.0,0.0
RNU6-832P,0.0,0.0
RNU6-953P,0.0,0.0
RNU6-48P,1.54,0.91
RNU6-778P,0.0,0.0
RNU6-114P,0.0,0.0
RNU6-946P,0.0,0.0
RNU6-146P,14.05,11.35
RNU6-1334P,0.0,0.0
RNU6-135P,0.49,0.29
RNU6-562P,0.0,0.0
RNU6-642P,0.0,0.0
