Gene,Max_TPM,Max_FPKM
TRN-GTT1-1,,
TRP-AGG2-6,,
TRP-TGG4-1,,
NMTRS-TGA3-1,0.0,0.0
TRC-GCA10-1,,
TRG-GCC2-4,,
TRQ-CTG11-1,,
TRM-CAT7-1,,
TRS-CGA1-1,,
TRI-TAT1-1,,
QRSL1P2,0.27,0.56
TRM-CAT5-1,,
NMTRQ-CTG1-1,,
NARS1P2,,
TRF-GAA11-1,,
XPOTP1,0.78,0.63
NMTRQ-TTG9-1,,
TRQ-CTG1-2,,
TRS-CGA4-1,,
TRA-TGC2-1,,
TRUND-NNN1-1,,
TRH-GTG1-9,,
TRP-AGG1-1,,
MT-TT,284.35,229.69
TRF-GAA3-1,,
TRI-TAT2-3,,
TRE-CTC18-1,,
TRQ-CTG1-3,,
MT-TR,495.3,400.09
TRK-TTT17-1,,
TRR-TCT4-1,,
TRC-GCA19-1,,
TRQ-CTG5-1,,
WARS1P1,,
TRE-CTC1-3,,
TRL-TAA4-1,,
TRR-TCT3-2,,
TRY-GTA4-1,,
TRE-TTC7-1,,
TRA-TGC1-1,,
TRR-ACG1-3,,
NMTRQ-TTG2-1,,
TRC-GCA20-1,,
TRR-CCT3-1,,
TRE-CTC12-1,,
TRN-GTT8-1,,
AIMP1P2,0.0,0.0
TRS-AGA2-1,,
TRN-GTT23-1,,
TRE-CTC14-1,,
TRH-GTG1-7,,
TRY-GTA5-3,,
TRR-CCG1-2,,
TRP-CGG1-2,,
NMTRP-TGG1-1,,
TRS-AGA7-1,,
IARS2P1,0.03,0.12
TRUND-NNN10-1,,
TRL-CAA1-2,,
TRN-GTT7-1,,
TRI-AAT4-1,,
TRC-GCA23-1,,
TRC-GCA6-1,,
TRU-TCA1-1,,
TRC-GCA5-1,,
TRE-TTC15-1,,
TRG-GCC2-1,,
TRN-GTT2-2,,
TRQ-CTG7-1,,
TRR-TCG3-1,,
TRV-CAC14-1,,
TRA-CGC1-1,,
TRF-GAA1-3,,
TRV-AAC1-3,,
TRE-TTC10-1,,
TRC-GCA2-3,,
TRK-TTT4-1,,
TRD-GTC2-3,,
MT-TW,168.87,136.41
TRN-GTT2-4,,
TRR-CCG2-1,,
TRN-GTT9-1,,
TRY-GTA5-1,,
TRI-AAT6-1,,
TRF-GAA6-1,,
TRG-GCC2-2,,
KARS1P3,,
MT-TH,1428.53,1153.94
MT-TM,59.88,34.77
TRT-AGT3-1,,
TRL-AAG2-2,,
TRD-GTC2-4,,
TRN-GTT5-1,,
TRD-GTC2-2,,
TRV-AAC6-1,,
TRE-TTC2-1,,
TRK-CTT2-4,,
MT-TI,514.54,415.64
TRS-AGA3-1,,
TRT-CGT3-1,,
TRL-CAA3-1,,
TRT-TGT6-1,,
TRT-CGT5-1,,
TRG-CCC2-2,,
TRV-CAC5-1,,
TRX-CAT1-2,,
TRA-TGC6-1,,
TRL-CAA1-1,,
TRSUP-CTA2-1,,
TRD-GTC2-6,,
MT-TE,230.64,134.35
TRMT112P2,0.0,0.0
MT-TL1,0.0,0.0
TRA-AGC7-1,,
TRH-GTG1-2,,
TRE-CTC1-2,,
QRSL1P3,1.4,1.26
TRG-CCC1-2,,
MT-TY,1626.72,1314.03
TRF-GAA1-5,,
TRK-CTT2-5,,
TRT-AGT1-3,,
NMTRQ-TTG10-1,,
TRQ-CTG13-1,,
TRA-TGC4-1,,
TRI-GAT1-2,,
TRUND-NNN7-1,,
TRI-GAT1-1,,
TRT-TGT3-1,,
TRW-CCA3-1,,
TRW-CCA5-1,,
TRY-GTA8-1,,
TRI-TAT3-1,,
TRF-GAA10-1,,
TRQ-CTG1-5,,
RARS1P1,,
TRG-CCC3-1,,
TRD-GTC2-11,,
NMTRV-TAC1-1,,
TRM-CAT1-1,,
TRE-CTC2-1,,
TRS-AGA2-6,,
TRQ-TTG6-1,,
TRG-CCC1-1,,
TRS-TGA2-1,,
MT-TN,1130.87,656.69
TRV-CAC8-1,,
TRX-CAT1-3,,
TRS-GCT4-3,,
TRP-TGG3-3,,
TRK-CTT2-1,,
TRE-TTC14-1,,
TRH-GTG1-1,,
AARS1P1,,
TRI-AAT5-3,,
TRX-CAT1-7,,
TRG-TCC5-1,,
TRH-GTG1-5,,
TRG-TCC4-1,,
TRW-CCA4-1,,
TRY-GTA12-1,,
TRA-AGC4-1,,
AIMP1P1,0.43,0.52
TRR-TCG4-1,,
TRM-CAT4-2,,
TRF-GAA1-1,,
TRN-GTT27-1,,
TRK-TTT13-1,,
TRC-GCA15-1,,
TRH-GTG1-8,,
TRE-CTC13-1,,
TRE-TTC4-2,,
TRC-GCA21-1,,
TRP-GGG1-1,,
TRR-TCG2-1,,
TRS-AGA4-1,,
NMTRL-TAA6-1,,
TRQ-TTG9-1,,
TRA-AGC12-3,,
TRL-AAG2-3,,
TRR-ACG1-2,,
TRR-CCT2-1,,
TRK-CTT7-1,,
TRE-CTC1-7,,
TRL-CAG2-1,,
TRI-AAT5-1,,
TRY-GTA5-5,,
TRC-GCA16-1,,
TRP-TGG3-2,,
TRX-CAT1-8,,
TRP-TGG2-1,,
TRL-CAA4-1,,
TRV-CAC4-1,,
TRL-CAG1-7,,
TRQ-CTG6-1,,
TRC-GCA2-2,,
TRM-CAT4-3,,
TRL-AAG7-1,,
TRR-TCT3-1,,
TRG-GCC3-1,,
TRG-TCC2-5,,
TRQ-CTG1-1,,
TRN-GTT10-1,,
TRQ-CTG1-4,,
TRG-TCC1-1,,
TRV-TAC4-1,,
TRT-TGT5-1,,
TRN-GTT3-1,,
TRY-GTA7-1,,
TRT-AGT4-1,,
TRI-AAT2-1,,
TRF-GAA12-1,,
TRA-AGC12-1,,
TRS-AGA1-1,,
TRD-GTC2-8,,
TRR-ACG1-1,,
TRV-CAC1-3,,
TRP-CGG1-1,,
TRS-AGA2-4,,
TRG-CCC4-1,,
TRV-CAC13-1,,
TRS-ACT1-1,,
TRS-CGA2-1,,
TRA-AGC8-2,,
TRQ-TTG4-1,,
CARS1P1,,
TRD-GTC10-1,,
TRC-GCA22-1,,
TRC-ACA1-1,,
TRN-GTT2-8,,
TRK-CTT9-1,,
TRV-CAC1-6,,
TRS-GCT3-1,,
TRL-AAG1-2,,
TRR-TCT1-1,,
TRE-TTC9-1,,
TRS-AGA2-5,,
TRI-TAT2-1,,
TRS-GCT2-1,,
TRUND-NNN8-1,,
TRA-AGC23-1,,
TRI-AAT7-1,,
TRR-ACG2-3,,
TRF-GAA4-1,,
TRY-GTA3-1,,
TRU-TCA2-1,,
TRV-TAC1-2,,
TRI-AAT3-1,,
TRK-CTT14-1,,
TRA-AGC9-1,,
NMTRQ-TTG4-1,,
TRR-CCT8-1,,
TRL-CAA7-1,,
TRM-CAT5-2,,
TRP-AGG2-7,,
TRMT112P8,,
TRM-CAT6-1,,
TRW-CCA3-3,,
TARS2P1,0.0,0.0
TRT-AGT1-1,,
TRH-GTG1-3,,
TRK-TTT3-3,,
TRV-CAC3-1,,
TRG-GCC1-3,,
TRE-TTC2-2,,
MT-TD,29.14,16.51
TRD-GTC2-1,,
TRA-TGC3-2,,
TRK-CTT1-1,,
TRP-CGG1-3,,
TSEN2P1,0.0,0.0
TRL-CAG1-4,,
TRP-AGG2-3,,
TRV-CAC11-2,,
NMTRQ-TTG13-1,,
TRMT112P4,0.11,0.17
TRI-AAT7-2,,
TRA-TGC9-1,,
TRC-GCA17-1,,
TRA-AGC2-1,,
TRV-CAC1-5,,
NARS1P1,,
TRK-TTT3-2,,
TRA-CGC4-1,,
TRP-TGG3-5,,
TRK-CTT16-1,,
TRC-GCA18-1,,
TRK-CTT6-1,,
TRQ-TTG3-1,,
MT-TQ,449.96,363.47
TRUND-NNN6-1,,
TSEN15P1,0.08,0.05
NMTRQ-TTG12-1,0.0,0.0
TRK-CTT13-1,,
TRD-GTC2-5,,
TRMT112P5,0.0,0.0
TRN-GTT2-6,,
TRV-CAC1-7,,
TRC-GCA9-4,,
TRC-GCA2-1,,
TRH-GTG1-4,,
QTRT1P1,0.0,0.0
TRT-TGT2-1,,
TRK-TTT8-1,,
TRL-TAA3-1,,
TRE-CTC11-1,,
TRA-TGC3-1,,
TRR-ACG2-2,,
TRN-GTT26-1,,
TRP-TGG1-1,,
TRR-CCT6-2,,
MT-TL2,197.24,112.81
TRN-GTT4-1,,
TRQ-TTG2-1,,
TRUND-NNN4-1,,
TRQ-CTG3-1,,
TRM-CAT2-1,,
TRQ-TTG8-1,,
TRE-CTC1-4,,
TRK-TTT14-1,,
TRL-CAA5-1,,
TRI-AAT12-1,,
TRL-AAG3-1,,
TRR-TCT5-1,,
TRW-CCA3-2,,
GARS1P1,,
KARS1P1,,
TRR-CCG1-3,,
TRN-GTT2-1,,
TRK-TTT5-1,,
TRG-TCC6-1,,
TRF-GAA1-6,,
TRA-AGC11-1,,
TRW-CCA2-1,,
TRR-CCT7-1,,
TRP-AGG2-8,,
TRC-GCA9-3,,
TRK-TTT3-5,,
TRF-GAA8-1,,
TRG-TCC2-1,,
TRA-AGC13-2,,
TRL-CAG1-1,,
TRC-GCA7-1,,
NMTRQ-TTG8-1,,
TRQ-TTG5-1,,
NMTRQ-TTG15-1,,
TRA-AGC24-1,,
TRR-TCT2-1,,
TRG-CCC5-1,,
MT-TG,379.52,306.57
TRM-CAT4-1,,
TRM-CAT3-1,,
TRP-AGG2-2,,
TRW-CCA1-1,,
TRY-GTA2-1,,
TRC-GCA13-1,,
TRT-TGT1-1,,
TRK-TTT6-1,,
TRP-AGG4-1,,
TRG-GCC2-5,,
TRE-CTC10-1,,
TRSUP-CTA3-1,,
TRA-AGC10-1,,
TRQ-CTG3-2,,
TRX-CAT1-1,,
TRR-TCG5-1,,
TRG-GCC4-1,,
TRS-TGA3-1,,
TRG-TCC3-1,,
TRUND-NNN5-1,,
TRP-AGG6-1,,
NMTRL-TAA2-1,,
TRC-GCA14-1,,
TRK-CTT4-1,,
TRL-CAA6-1,,
TRP-AGG2-4,,
TRP-AGG2-5,,
MT-TV,52.63,31.01
TRG-GCC2-3,,
FARSBP1,0.0,0.0
TRA-AGC1-1,,
TRV-CAC1-4,,
TRN-GTT25-1,,
TRV-TAC1-1,,
TRV-TAC3-1,,
TRE-CTC1-5,,
TRD-GTC2-10,,
NMTRQ-TTG1-1,,
TRS-GCT1-1,,
TRL-TAA2-1,,
TRR-ACG2-1,,
TRC-GCA2-4,,
TRE-TTC4-1,,
TRV-TAC2-1,,
TRF-GAA1-2,,
TRT-CGT4-1,,
TRQ-CTG16-1,,
TRL-CAG2-2,,
TRE-TTC1-2,,
TRQ-TTG3-2,,
TRY-GTA6-1,,
TRK-TTT7-1,,
TRC-GCA12-1,,
TRG-TCC2-4,,
TRI-GAT1-3,,
TRQ-CTG9-1,,
TRF-GAA5-1,,
TRF-GAA9-1,,
TRG-GCC1-4,,
TRD-GTC3-1,,
TRL-TAG4-1,,
TRP-TGG5-1,,
TRK-CTT2-3,,
TRN-GTT22-1,,
TRY-GTA5-2,,
TRK-CTT12-1,,
TRE-CTC1-1,,
TRT-CGT2-1,,
TRL-CAG1-2,,
WARS2P1,0.0,0.0
TRK-TTT2-1,,
TRK-TTT15-1,,
TRE-CTC4-1,,
TRQ-CTG2-1,,
TRS-GCT6-1,,
TRL-TAA5-1,,
TRUND-NNN2-1,,
TRH-GTG1-6,,
TRA-CGC3-1,,
