Gene,Max_TPM,Max_FPKM
RN7SL41P,0.0,0.0
RN7SL856P,0.23,0.31
RN7SL73P,0.0,0.0
RN7SL296P,0.0,0.0
RN7SL604P,0.0,0.0
RN7SL311P,0.2,0.24
RN7SL861P,1.38,5.61
RN7SL474P,0.0,0.0
RN7SL674P,22.75,33.63
RN7SL346P,0.5,0.88
RN7SL244P,1.03,1.3
RN7SL582P,0.5,1.41
RN7SL375P,0.64,0.85
RN7SL750P,0.49,0.55
RN7SL14P,0.0,0.0
RN7SL385P,0.72,0.96
RN7SL399P,0.83,1.05
RN7SL479P,0.0,0.0
RN7SL356P,0.0,0.0
RN7SL542P,0.0,0.0
RN7SL342P,0.17,0.19
RN7SL749P,3.65,4.03
RN7SL396P,1.21,1.7
RN7SL306P,0.0,0.0
RN7SL196P,0.15,0.26
RN7SL598P,0.0,0.0
RN7SL734P,0.0,0.0
RN7SL837P,0.0,0.0
RN7SL543P,16.46,33.93
RN7SL126P,0.0,0.0
RN7SL177P,0.0,0.0
RN7SL690P,0.0,0.0
RN7SL120P,0.0,0.0
RN7SL521P,0.79,3.61
RN7SL240P,0.0,0.0
RN7SL802P,0.0,0.0
RN7SL423P,0.0,0.0
RN7SL68P,6.44,8.68
RN7SL558P,8.78,16.56
RN7SL743P,1.0,1.79
RN7SL48P,0.2,0.25
RN7SL716P,0.0,0.0
RN7SL155P,0.0,0.0
RN7SL627P,0.37,0.46
RN7SL563P,0.0,0.0
RN7SL509P,0.0,0.0
RN7SL771P,0.42,0.48
RN7SL187P,0.12,0.15
RN7SL307P,0.0,0.0
RN7SL454P,0.0,0.0
RN7SL415P,0.0,0.0
RN7SL110P,0.47,0.49
RN7SL15P,0.0,0.0
RN7SL282P,0.0,0.0
RN7SL789P,0.49,0.54
RN7SL574P,4.45,10.65
RN7SL173P,1.95,4.23
RN7SL408P,0.2,0.25
RN7SL205P,0.0,0.0
RN7SL434P,1.83,4.75
RN7SL541P,3.45,4.11
RN7SL774P,0.2,0.23
RN7SL418P,0.0,0.0
RN7SL727P,0.0,0.0
RN7SL724P,0.83,0.98
RN7SL344P,1.17,1.34
RN7SL587P,2.06,3.97
RN7SL705P,0.0,0.0
RN7SL6P,,
RN7SL34P,0.53,0.64
RN7SL285P,0.0,0.0
RN7SL201P,0.0,0.0
RN7SL1,377533.63,2809544.86
RN7SL461P,0.0,0.0
RN7SL208P,0.0,0.0
RN7SL188P,0.0,0.0
RN7SL118P,1.14,2.9
RN7SL645P,0.0,0.0
RN7SL618P,0.0,0.0
RN7SL153P,0.98,1.31
RN7SL141P,3.46,3.94
RN7SL301P,5.21,6.21
RN7SL325P,0.0,0.0
RN7SL217P,0.0,0.0
RN7SL524P,0.29,0.3
RN7SL497P,0.0,0.0
RN7SL630P,0.62,1.1
RN7SL334P,2.16,2.73
RN7SL78P,0.0,0.0
RN7SL163P,0.0,0.0
RN7SL397P,0.14,0.17
RN7SL387P,0.0,0.0
RN7SL791P,0.25,0.39
RN7SL790P,0.0,0.0
RN7SL650P,1.39,3.5
RN7SL44P,0.14,0.17
RN7SL202P,0.18,0.18
RN7SL530P,0.5,0.55
RN7SL242P,2.33,5.47
RN7SL58P,0.0,0.0
RN7SL610P,0.22,0.25
RN7SL321P,0.39,0.68
RN7SL87P,0.0,0.0
RN7SL689P,9.36,13.75
RN7SL786P,0.0,0.0
RN7SL204P,0.48,0.6
RN7SL152P,0.0,0.0
RN7SL55P,0.0,0.0
RN7SL570P,0.0,0.0
RN7SL164P,0.19,0.21
RN7SL481P,3.71,14.49
RN7SL274P,0.0,0.0
RN7SL636P,0.0,0.0
RN7SL851P,1.22,2.44
RN7SL515P,0.0,0.0
RN7SL864P,0.31,0.37
RN7SL234P,0.28,0.72
RN7SL503P,0.0,0.0
RN7SL32P,1.5,1.89
RN7SL184P,0.0,0.0
RN7SL366P,0.0,0.0
RN7SL414P,1.0,1.26
RN7SL831P,0.0,0.0
RN7SL354P,0.14,0.18
RN7SL288P,8.3,19.7
RN7SL591P,0.0,0.0
RN7SL860P,0.0,0.0
RN7SL70P,0.0,0.0
RN7SL824P,0.0,0.0
RN7SL536P,0.0,0.0
RN7SL147P,0.0,0.0
RN7SL751P,1.67,6.79
RN7SL811P,0.29,0.34
RN7SL748P,0.0,0.0
RN7SL488P,0.21,0.26
RN7SL12P,0.56,0.93
RN7SL81P,3.23,8.12
RN7SL271P,0.1,0.13
RN7SL290P,0.0,0.0
RN7SL75P,1.71,2.16
RN7SL420P,0.0,0.0
RN7SL445P,0.0,0.0
RN7SL580P,0.0,0.0
RN7SL221P,0.2,0.19
RN7SL557P,0.0,0.0
RN7SL640P,0.0,0.0
RN7SL229P,0.33,0.4
RN7SL123P,0.1,0.13
RN7SL259P,0.0,0.0
RN7SL452P,1.03,2.66
RN7SL79P,0.21,0.27
RN7SL23P,2.42,3.29
RN7SL510P,0.19,0.21
RN7SL451P,0.0,0.0
RN7SL804P,0.25,0.32
RN7SL363P,0.0,0.0
RN7SL394P,0.2,0.25
RN7SL233P,0.36,0.48
RN7SL331P,0.38,1.35
RN7SL203P,0.0,0.0
RN7SL606P,1.53,9.02
RN7SL504P,0.0,0.0
RN7SL261P,0.0,0.0
RN7SL402P,0.0,0.0
RN7SL670P,0.0,0.0
RN7SL252P,0.0,0.0
RN7SL236P,0.0,0.0
RN7SL305P,0.0,0.0
RN7SL211P,0.66,0.83
RN7SL343P,0.04,0.05
RN7SL186P,0.0,0.0
RN7SL317P,0.0,0.0
RN7SL646P,0.0,0.0
RN7SL732P,0.19,0.24
RN7SL523P,0.0,0.0
RN7SL444P,0.98,3.3
RN7SL612P,2.53,5.21
RN7SL687P,0.0,0.0
RN7SL38P,0.0,0.0
RN7SL431P,35.88,23.09
RN7SL268P,0.0,0.0
RN7SL849P,0.0,0.0
RN7SL91P,0.0,0.0
RN7SL47P,1.34,1.69
RN7SL835P,0.0,0.0
RN7SL679P,0.0,0.0
RN7SL684P,0.0,0.0
RN7SL300P,0.0,0.0
RN7SL464P,0.0,0.0
RN7SL526P,0.88,1.12
RN7SL466P,0.0,0.0
RN7SL495P,0.0,0.0
RN7SL210P,0.0,0.0
RN7SL720P,0.86,5.2
RN7SL801P,3.26,9.94
RN7SL168P,0.13,0.17
RN7SL116P,1.31,1.49
RN7SL566P,2.93,4.96
RN7SL843P,0.39,0.49
RN7SL520P,0.0,0.0
RN7SL135P,0.0,0.0
RN7SL518P,0.0,0.0
RN7SL338P,0.0,0.0
RN7SL711P,0.58,0.66
RN7SL681P,0.65,0.73
RN7SL167P,0.0,0.0
RN7SL731P,40.65,39.68
RN7SL77P,0.0,0.0
RN7SL277P,0.0,0.0
RN7SL362P,1.54,6.98
RN7SL246P,1.18,1.73
RN7SL808P,0.0,0.0
RN7SL174P,0.0,0.0
RN7SL519P,0.2,0.22
RN7SL728P,1.87,5.34
RN7SL241P,0.0,0.0
RN7SL473P,10.3,15.71
RN7SL191P,0.0,0.0
RN7SL253P,0.0,0.0
RN7SL656P,4.2,8.22
RN7SL778P,0.0,0.0
RN7SL357P,0.0,0.0
RN7SL319P,0.0,0.0
RN7SL535P,6.39,9.0
RN7SL138P,4.96,6.27
RN7SL629P,0.41,0.47
RN7SL818P,0.0,0.0
RN7SL25P,0.0,0.0
RN7SL583P,0.0,0.0
RN7SL270P,0.04,0.11
RN7SL862P,0.0,0.0
RN7SL868P,0.15,0.19
RN7SL16P,7.81,65.99
RN7SL810P,0.0,0.0
RN7SL863P,0.2,0.35
RN7SL43P,0.0,0.0
RN7SL149P,0.0,0.0
RN7SL165P,2.27,13.77
RN7SL258P,1.43,3.71
RN7SL803P,0.19,0.23
RN7SL309P,0.0,0.0
RN7SL151P,0.32,0.53
RN7SL513P,0.2,0.25
RN7SL125P,0.8,0.9
RN7SL608P,6.79,8.57
RN7SL869P,0.0,0.0
RN7SL386P,31.12,71.1
RN7SL482P,0.78,2.45
RN7SL426P,0.0,0.0
RN7SL456P,0.0,0.0
RN7SL197P,0.0,0.0
RN7SL395P,0.0,0.0
RN7SL310P,0.21,0.27
RN7SL673P,0.09,0.11
RN7SL292P,0.0,0.0
RN7SL697P,0.21,0.24
RN7SL551P,0.0,0.0
RN7SL538P,0.59,0.94
RN7SL150P,0.0,0.0
RN7SL228P,0.0,0.0
RN7SL718P,0.08,0.34
RN7SL337P,1.97,2.49
RN7SL5P,27.48,380.87
RN7SL37P,1.3,1.86
RN7SL685P,0.11,0.14
RN7SL847P,0.0,0.0
RN7SL329P,2.92,6.33
RN7SL465P,0.0,0.0
RN7SL403P,0.16,1.07
RN7SL619P,0.24,0.24
RN7SL657P,2.56,12.17
RN7SL33P,0.07,0.27
RN7SL703P,0.0,0.0
RN7SL223P,0.0,0.0
RN7SL688P,1.7,2.15
RN7SL220P,4.02,4.58
RN7SL416P,0.0,0.0
RN7SL592P,0.13,0.15
RN7SL683P,2.57,8.9
RN7SL330P,0.0,0.0
RN7SL571P,0.39,0.45
RN7SL784P,0.27,0.33
RN7SL383P,0.0,0.0
RN7SL166P,2.58,3.26
RN7SL654P,0.0,0.0
RN7SL733P,0.11,0.59
RN7SL615P,0.6,1.04
RN7SL589P,1.04,1.17
RN7SL624P,0.0,0.0
RN7SL726P,0.73,0.92
RN7SL372P,0.21,0.24
RN7SL584P,0.0,0.0
RN7SL140P,0.0,0.0
RN7SL156P,0.0,0.0
RN7SL411P,2.79,6.69
RN7SL469P,0.56,0.64
RN7SL35P,0.0,0.0
RN7SL594P,0.0,0.0
RN7SL231P,0.0,0.0
RN7SL638P,0.19,0.7
RN7SL738P,0.0,0.0
RN7SL50P,0.05,0.2
RN7SL616P,0.0,0.0
RN7SL597P,0.0,0.0
RN7SL333P,1.62,2.14
RN7SL97P,0.0,0.0
RN7SL722P,0.31,1.42
RN7SL209P,0.0,0.0
RN7SL719P,0.06,0.07
RN7SL76P,0.64,4.39
RN7SL472P,1.05,1.41
RN7SL698P,11.74,39.51
RN7SL308P,3.29,4.14
RN7SL108P,0.15,0.17
RN7SL20P,0.83,1.09
RN7SL398P,6.77,13.42
RN7SL737P,3.23,3.63
RN7SL775P,1.35,1.74
RN7SL283P,0.12,0.13
RN7SL556P,0.0,0.0
RN7SL392P,0.0,0.0
RN7SL797P,0.0,0.0
RN7SL146P,2.17,2.91
RN7SL381P,6.21,6.47
RN7SL715P,0.77,2.19
RN7SL676P,,
RN7SL453P,0.0,0.0
RN7SL625P,0.0,0.0
RN7SL480P,0.0,0.0
RN7SL67P,1.91,2.4
RN7SL89P,0.0,0.0
RN7SL788P,3.26,4.39
RN7SL762P,0.0,0.0
RN7SL404P,2.09,14.04
RN7SL500P,,
RN7SL833P,0.84,1.06
RN7SL7P,0.0,0.0
RN7SL178P,0.19,0.24
RN7SL846P,0.61,0.74
RN7SL2,615947.47,4617017.24
RN7SL4P,628.4,994.43
RN7SL213P,1.07,1.35
RN7SL341P,0.0,0.0
RN7SL11P,1.39,1.58
RN7SL225P,0.0,0.0
RN7SL401P,0.0,0.0
RN7SL554P,0.0,0.0
RN7SL555P,0.52,1.36
RN7SL280P,0.3,0.33
RN7SL812P,1.3,4.27
RN7SL327P,0.0,0.0
RN7SL560P,0.0,0.0
RN7SL105P,2.24,2.83
RN7SL769P,0.19,0.26
RN7SL623P,0.45,0.5
RN7SL160P,0.0,0.0
RN7SL273P,2.31,16.31
RN7SL52P,0.0,0.0
RN7SL128P,2.4,2.99
RN7SL182P,0.0,0.0
RN7SL787P,0.03,0.03
RN7SL248P,0.0,0.0
RN7SL148P,0.0,0.0
RN7SL814P,0.0,0.0
RN7SL42P,0.0,0.0
RN7SL214P,0.0,0.0
RN7SL391P,0.15,0.17
RN7SL573P,0.0,0.0
RN7SL172P,4.64,5.87
RN7SL198P,0.0,0.0
RN7SL254P,2.18,13.53
RN7SL475P,0.2,0.24
RN7SL704P,0.0,0.0
RN7SL428P,0.53,1.35
RN7SL219P,0.43,0.56
RN7SL823P,0.2,0.25
RN7SL819P,0.0,0.0
RN7SL134P,0.2,0.23
RN7SL658P,0.57,0.64
RN7SL266P,0.0,0.0
RN7SL96P,0.0,0.0
RN7SL132P,0.0,0.0
RN7SL525P,0.26,0.33
RN7SL665P,0.28,0.31
RN7SL647P,0.0,0.0
RN7SL617P,0.0,0.0
RN7SL62P,0.0,0.0
RN7SL322P,0.0,0.0
RN7SL653P,6.62,8.35
RN7SL822P,0.0,0.0
RN7SL671P,,
RN7SL159P,0.0,0.0
RN7SL18P,0.0,0.0
RN7SL680P,0.0,0.0
RN7SL817P,0.21,0.25
RN7SL19P,0.28,0.5
RN7SL269P,1.05,4.86
RN7SL744P,0.89,1.12
RN7SL602P,0.13,0.14
RN7SL200P,1.98,2.0
RN7SL291P,0.0,0.0
RN7SL382P,0.0,0.0
RN7SL507P,0.0,0.0
RN7SL828P,0.0,0.0
RN7SL154P,0.0,0.0
RN7SL776P,0.0,0.0
RN7SL98P,0.0,0.0
RN7SL145P,5.46,18.37
RN7SL794P,0.18,0.2
RN7SL169P,0.17,0.21
RN7SL384P,0.29,0.3
RN7SL735P,11.35,15.29
RN7SL8P,0.0,0.0
RN7SL350P,0.0,0.0
RN7SL57P,2.85,7.73
RN7SL222P,0.0,0.0
RN7SL462P,0.0,0.0
RN7SL825P,0.17,0.2
RN7SL441P,6.75,7.1
RN7SL761P,0.0,0.0
RN7SL335P,0.0,0.0
RN7SL40P,1.05,1.11
RN7SL607P,0.16,0.2
RN7SL800P,4.36,6.41
RN7SL237P,0.0,0.0
RN7SL92P,,
RN7SL272P,0.41,0.52
RN7SL364P,2.02,2.55
RN7SL180P,0.87,1.46
RN7SL83P,0.1,0.17
RN7SL517P,17.86,18.77
RN7SL740P,0.0,0.0
RN7SL3,24748.98,125646.41
RN7SL493P,0.0,0.0
RN7SL323P,0.0,0.0
RN7SL320P,0.35,0.39
RN7SL417P,2.58,5.05
RN7SL170P,0.0,0.0
RN7SL502P,0.0,0.0
RN7SL672P,0.0,0.0
RN7SL499P,0.0,0.0
RN7SL293P,0.17,0.14
RN7SL484P,0.0,0.0
RN7SL339P,0.0,0.0
RN7SL49P,1.15,1.48
RN7SL284P,1.25,5.29
RN7SL565P,0.31,1.42
RN7SL361P,0.0,0.0
RN7SL659P,0.0,0.0
RN7SL516P,0.0,0.0
RN7SL101P,0.21,0.24
RN7SL634P,0.2,0.23
RN7SL708P,0.15,0.14
RN7SL359P,28.47,42.08
RN7SL104P,0.0,0.0
RN7SL176P,0.23,0.29
RN7SL51P,0.0,0.0
RN7SL144P,0.56,1.44
RN7SL368P,5.56,19.63
RN7SL508P,0.0,0.0
RN7SL332P,0.0,0.0
RN7SL162P,0.3,0.35
RN7SL736P,0.19,0.23
RN7SL318P,0.0,0.0
RN7SL815P,0.1,0.18
RN7SL336P,0.92,1.36
RN7SL419P,0.41,0.52
RN7SL440P,0.15,0.16
RN7SL648P,14.3,35.23
RN7SL496P,0.0,0.0
RN7SL478P,0.0,0.0
RN7SL767P,1.64,2.16
RN7SL664P,0.24,0.63
RN7SL539P,0.12,0.16
RN7SL757P,0.43,0.5
RN7SL666P,0.0,0.0
RN7SL379P,0.0,0.0
RN7SL230P,1.31,3.07
RN7SL93P,0.59,0.7
RN7SL559P,2.33,9.86
RN7SL63P,0.0,0.0
RN7SL239P,1.53,3.82
RN7SL127P,3.64,9.43
RN7SL121P,0.0,0.0
RN7SL545P,0.0,0.0
RN7SL72P,0.0,0.0
RN7SL45P,0.62,0.77
RN7SL251P,0.14,0.16
RN7SL181P,1.13,7.38
RN7SL425P,,
RN7SL820P,0.0,0.0
RN7SL449P,5.22,18.44
RN7SL265P,0.43,0.51
RN7SL806P,0.0,0.0
RN7SL489P,0.0,0.0
RN7SL841P,0.0,0.0
RN7SL117P,0.15,0.17
RN7SL370P,0.0,0.0
RN7SL422P,0.0,0.0
RN7SL854P,0.2,0.25
RN7SL471P,1940.4,19067.54
RN7SL130P,1.55,8.05
RN7SL691P,0.0,0.0
RN7SL267P,0.0,0.0
RN7SL388P,0.83,1.05
RN7SL215P,0.0,0.0
RN7SL299P,0.0,0.0
RN7SL447P,0.0,0.0
RN7SL585P,0.0,0.0
RN7SL793P,0.0,0.0
RN7SL390P,0.97,1.21
RN7SL468P,0.0,0.0
RN7SL766P,0.0,0.0
RN7SL487P,0.14,0.15
RN7SL826P,0.0,0.0
RN7SL546P,0.43,0.55
RN7SL763P,0.03,0.04
RN7SL377P,4.73,15.93
RN7SL143P,0.15,0.17
RN7SL66P,0.0,0.0
RN7SL785P,0.0,0.0
RN7SL693P,0.16,0.19
RN7SL809P,4.06,18.74
RN7SL371P,0.0,0.0
RN7SL725P,0.0,0.0
RN7SL100P,0.0,0.0
RN7SL216P,0.0,0.0
RN7SL185P,0.0,0.0
RN7SL286P,0.25,0.29
RN7SL614P,0.97,6.86
RN7SL457P,0.0,0.0
RN7SL549P,0.0,0.0
RN7SL643P,0.0,0.0
RN7SL568P,0.0,0.0
RN7SL663P,1.31,1.55
RN7SL492P,0.0,0.0
RN7SL303P,0.0,0.0
RN7SL352P,0.0,0.0
RN7SL393P,2.94,10.0
RN7SL455P,0.0,0.0
RN7SL578P,0.0,0.0
RN7SL263P,0.0,0.0
RN7SL413P,0.0,0.0
RN7SL376P,0.0,0.0
RN7SL65P,0.83,1.12
RN7SL783P,0.0,0.0
RN7SL807P,0.0,0.0
RN7SL759P,0.0,0.0
RN7SL865P,0.0,0.0
RN7SL717P,1.35,3.5
RN7SL294P,0.0,0.0
RN7SL498P,0.38,0.38
RN7SL564P,0.0,0.0
RN7SL113P,2.53,3.19
RN7SL432P,0.19,0.22
RN7SL845P,0.0,0.0
RN7SL547P,0.0,0.0
RN7SL702P,0.2,0.25
RN7SL429P,0.0,0.0
RN7SL22P,0.0,0.0
RN7SL192P,1.99,2.99
RN7SL622P,0.14,0.22
RN7SL189P,0.0,0.0
RN7SL448P,0.39,0.43
RN7SL442P,0.0,0.0
RN7SL131P,0.0,0.0
RN7SL111P,0.0,0.0
RN7SL569P,0.47,1.91
RN7SL745P,1.46,4.15
RN7SL605P,0.54,0.65
RN7SL443P,2.47,7.38
RN7SL28P,0.0,0.0
RN7SL30P,1.32,2.18
RN7SL351P,1.15,1.29
RN7SL741P,0.0,0.0
RN7SL304P,0.14,0.13
RN7SL278P,0.0,0.0
RN7SL531P,0.0,0.0
RN7SL82P,0.75,6.63
RN7SL764P,0.0,0.0
RN7SL424P,0.0,0.0
RN7SL796P,0.0,0.0
RN7SL709P,0.13,0.34
RN7SL795P,0.64,0.8
RN7SL649P,0.0,0.0
RN7SL491P,0.0,0.0
RN7SL494P,0.56,0.64
RN7SL316P,0.22,0.28
